shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_3332,43.592948,-96.780181,155,10018.78686416
p_3332,43.593108,-96.780085,156,10038.18036057
p_3332,43.593259,-96.779997,157,10056.40005601
p_3332,43.593405,-96.779923,158,10073.68694745
p_3332,43.593606,-96.779823,159,10097.43405611
p_3332,43.593818,-96.779734,160,10122.06021229
p_3332,43.594013,-96.779665,161,10144.4305578
p_3332,43.594206,-96.779614,162,10166.26558397
p_3332,43.594333,-96.779585,163,10180.56883608
p_3332,43.594521,-96.779545,164,10201.70471614
p_3332,43.594705,-96.779516,165,10222.28159931
p_3332,43.594856,-96.7795,166,10239.10802943
p_3332,43.595018,-96.77949,167,10257.12503648
p_3332,43.595167,-96.779487,168,10273.68135537
p_3332,43.59593,-96.779479,169,10358.45643417
p_3332,43.5964,-96.77948,170,10410.67554581
p_3332,43.596811,-96.779491,171,10456.34807906
p_3332,43.59704,-96.779504,172,10481.81262603
p_3332,43.597218,-96.779525,173,10501.66176814
p_3332,43.597371,-96.779555,174,10518.83247057
p_3332,43.597592,-96.779607,175,10543.7429576
p_3332,43.597804,-96.779671,176,10567.85732575
p_3332,43.598046,-96.779755,177,10595.58690013
p_3332,43.598288,-96.779849,178,10623.52494414
p_3332,43.59854,-96.779936,179,10652.39107683
p_3332,43.598776,-96.780026,180,10679.60011633
p_3332,43.599186,-96.780303,181,10730.34758751
p_3332,43.599413,-96.780457,182,10758.46702238
p_3332,43.599484,-96.780522,183,10767.94184334
p_3332,43.599523,-96.780558,184,10773.15958774
p_3332,43.599565,-96.780582,185,10778.21235073
p_3332,43.59961,-96.780594,186,10783.30507151
p_3332,43.599663,-96.780595,187,10789.19415973
p_3332,43.599711,-96.780589,188,10794.54913177
p_3332,43.599765,-96.780568,189,10800.78377454
p_3332,43.599788,-96.78055,190,10803.72356951
p_3332,43.599806,-96.780541,191,10805.85138472
p_3332,43.599826,-96.780535,192,10808.12567126
p_3332,43.599843,-96.780534,193,10810.01617166
p_3332,43.599865,-96.780536,194,10812.46579779
p_3332,43.599888,-96.780545,195,10815.12251687
p_3332,43.599913,-96.780561,196,10818.18586554
p_3332,43.599935,-96.780584,197,10821.25561881
p_3332,43.599955,-96.780618,198,10824.78749782
p_3332,43.600008,-96.780654,199,10831.35438823
p_3332,43.600051,-96.780683,200,10836.67484543
p_3332,43.600101,-96.780708,201,10842.58544031
p_3332,43.600336,-96.780786,202,10869.44381437
p_3332,43.600478,-96.780834,203,10885.68970583
p_3332,43.600585,-96.780863,204,10897.80628439
p_3332,43.600727,-96.780893,205,10913.76798187
p_3332,43.600865,-96.780914,206,10929.1938667
p_3332,43.60103,-96.780935,207,10947.60434788
p_3332,43.601179,-96.780941,208,10964.16599878
p_3332,43.601393,-96.780954,209,10987.96551073
p_3332,43.601664,-96.78096,210,11018.07871767
p_3332,43.601721,-96.780984,211,11024.70150441
p_3332,43.601789,-96.78103,212,11033.12017039
p_3332,43.601795,-96.781568,213,11076.56377056
p_3332,43.601803,-96.781936,214,11106.28962853
p_3332,43.601857,-96.783779,215,11255.21550635
p_3332,43.601937,-96.78623,216,11453.31007387
p_3332,43.603076,-96.786228,217,11579.85818388
p_3332,43.603108,-96.787296,218,11666.16063693
p_3332,43.602987,-96.787302,219,11679.61300606
p_3332,43.602692,-96.787318,220,11712.41427891
p_3332,43.602691,-96.787542,221,11730.50026281
p_3332,43.602861,-96.787544,222,11749.3887162
p_3332,43.602973,-96.787546,223,11761.83346696
p_3332,43.6029740893618,-96.7875834379577,224,11764.85859611
p_3332,43.6027362345212,-96.7875735839542,225,11791.29731055
p_3332,43.6027679357231,-96.7873064816052,226,11813.14872136
p_3332,43.6030017535251,-96.7872638153828,227,11839.35433509
p_3332,43.6030771302732,-96.7869712396566,228,11864.41720376
p_3332,43.6030269563038,-96.7863722526368,229,11913.09903717
p_3332,43.6026844700246,-96.7862489611291,230,11952.43131498
p_3332,43.6024308208079,-96.786254661323,231,11980.61663826
p_3332,43.6020188413413,-96.7862762885629,232,12026.42269746
p_3332,43.601942,-96.786285,233,12034.98903901
p_3332,43.6017603912156,-96.7856820955482,234,12087.68406287
p_3332,43.6016343733051,-96.7811696495041,235,12452.29151693
p_3332,43.600903,-96.781079,236,12533.87931375
p_3332,43.60046,-96.781001,237,12583.49987395
p_3332,43.600467,-96.781005,238,12584.34199935
p_3332,43.600402,-96.78099,239,12591.66464146
p_3332,43.600299,-96.78096,240,12603.36194958
p_3332,43.600162,-96.780883,241,12619.804021
p_3332,43.600082,-96.780838,242,12629.40634756
p_3332,43.59999,-96.780838,243,12639.62795563
p_3332,43.599918,-96.780868,244,12647.98617415
p_3332,43.599876,-96.780899,245,12653.28148975
p_3332,43.599807,-96.780899,246,12660.94769554
p_3332,43.599754,-96.78086,247,12667.62534401
p_3332,43.599723,-96.780807,248,12673.11861701
p_3332,43.599517,-96.780654,249,12699.12734244
p_3332,43.598731,-96.780151,250,12795.43787222
p_3332,43.598285,-96.779846,251,12850.77283373
p_3332,43.597801,-96.77967,252,12906.39350664
p_3332,43.597591,-96.779609,253,12930.23966528
p_3332,43.597217,-96.779525,254,12972.3426374
p_3332,43.597038,-96.779502,255,12992.3168478
p_3332,43.596401,-96.779479,256,13063.11469543
p_3332,43.594856,-96.779495,257,13234.77577751
p_3332,43.59452,-96.779541,258,13272.29117781
p_3332,43.594013,-96.779663,259,13329.47605816
p_3332,43.593818,-96.779731,260,13351.8264276
p_3332,43.593402,-96.779922,261,13400.55135425
p_3332,43.593105,-96.780082,262,13435.98864568
p_3332,43.592521,-96.780464,263,13507.83306891
p_3332,43.592124,-96.78067,264,13554.97413959
p_3332,43.59167,-96.780845,265,13607.35772972
p_3332,43.591426,-96.780921,266,13635.15320939
p_3332,43.591159,-96.780982,267,13665.22426701
p_3332,43.590675,-96.781036,268,13719.17525441
p_3332,43.590438,-96.781044,269,13745.51488594
p_3332,43.587524,-96.781044,270,14069.27258258
p_3332,43.587398,-96.781044,271,14083.27171054
p_3332,43.58728,-96.781044,272,14096.3820047
p_3332,43.586727,-96.781044,273,14157.82261694
p_3332,43.585845,-96.781044,274,14255.81649247
p_3332,43.584182,-96.781036,275,14440.58381102
p_3332,43.582691,-96.781051,276,14606.24447136
p_3332,43.582523,-96.781051,277,14624.9099594
p_3332,43.580139,-96.781044,278,14889.7826671
p_3332,43.578464,-96.781036,279,15075.88304082
p_3332,43.578292,-96.781036,280,15094.99293105
p_3332,43.576976,-96.78099,281,15241.25299523
p_3332,43.576454,-96.780998,282,15299.2528729
p_3332,43.575119,-96.780998,283,15447.57666273
p_3332,43.572948,-96.781005,284,15688.78395366
p_3332,43.572799,-96.781105,285,15707.20415704
p_3332,43.572547,-96.78112,286,15735.22854761
p_3332,43.570674,-96.78112,287,15943.32611663
p_3332,43.570674,-96.78099,288,15953.82781322
p_3332,43.570674,-96.7807,289,15977.25467485
p_3332,43.57069,-96.780502,290,15993.34804539
p_3332,43.570827,-96.78012,291,16027.75662928
p_3332,43.570831,-96.779823,292,16051.75302101
p_3332,43.57088,-96.779716,293,16061.96826854
p_3332,43.570892,-96.779708,294,16063.44988683
p_3332,43.571014,-96.779602,295,16079.48273075
p_3332,43.57106,-96.779541,296,16086.58217977
p_3332,43.571182,-96.779342,297,16107.60960505
p_3332,43.571338,-96.779159,298,16130.38992147
p_3332,43.571613,-96.778923,299,16166.40339762
p_3332,43.572097,-96.778549,300,16228.0835174
p_3332,43.572227,-96.778472,301,16243.80942882
p_3332,43.572475,-96.778358,302,16272.86135329
p_3332,43.572677,-96.77832,303,16295.51329202
p_3332,43.572769,-96.778228,304,16308.15096193
p_3332,43.572792,-96.778152,305,16314.80079483
p_3332,43.572788,-96.777786,306,16344.3694147
p_3332,43.572784,-96.776893,307,16416.50684023
p_3332,43.572734,-96.776359,308,16459.99932548
p_3332,43.572605,-96.775688,309,16516.06532352
p_3332,43.572399,-96.774528,310,16612.52457706
p_3332,43.572227,-96.773445,311,16702.07224076
p_3332,43.572071,-96.772644,312,16769.05840422
p_3332,43.5724932038009,-96.7724107404926,313,16819.60990974
p_3332,43.572787416091,-96.7720664472078,314,16862.5286166
p_3332,43.5729089381427,-96.771289580306,315,16926.71942863
p_3332,43.5729025422496,-96.7702920125859,316,17007.3053825
p_3332,43.5729025422496,-96.7682968771377,317,17168.47103313
p_3332,43.5729025422496,-96.7677848512323,318,17209.83212882
p_3332,43.5713400076519,-96.7678010949204,319,17383.44076121
p_3332,43.5699506423896,-96.7677898845549,320,17537.80726414
p_3332,43.5692128141043,-96.7677774657361,321,17619.78895963
p_3332,43.5683032278503,-96.7678072148047,322,17720.87604399
p_3332,43.5678861053745,-96.767926008827,323,17768.20316696
p_3332,43.5677127933513,-96.7680388633479,324,17789.50810177
p_3332,43.567474,-96.76818,325,17818.38525173
p_3332,43.567436,-96.768127,326,17824.39837692
p_3332,43.567386,-96.768051,327,17832.678298
p_3332,43.567356,-96.767997,328,17838.16837032
p_3332,43.567096,-96.767608,329,17880.85393901
p_3332,43.566764,-96.767105,330,17935.73467933
p_3332,43.566078,-96.766067,331,18049.05373892
p_3332,43.565567,-96.765235,332,18137.0384797
p_3332,43.565116,-96.764465,333,18216.91718169
p_3332,43.564792,-96.763763,334,18284.09132858
p_3332,43.564624,-96.76329,335,18326.62004877
p_3332,43.564498,-96.76284,336,18365.57786126
p_3332,43.564445,-96.762596,337,18386.15145626
p_3332,43.564346,-96.761962,338,18438.54042572
p_3332,43.564262,-96.761589,339,18470.08746605
p_3332,43.564235,-96.761505,340,18477.50733655
p_3332,43.564197,-96.761444,341,18483.99674326
p_3332,43.564159,-96.761398,342,18489.62135936
p_3332,43.564041,-96.761322,343,18504.09822012
p_3332,43.563766,-96.761238,344,18535.39636933
p_3332,43.562019,-96.76123,345,18729.49562836
p_3332,43.561115,-96.761238,346,18829.93543936
p_3332,43.560367,-96.76123,347,18913.04349724
p_3332,43.560222,-96.76123,348,18929.15352797
p_3332,43.559303,-96.76123,349,19031.25778214
p_3332,43.558395,-96.761215,350,19132.14715987
p_3332,43.558403,-96.759986,351,19231.45272233
p_3332,43.558414,-96.75904,352,19307.89803682
p_3332,43.558418,-96.758735,353,19332.54563591
p_3332,43.558418,-96.758537,354,19348.54377064
p_3332,43.558422,-96.757507,355,19431.76757456
p_3332,43.558418,-96.756248,356,19533.49405524
p_3332,43.558418,-96.755134,357,19623.50376278
p_3332,43.558418,-96.754989,358,19635.21956852
p_3332,43.558425,-96.753753,359,19735.08973509
p_3332,43.558444,-96.751487,360,19918.1916183
p_3332,43.558444,-96.751274,361,19935.40172554
p_3332,43.557453,-96.751258,362,20045.51299683
p_3332,43.556465,-96.751258,363,20155.28334879
p_3332,43.556114,-96.751258,364,20194.28070609
p_3332,43.55553,-96.751258,365,20259.16519268
p_3332,43.5541,-96.751258,366,20418.04327387
p_3332,43.553573,-96.751251,367,20476.59756846
p_3332,43.552078,-96.751243,368,20642.69858055
p_3332,43.551097,-96.751243,369,20751.69110455
p_3332,43.549423,-96.751235,370,20937.67942753
p_3332,43.547233,-96.751228,371,21180.99658963
p_3332,43.545948,-96.75122,372,21323.76591326
p_3332,43.545116,-96.751213,373,21416.20564994
p_3332,43.544944,-96.751213,374,21435.31542827
p_3332,43.543941,-96.751228,375,21546.75868281
p_3332,43.543941,-96.750808,376,21580.70224382
p_3332,43.543945,-96.749938,377,21651.01530805
p_3332,43.543945,-96.749542,378,21683.01923488
p_3332,43.543949,-96.748703,379,21750.82698853
p_3332,43.543952,-96.748161,380,21794.63160705
p_3332,43.543952,-96.747459,381,21851.36583441
p_3332,43.543956,-96.74723,382,21869.87848803
p_3332,43.54396,-96.746772,383,21906.89579054
p_3332,43.543956,-96.746223,384,21951.26708702
p_3332,43.543964,-96.744979,385,22051.80857929
p_3332,43.543972,-96.743469,386,22173.84694523
p_3332,43.543926,-96.74311,387,22203.30729508
p_3332,43.543918,-96.742942,388,22216.91378552
p_3332,43.543926,-96.742073,389,22287.15027583
p_3332,43.543945,-96.741264,390,22352.56611489
p_3332,43.544002,-96.740921,391,22381.00086378
p_3332,43.544086,-96.740661,392,22403.9928227
p_3332,43.544219,-96.740409,393,22429.1548737
p_3332,43.544414,-96.740127,394,22460.59986293
p_3332,43.544437,-96.740089,395,22464.59502981
p_3332,43.544544,-96.739891,396,22484.52952639
p_3332,43.544628,-96.739639,397,22506.93197321
p_3332,43.544662,-96.739372,398,22528.838283
p_3332,43.544666,-96.738502,399,22599.15050928
p_3332,43.54467,-96.737091,400,22713.1842063
p_3332,43.544597,-96.737091,401,22721.29475119
p_3332,43.54467,-96.737091,402,22729.40529608
p_3332,43.54467,-96.736373,403,22787.43192257
p_3332,43.544673,-96.735649,404,22845.94439912
p_3332,43.544677,-96.734924,405,22904.53842534
p_3332,43.544677,-96.734207,406,22962.48422809
p_3332,43.544677,-96.733482,407,23021.076567
p_3332,43.544677,-96.732864,408,23071.02148485
p_3332,43.544677,-96.732757,409,23079.6689059
p_3332,43.544681,-96.732048,410,23136.96989402
p_3332,43.544689,-96.7313,411,23197.42755034
p_3332,43.544689,-96.730537,412,23259.09092374
p_3332,43.544692,-96.729995,413,23302.89500648
p_3332,43.544692,-96.729994,414,23302.97582348
p_3332,43.544692,-96.729789,415,23319.54330831
p_3332,43.544693,-96.72953,416,23340.47520578
p_3332,43.544693,-96.729434,417,23348.23363757
p_3332,43.544695,-96.728383,418,23433.17259152
p_3332,43.544695,-96.728291,419,23440.60775507
p_3332,43.544694,-96.728168,420,23450.54886643
p_3332,43.544692,-96.727537,421,23501.54487616
p_3332,43.54469,-96.726948,422,23549.14660808
p_3332,43.54469,-96.726802,423,23560.94589034
p_3332,43.54469,-96.726685,424,23570.40147955
p_3332,43.544689,-96.72599,425,23626.56940616
p_3332,43.544689,-96.725826,426,23639.82339468
p_3332,43.544687,-96.725317,427,23680.95985011
p_3332,43.544799,-96.725305,428,23693.44116017
p_3332,43.544969,-96.725306,429,23712.32890419
p_3333,43.5449621209079,-96.7254465214644,1,0
p_3333,43.5460258584758,-96.72548074347,2,118.21718603
p_3333,43.545993,-96.729124,3,412.67046567
p_3333,43.545987,-96.732516,4,686.7966555
p_3333,43.545997,-96.732513,5,687.93383451
p_3333,43.545997,-96.732757,6,707.65275692
p_3333,43.545993,-96.733497,7,767.45769942
p_3333,43.545989,-96.734207,8,824.83825773
p_3333,43.545986,-96.734939,9,883.99597323
p_3333,43.545982,-96.735649,10,941.37653818
p_3333,43.545978,-96.736373,11,999.88848755
p_3333,43.545974,-96.736953,12,1046.76345892
p_3333,43.545974,-96.737091,13,1057.91596846
p_3333,43.545974,-96.738502,14,1171.94633771
p_3333,43.545959,-96.738929,15,1206.49468845
p_3333,43.54594,-96.739097,16,1220.23478972
p_3333,43.545883,-96.739341,17,1240.94571749
p_3333,43.545841,-96.739448,18,1250.7716886
p_3333,43.54578,-96.73954,19,1260.83208101
p_3333,43.545684,-96.739646,20,1274.51221559
p_3333,43.54552,-96.739746,21,1294.44497873
p_3333,43.545349,-96.739784,22,1313.69025851
p_3333,43.545192,-96.739784,23,1331.13348714
p_3333,43.545001,-96.739814,24,1352.49228113
p_3333,43.544773,-96.739944,25,1379.91613881
p_3333,43.544673,-96.740028,26,1392.93631469
p_3333,43.544559,-96.740158,27,1409.39240071
p_3333,43.544227,-96.740646,28,1463.39264248
p_3333,43.544132,-96.74089,29,1485.7592123
p_3333,43.544052,-96.741264,30,1517.26482701
p_3333,43.544044,-96.741737,31,1555.50200636
p_3333,43.544033,-96.742332,32,1603.60416827
p_3333,43.544021,-96.743156,33,1670.21145227
p_3333,43.543972,-96.743469,34,1696.08665334
p_3333,43.543964,-96.744979,35,1818.12501928
p_3333,43.543956,-96.746223,36,1918.66651155
p_3333,43.54396,-96.746772,37,1963.03780803
p_3333,43.543952,-96.747459,38,2018.56687587
p_3333,43.543952,-96.747711,39,2038.93300877
p_3333,43.543952,-96.748161,40,2075.30110324
p_3333,43.543949,-96.748703,41,2119.10572176
p_3333,43.543945,-96.749542,42,2186.91347541
p_3333,43.543945,-96.749938,43,2218.91740224
p_3333,43.543941,-96.751228,44,2323.17356909
p_3333,43.543525,-96.751228,45,2369.39255732
p_3333,43.542125,-96.751235,46,2524.93823326
p_3333,43.541225,-96.751235,47,2624.9312005
p_3333,43.540325,-96.751235,48,2724.92415194
p_3333,43.539211,-96.751235,49,2848.69318328
p_3333,43.539142,-96.751235,50,2856.35930741
p_3333,43.538543,-96.751243,51,2922.91329023
p_3333,43.536804,-96.751243,52,3116.12178784
p_3333,43.536693,-96.751243,53,3128.45424313
p_3333,43.535785,-96.751235,54,3229.33801279
p_3333,43.534885,-96.751235,55,3329.33086871
p_3333,43.533988,-96.751243,56,3428.99249727
p_3333,43.533172,-96.751243,57,3519.6526587
p_3333,43.533175,-96.751233,58,3520.52700566
p_3333,43.533074,-96.751233,59,3531.7484218
p_3333,43.533065002884,-96.7549040991521,60,3828.49431553
p_3333,43.5328033985224,-96.7549284665546,61,3857.62604234
p_3333,43.5325104801981,-96.7550620853316,62,3891.91567182
p_3333,43.5319167951955,-96.7550927600066,63,3957.92251188
p_3333,43.531531514688,-96.7548543944734,64,4004.86505047
p_3333,43.5307385693235,-96.75487238678,65,4092.97573623
p_3333,43.5307358398902,-96.7548723893573,66,4093.27898476
p_3333,43.5305338843971,-96.7548838366911,67,4115.73593541
p_3333,43.530382,-96.755018,68,4135.79531305
p_3333,43.530264,-96.755674,69,4190.42042303
p_3333,43.530237,-96.756056,70,4221.4452501
p_3333,43.530396,-96.756418,71,4255.62670492
p_3333,43.530519,-96.756573,72,4274.16696369
p_3333,43.530945,-96.756887,73,4327.87344916
p_3333,43.531122,-96.75711,74,4354.55055459
p_3333,43.531193,-96.757418,75,4380.66752889
p_3333,43.531189,-96.758715,76,4485.51150839
p_3333,43.529411,-96.758708,77,4683.05358622
p_3333,43.529405,-96.759971,78,4785.15341648
p_3333,43.529388,-96.759971,79,4787.04216845
p_3333,43.529388,-96.760093,80,4796.90433623
p_3333,43.52938,-96.761222,81,4888.17414094
p_3333,43.527881,-96.761207,82,5054.72201582
p_3333,43.527057,-96.761199,83,5146.27318839
p_3333,43.52658,-96.761192,84,5199.27234393
p_3333,43.526458,-96.761192,85,5212.82691009
p_3333,43.525756,-96.761192,86,5290.82121134
p_3333,43.524909,-96.761192,87,5384.92543381
p_3333,43.523769,-96.761192,88,5511.58280677
p_3333,43.523113,-96.761192,89,5584.46633621
p_3333,43.522369,-96.761184,90,5667.12944458
p_3333,43.522106,-96.761177,91,5696.35499184
p_3333,43.520931,-96.761177,92,5826.90090371
p_3333,43.519386,-96.761169,93,5998.55606754
p_3333,43.518589,-96.761154,94,6087.11334713
p_3333,43.518489,-96.761154,95,6098.22363169
p_3333,43.517684,-96.761154,96,6187.66141529
p_3333,43.517017,-96.761146,97,6261.76982069
p_3333,43.516658,-96.761138,98,6301.66097488
p_3333,43.51612,-96.761123,99,6361.44658627
p_3333,43.514831,-96.761108,100,6504.66321281
p_3333,43.514118,-96.7611,101,6583.88212618
p_3333,43.513988,-96.7611,102,6598.32548473
p_3333,43.513774,-96.761054,103,6622.3906498
p_3333,43.513652,-96.760917,104,6639.89603731
p_3333,43.513572,-96.760681,105,6660.94707928
p_3333,43.513439,-96.759971,106,6720.22790842
p_3333,43.513359,-96.759735,107,6741.27901108
p_3333,43.51329,-96.759582,108,6755.83307299
p_3333,43.513233,-96.759513,109,6764.2730561
p_3333,43.512489,-96.758865,110,6862.14127932
p_3333,43.512424,-96.758796,111,6871.26715985
p_3333,43.512241,-96.758522,112,6901.33802665
p_3333,43.51202,-96.758209,113,6936.6005637
p_3333,43.511909,-96.758125,114,6950.67974905
p_3333,43.511756,-96.758064,115,6968.37963653
p_3333,43.51054,-96.758041,116,7103.49332215
p_3333,43.509941,-96.758033,117,7170.04697373
p_3333,43.509616,-96.758033,118,7206.15534301
p_3333,43.508407,-96.758018,119,7340.48393522
p_3333,43.508399,-96.758384,120,7370.09403714
p_3333,43.508358,-96.758682,121,7394.61870917
p_3333,43.508216,-96.759155,122,7435.99406085
p_3333,43.508171,-96.759277,123,7447.05419899
p_3333,43.507831,-96.760185,124,7529.6276103
p_3333,43.507797,-96.760269,125,7537.4000669
p_3333,43.507686,-96.760597,126,7566.65103301
p_3333,43.507617,-96.761054,127,7604.39375209
p_3333,43.507602,-96.764808,128,7907.97124468
p_3333,43.507602,-96.765151,129,7935.70846467
p_3333,43.507602,-96.76583,130,7990.61683893
p_3333,43.507602,-96.765885,131,7995.06449811
p_3333,43.507593,-96.770874,132,8398.50888822
p_3333,43.507617,-96.770977,133,8407.25454249
p_3333,43.507614,-96.77111,134,8418.01495207
p_3333,43.505391,-96.7711,135,8664.99737977
p_3333,43.505286,-96.771179,136,8678.29796809
p_3333,43.505147,-96.771386,137,8701.07345711
p_3333,43.504786,-96.771419,138,8741.27017622
p_3333,43.504272,-96.771422,139,8798.37741373
p_3333,43.50421,-96.771395,140,8805.60356347
p_3333,43.504053,-96.771103,141,8834.96170986
p_3333,43.503746,-96.771115,142,8869.08399877
p_3333,43.50379,-96.772059,143,8945.58318976
p_3333,43.504034,-96.772758,144,9008.27644142
p_3333,43.50408,-96.773006,145,9028.97343419
p_3333,43.504068,-96.773417,146,9062.23824215
p_3333,43.504012,-96.773667,147,9083.39173819
p_3333,43.505012,-96.774046,148,9198.64451549
p_3333,43.505008,-96.77404,149,9199.30249644
p_3333,43.505062,-96.774063,150,9205.58374687
p_3333,43.505386,-96.7742,151,9243.24737237
p_3333,43.505466,-96.774246,152,9252.88265039
p_3333,43.505542,-96.774314,153,9262.95925534
p_3333,43.505615,-96.774398,154,9273.53872109
p_3333,43.505741,-96.774589,155,9294.38455537
p_3333,43.505874,-96.774887,156,9322.65305655
p_3333,43.506,-96.775085,157,9343.92168458
p_3333,43.506198,-96.775238,158,9369.16082465
p_3333,43.506515,-96.775573,159,9413.59424598
p_3333,43.506546,-96.775611,160,9418.21004537
p_3333,43.506553,-96.775627,161,9419.71967752
p_3333,43.506603,-96.775741,162,9430.48296404
p_3333,43.506725,-96.775642,163,9446.22525058
p_3333,43.506839,-96.775611,164,9459.136658
p_3333,43.507579,-96.775619,165,9541.35514544
p_3333,43.507587,-96.771034,166,9912.12936974
p_3333,43.507595,-96.770027,167,9993.56683133
p_3333,43.507598,-96.768791,168,10093.51842794
p_3333,43.507602,-96.76744,169,10202.77001824
p_3333,43.507602,-96.766059,170,10314.44669697
p_3333,43.507602,-96.765907,171,10326.73840962
p_3333,43.507602,-96.765151,172,10387.87350674
p_3333,43.507602,-96.764808,173,10415.61072673
p_3333,43.507617,-96.761054,174,10719.18821932
p_3333,43.507686,-96.760597,175,10756.9309384
p_3333,43.507797,-96.760269,176,10786.18190451
p_3333,43.507831,-96.760185,177,10793.95436111
p_3333,43.508171,-96.759277,178,10876.52777242
p_3333,43.508216,-96.759155,179,10887.58791056
p_3333,43.508358,-96.758682,180,10928.96326224
p_3333,43.508399,-96.758384,181,10953.48793427
p_3333,43.508407,-96.758018,182,10983.09803619
p_3333,43.509616,-96.758033,183,11117.4266284
p_3333,43.510459,-96.758041,184,11211.08842149
p_3333,43.51054,-96.758041,185,11220.08773928
p_3333,43.511756,-96.758064,186,11355.2014249
p_3333,43.511909,-96.758125,187,11372.90131238
p_3333,43.51202,-96.758209,188,11386.98049773
p_3333,43.512241,-96.758522,189,11422.24303478
p_3333,43.512424,-96.758796,190,11452.31390158
p_3333,43.512489,-96.758865,191,11461.43978211
p_3333,43.513233,-96.759513,192,11559.30800533
p_3333,43.51329,-96.759582,193,11567.74798844
p_3333,43.513359,-96.759735,194,11582.30205035
p_3333,43.513439,-96.759971,195,11603.35315301
p_3333,43.513462,-96.760101,196,11614.17093138
p_3333,43.513572,-96.760681,197,11662.63517947
p_3333,43.513652,-96.760917,198,11683.68622144
p_3333,43.513774,-96.761054,199,11701.19160895
p_3333,43.513988,-96.7611,200,11725.25677402
p_3333,43.514831,-96.761108,201,11818.91863869
p_3333,43.51612,-96.761123,202,11962.13526523
p_3333,43.516555,-96.761138,203,12010.48019974
p_3333,43.516658,-96.761138,204,12021.92378895
p_3333,43.517684,-96.761154,205,12135.92262162
p_3333,43.518383,-96.761154,206,12213.5835038
p_3333,43.518489,-96.761154,207,12225.36040522
p_3333,43.519386,-96.761169,208,12325.02704363
p_3333,43.520931,-96.761177,209,12496.68220746
p_3333,43.521999,-96.761177,210,12615.34010752
p_3333,43.522106,-96.761177,211,12627.22811933
p_3333,43.523113,-96.761192,212,12739.11533695
p_3333,43.523769,-96.761192,213,12811.99886639
p_3333,43.524909,-96.761192,214,12938.65623935
p_3333,43.525756,-96.761192,215,13032.76046182
p_3333,43.526275,-96.761192,216,13090.42291438
p_3333,43.526458,-96.761192,217,13110.75476307
p_3333,43.527057,-96.761199,218,13177.30786947
p_3333,43.527881,-96.761207,219,13268.85904204
p_3333,43.52938,-96.761222,220,13435.40691692
p_3333,43.529388,-96.760185,221,13519.24006053
p_3333,43.529405,-96.76019,222,13521.17157581
p_3333,43.529411,-96.758708,223,13640.97447818
p_3333,43.531189,-96.758715,224,13838.51655601
p_3333,43.531193,-96.757418,225,13943.36053551
p_3333,43.531122,-96.75711,226,13969.47750981
p_3333,43.530945,-96.756887,227,13996.15461524
p_3333,43.530661,-96.756708,228,14030.86740113
p_3333,43.530396,-96.756418,229,14068.50244927
p_3333,43.530237,-96.756056,230,14102.68390409
p_3333,43.530232,-96.755904,231,14114.9835746
p_3333,43.530382,-96.755018,232,14188.51784408
p_3333,43.53046,-96.754894,233,14201.76828717
p_3333,43.530534,-96.754826,234,14211.65820487
p_3333,43.531104,-96.75482,235,14274.98882065
p_3333,43.5315518388405,-96.754805133804,236,14324.75961154
p_3333,43.5319440582785,-96.7550367864303,237,14372.18935579
p_3333,43.5324422363894,-96.7550267422505,238,14427.54444878
p_3333,43.5327731928956,-96.7548665595905,239,14466.52787405
p_3333,43.5330226940437,-96.7548190902066,240,14494.51253782
p_3333,43.533074,-96.751233,241,14784.44140298
p_3333,43.534832,-96.751233,242,14979.76073416
p_3333,43.534885,-96.751159,243,14988.15427668
p_3333,43.534885,-96.751235,244,14994.29736421
p_3333,43.535785,-96.751235,245,15094.29022013
p_3333,43.536609,-96.751243,246,15185.84153233
p_3333,43.536693,-96.751243,247,15195.17420104
p_3333,43.538543,-96.751243,248,15400.71515395
p_3333,43.539142,-96.751235,249,15467.26913677
p_3333,43.540233,-96.751235,250,15588.48279142
p_3333,43.540325,-96.751235,251,15598.70429223
p_3333,43.541225,-96.751235,252,15698.69724367
p_3333,43.542125,-96.751235,253,15798.69021091
p_3333,43.543941,-96.751228,254,16000.45463939
p_3333,43.543941,-96.750808,255,16034.3982004
p_3333,43.543945,-96.749938,256,16104.71126463
p_3333,43.543945,-96.749542,257,16136.71519146
p_3333,43.543949,-96.748703,258,16204.52294511
p_3333,43.543952,-96.748161,259,16248.32756363
p_3333,43.543952,-96.747459,260,16305.06179099
p_3333,43.543956,-96.74723,261,16323.57444461
p_3333,43.54396,-96.746772,262,16360.59174712
p_3333,43.543956,-96.746223,263,16404.9630436
p_3333,43.543964,-96.744979,264,16505.50453587
p_3333,43.543972,-96.743469,265,16627.54290181
p_3333,43.543926,-96.74311,266,16657.00325166
p_3333,43.543918,-96.742942,267,16670.6097421
p_3333,43.543926,-96.742073,268,16740.84623241
p_3333,43.543945,-96.741264,269,16806.26207147
p_3333,43.544002,-96.740921,270,16834.69682036
p_3333,43.544086,-96.740661,271,16857.68877928
p_3333,43.544219,-96.740409,272,16882.85083028
p_3333,43.544414,-96.740127,273,16914.29581951
p_3333,43.544437,-96.740089,274,16918.29098639
p_3333,43.544544,-96.739891,275,16938.22548297
