Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	iterationEndsListeners	iteration
82	20:45:19	20:45:19	20:45:20	20:45:20	20:45:20	20:45:20	20:45:20	20:45:21	20:45:21	20:45:21	20:45:50	20:45:50	20:45:50	20:45:50	20:45:50	20:45:50	20:45:57	20:45:57		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
83	20:45:57	20:45:57	20:45:57	20:45:57	20:45:58	20:45:58	20:45:58	20:45:59	20:45:59	20:45:59	20:46:27	20:46:27	20:46:27	20:46:27	20:46:27	20:46:27	20:46:34	20:46:34		00:00:00	00:00:00	00:00:01	00:00:01	00:00:27	00:00:00	00:00:00	00:00:07	00:00:37
84	20:46:34	20:46:34	20:46:35	20:46:35	20:46:35	20:46:35	20:46:35	20:46:36	20:46:36	20:46:36	20:47:05	20:47:05	20:47:05	20:47:05	20:47:05	20:47:05	20:47:12	20:47:12		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
85	20:47:12	20:47:12	20:47:13	20:47:13	20:47:13	20:47:13	20:47:13	20:47:14	20:47:14	20:47:14	20:47:43	20:47:43	20:47:43	20:47:43	20:47:43	20:47:43	20:47:50	20:47:50		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
86	20:47:50	20:47:50	20:47:50	20:47:50	20:47:50	20:47:50	20:47:50	20:47:52	20:47:52	20:47:52	20:48:21	20:48:21	20:48:21	20:48:21	20:48:21	20:48:21	20:48:28	20:48:28		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:38
87	20:48:28	20:48:28	20:48:29	20:48:29	20:48:29	20:48:29	20:48:29	20:48:30	20:48:30	20:48:30	20:48:58	20:48:58	20:48:58	20:48:58	20:48:58	20:48:58	20:49:06	20:49:06		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
88	20:49:06	20:49:06	20:49:06	20:49:06	20:49:06	20:49:06	20:49:06	20:49:08	20:49:08	20:49:08	20:49:36	20:49:36	20:49:36	20:49:36	20:49:36	20:49:36	20:49:44	20:49:44		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
89	20:49:44	20:49:44	20:49:44	20:49:44	20:49:44	20:49:44	20:49:44	20:49:46	20:49:46	20:49:46	20:50:14	20:50:14	20:50:14	20:50:14	20:50:14	20:50:14	20:50:21	20:50:21		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
90	20:50:21	20:50:21	20:50:22	20:50:22	20:50:22	20:50:22	20:50:22	20:50:23	20:50:23	20:50:23	20:50:52	20:50:52	20:50:52	20:50:52	20:50:52	20:50:52	20:50:59	20:50:59		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:38
91	20:51:00	20:51:00	20:51:00	20:51:00	20:51:00	20:51:00	20:51:00	20:51:02	20:51:02	20:51:02	20:51:30	20:51:30	20:51:30	20:51:30	20:51:30	20:51:30	20:51:37	20:51:37		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
92	20:51:37	20:51:37	20:51:37	20:51:37	20:51:37	20:51:37	20:51:37	20:51:39	20:51:39	20:51:39	20:52:07	20:52:07	20:52:07	20:52:07	20:52:08	20:52:08	20:52:15	20:52:15		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
93	20:52:15	20:52:15	20:52:15	20:52:15	20:52:15	20:52:15	20:52:15	20:52:17	20:52:17	20:52:17	20:52:46	20:52:46	20:52:46	20:52:46	20:52:46	20:52:46	20:52:53	20:52:53		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:38
94	20:52:53	20:52:53	20:52:53	20:52:53	20:52:53	20:52:53	20:52:53	20:52:55	20:52:55	20:52:55	20:53:23	20:53:23	20:53:23	20:53:23	20:53:23	20:53:23	20:53:31	20:53:31		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:38
95	20:53:31	20:53:31	20:53:32	20:53:32	20:53:32	20:53:32	20:53:32	20:53:33	20:53:33	20:53:33	20:54:01	20:54:01	20:54:01	20:54:01	20:54:02	20:54:02	20:54:09	20:54:09		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
96	20:54:09	20:54:09	20:54:09	20:54:09	20:54:09	20:54:09	20:54:09	20:54:11	20:54:11	20:54:11	20:54:39	20:54:39	20:54:39	20:54:39	20:54:39	20:54:39	20:54:46	20:54:46		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
97	20:54:46	20:54:46	20:54:47	20:54:47	20:54:47	20:54:47	20:54:47	20:54:48	20:54:48	20:54:48	20:55:17	20:55:17	20:55:17	20:55:17	20:55:17	20:55:17	20:55:24	20:55:24		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
98	20:55:24	20:55:24	20:55:25	20:55:25	20:55:25	20:55:25	20:55:25	20:55:26	20:55:26	20:55:26	20:55:55	20:55:55	20:55:55	20:55:55	20:55:55	20:55:55	20:56:02	20:56:02		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:37
99	20:56:02	20:56:02	20:56:03	20:56:03	20:56:03	20:56:03	20:56:03	20:56:04	20:56:04	20:56:04	20:56:33	20:56:33	20:56:33	20:56:33	20:56:33	20:56:33	20:56:40	20:56:40		00:00:00	00:00:00	00:00:01	00:00:01	00:00:28	00:00:00	00:00:00	00:00:07	00:00:38
100	20:56:41	20:56:41	20:56:41	20:56:41	20:56:41	20:56:41	20:56:41	20:56:43	20:56:43	20:56:43	20:57:10	20:57:10	20:57:10	20:57:10	20:57:11	20:57:11	20:57:18	20:57:18		00:00:00	00:00:00	00:00:01	00:00:01	00:00:27	00:00:00	00:00:00	00:00:07	00:00:37
