personId,planIndex,planElementType,planElementIndex,activityType,activityLocationX,activityLocationY,activityEndTime,legMode
012301-2013000721346-0-1955284,0,leg,1,,,,,
012301-2013000721346-0-1955284,0,activity,2,School,550538.468410129,4175453.9705664003,64020.0,
012301-2013000721346-0-1955284,0,leg,3,,,,,
012301-2013000721346-0-1955284,0,activity,4,Home,551840.7623293707,4182184.749887519,-Infinity,
012301-2013000721346-0-1955285,0,activity,0,Home,551840.7623293707,4182184.749887519,30780.0,
012301-2013000721346-0-1955285,0,leg,1,,,,,
012301-2013000721346-0-1955285,0,activity,2,School,547410.559568844,4180871.5561277056,55320.0,
012301-2013000721346-0-1955285,0,leg,3,,,,,
012301-2013000721346-0-1955285,0,activity,4,Home,551840.7623293707,4182184.749887519,-Infinity,
012301-2013000721346-0-1955286,0,activity,0,Home,551840.7623293707,4182184.749887519,30780.0,
012301-2013000721346-0-1955286,0,leg,1,,,,,
012301-2013000721346-0-1955286,0,activity,2,School,547410.559568844,4180871.5561277056,55320.0,
012301-2013000721346-0-1955286,0,leg,3,,,,,
012301-2013000721346-0-1955286,0,activity,4,Home,551840.7623293707,4182184.749887519,-Infinity,
012301-2015000488247-0-177342,0,activity,0,Home,552128.4637882661,4182270.758191945,26220.0,
012301-2015000488247-0-177342,0,leg,1,,,,,
012301-2015000488247-0-177342,0,activity,2,Other,551065.3845918642,4181445.779607539,65400.0,
012301-2015000488247-0-177342,0,leg,3,,,,,
012301-2015000488247-0-177342,0,activity,4,Other,550987.5328177679,4181060.671235295,67920.0,
012301-2015000488247-0-177342,0,leg,5,,,,,
012301-2015000488247-0-177342,0,activity,6,Home,552128.4637882661,4182270.758191945,-Infinity,
012301-2015000488247-0-177343,0,activity,0,Home,552128.4637882661,4182270.758191945,26220.0,
012301-2015000488247-0-177343,0,leg,1,,,,,
012301-2015000488247-0-177343,0,activity,2,Other,551065.3845918642,4181445.779607539,65400.0,
012301-2015000488247-0-177343,0,leg,3,,,,,
012301-2015000488247-0-177343,0,activity,4,Other,550987.5328177679,4181060.671235295,67920.0,
012301-2015000488247-0-177343,0,leg,5,,,,,
012301-2015000488247-0-177343,0,activity,6,Home,552128.4637882661,4182270.758191945,-Infinity,
012301-2016000897147-0-4246405,0,activity,0,Home,551700.6159112818,4182134.1391731463,43380.0,
012301-2016000897147-0-4246405,0,leg,1,,,,,
012301-2016000897147-0-4246405,0,activity,2,Other,551164.8725709955,4182767.745096351,75360.0,
012301-2016000897147-0-4246405,0,leg,3,,,,,
012301-2016000897147-0-4246405,0,activity,4,Home,551700.6159112818,4182134.1391731463,-Infinity,
012501-2013000072110-0-5261661,0,activity,0,Home,551890.9423548938,4181882.810956383,42900.0,
012501-2013000072110-0-5261661,0,leg,1,,,,,
012501-2013000072110-0-5261661,0,activity,2,Other,550325.6226948118,4184141.477580472,49500.0,
012501-2013000072110-0-5261661,0,leg,3,,,,,
012501-2013000072110-0-5261661,0,activity,4,Eatout,548802.3833746663,4179248.8216400435,60600.0,
012501-2013000072110-0-5261661,0,leg,5,,,,,
012501-2013000072110-0-5261661,0,activity,6,Home,551890.9423548938,4181882.810956383,-Infinity,
012501-2013000072110-0-5261662,0,activity,0,Home,551890.9423548938,4181882.810956383,21660.0,
012501-2013000072110-0-5261662,0,leg,1,,,,,
012501-2013000072110-0-5261662,0,activity,2,Work,554111.2527616106,4178868.932002148,24780.0,
012501-2013000072110-0-5261662,0,leg,3,,,,,
012501-2013000072110-0-5261662,0,activity,4,Home,551890.9423548938,4181882.810956383,28920.0,
012501-2013000072110-0-5261662,0,leg,5,,,,,
012501-2013000072110-0-5261662,0,activity,6,Work,553515.4045365262,4179094.249265044,57300.0,
012501-2013000072110-0-5261662,0,leg,7,,,,,
012501-2013000072110-0-5261662,0,activity,8,Home,551890.9423548938,4181882.810956383,-Infinity,
012501-2013000588265-1-302918,0,activity,0,Home,551946.6800425793,4182043.330113101,44160.0,
012501-2013000588265-1-302918,0,leg,1,,,,,
012501-2013000588265-1-302918,0,activity,2,Other,547145.095260802,4173964.076040622,54120.0,
012501-2013000588265-1-302918,0,leg,3,,,,,
012501-2013000588265-1-302918,0,activity,4,Home,551946.6800425793,4182043.330113101,-Infinity,
012501-2013001183738-0-6409943,0,activity,0,Home,551890.9423548938,4181882.810956383,42900.0,
012501-2013001183738-0-6409943,0,leg,1,,,,,
012501-2013001183738-0-6409943,0,activity,2,Other,550325.6226948118,4184141.477580472,49500.0,
012501-2013001183738-0-6409943,0,leg,3,,,,,
012501-2013001183738-0-6409943,0,activity,4,Eatout,548802.3833746663,4179248.8216400435,60600.0,
012501-2013001183738-0-6409943,0,leg,5,,,,,
012501-2013001183738-0-6409943,0,activity,6,Home,551890.9423548938,4181882.810956383,-Infinity,
012501-2013001183738-0-6409944,0,activity,0,Home,551890.9423548938,4181882.810956383,21660.0,
012501-2013001183738-0-6409944,0,leg,1,,,,,
012501-2013001183738-0-6409944,0,activity,2,Work,554111.2527616106,4178868.932002148,24780.0,
012501-2013001183738-0-6409944,0,leg,3,,,,,
012501-2013001183738-0-6409944,0,activity,4,Home,551890.9423548938,4181882.810956383,28920.0,
012501-2013001183738-0-6409944,0,leg,5,,,,,
012501-2013001183738-0-6409944,0,activity,6,Work,553515.4045365262,4179094.249265044,57300.0,
012501-2013001183738-0-6409944,0,leg,7,,,,,
012501-2013001183738-0-6409944,0,activity,8,Home,551890.9423548938,4181882.810956383,-Infinity,
012501-2013001183738-0-6409945,0,activity,0,Home,551890.9423548938,4181882.810956383,59100.0,
012501-2013001183738-0-6409945,0,leg,1,,,,,
012501-2013001183738-0-6409945,0,activity,2,Shopping,552469.9710052402,4182982.4568559993,60660.0,
012501-2013001183738-0-6409945,0,leg,3,,,,,
012501-2013001183738-0-6409945,0,activity,4,Home,551890.9423548938,4181882.810956383,-Infinity,
012501-2015001394702-0-5773910,0,activity,0,Home,551923.0169200855,4181933.297524479,27480.0,
012501-2015001394702-0-5773910,0,leg,1,,,,,
012501-2015001394702-0-5773910,0,activity,2,Work,550726.7165651475,4182626.063963511,59400.0,
012501-2015001394702-0-5773910,0,leg,3,,,,,
012501-2015001394702-0-5773910,0,activity,4,Home,551923.0169200855,4181933.297524479,63420.0,
012501-2015001394702-0-5773910,0,leg,5,,,,,
012501-2015001394702-0-5773910,0,activity,6,Other,547057.1121205824,4181990.6069771415,66240.0,
012501-2015001394702-0-5773910,0,leg,7,,,,,
012501-2015001394702-0-5773910,0,activity,8,Home,551923.0169200855,4181933.297524479,66720.0,
012501-2015001394702-0-5773910,0,leg,9,,,,,
012501-2015001394702-0-5773910,0,activity,10,Other,548651.7967277418,4181111.195936317,76980.0,
012501-2015001394702-0-5773910,0,leg,11,,,,,
012501-2015001394702-0-5773910,0,activity,12,Home,551923.0169200855,4181933.297524479,-Infinity,
012501-2015001394702-0-5773911,0,activity,0,Home,551923.0169200855,4181933.297524479,54600.0,
012501-2015001394702-0-5773911,0,leg,1,,,,,
012501-2015001394702-0-5773911,0,activity,2,Eatout,551948.6495973492,4182430.4106256543,57240.0,
012501-2015001394702-0-5773911,0,leg,3,,,,,
012501-2015001394702-0-5773911,0,activity,4,Home,551923.0169200855,4181933.297524479,-Infinity,
012501-2015001394702-0-5773912,0,activity,0,Home,551923.0169200855,4181933.297524479,32220.0,
012501-2015001394702-0-5773912,0,leg,1,,,,,
012501-2015001394702-0-5773912,0,activity,2,Escort,547636.6035981982,4181958.045775923,38760.0,
012501-2015001394702-0-5773912,0,leg,3,,,,,
012501-2015001394702-0-5773912,0,activity,4,Home,551923.0169200855,4181933.297524479,55380.0,
012501-2015001394702-0-5773912,0,leg,5,,,,,
012501-2015001394702-0-5773912,0,activity,6,Shopping,552693.839284433,4182042.7960009454,57120.0,
012501-2015001394702-0-5773912,0,leg,7,,,,,
012501-2015001394702-0-5773912,0,activity,8,Home,551923.0169200855,4181933.297524479,-Infinity,
012501-2016000706115-0-5135687,0,activity,0,Home,551806.3477795317,4181807.828434531,39900.0,
012501-2016000706115-0-5135687,0,leg,1,,,,,
012501-2016000706115-0-5135687,0,activity,2,Escort,552823.6545132129,4183069.4879445443,42660.0,
012501-2016000706115-0-5135687,0,leg,3,,,,,
012501-2016000706115-0-5135687,0,activity,4,Home,551806.3477795317,4181807.828434531,44340.0,
012501-2016000706115-0-5135687,0,leg,5,,,,,
012501-2016000706115-0-5135687,0,activity,6,Escort,552296.7049016561,4183499.9707366684,47340.0,
012501-2016000706115-0-5135687,0,leg,7,,,,,
012501-2016000706115-0-5135687,0,activity,8,Home,551806.3477795317,4181807.828434531,56100.0,
012501-2016000706115-0-5135687,0,leg,9,,,,,
012501-2016000706115-0-5135687,0,activity,10,Eatout,550450.5152246479,4182366.6547188573,73560.0,
012501-2016000706115-0-5135687,0,leg,11,,,,,
012501-2016000706115-0-5135687,0,activity,12,Home,551806.3477795317,4181807.828434531,-Infinity,
012501-2016000706115-0-5135688,0,activity,0,Home,551806.3477795317,4181807.828434531,34740.0,
012501-2016000706115-0-5135688,0,leg,1,,,,,
012501-2016000706115-0-5135688,0,activity,2,Shopping,549371.30946177,4180823.4597891113,41280.0,
012501-2016000706115-0-5135688,0,leg,3,,,,,
012501-2016000706115-0-5135688,0,activity,4,Home,551806.3477795317,4181807.828434531,-Infinity,
012501-2016000706115-0-5135689,0,activity,0,Home,551806.3477795317,4181807.828434531,34740.0,
012501-2016000706115-0-5135689,0,leg,1,,,,,
012501-2016000706115-0-5135689,0,activity,2,Shopping,549371.30946177,4180823.4597891113,41280.0,
012501-2016000706115-0-5135689,0,leg,3,,,,,
012501-2016000706115-0-5135689,0,activity,4,Home,551806.3477795317,4181807.828434531,-Infinity,
012501-2016000706115-0-5135690,0,activity,0,Home,551806.3477795317,4181807.828434531,40200.0,
012501-2016000706115-0-5135690,0,leg,1,,,,,
012501-2016000706115-0-5135690,0,activity,2,Shopping,552984.8061095631,4183067.7998510795,75660.0,
012501-2016000706115-0-5135690,0,leg,3,,,,,
012501-2016000706115-0-5135690,0,activity,4,Home,551806.3477795317,4181807.828434531,-Infinity,
012501-2016000706115-0-5135691,0,activity,0,Home,551806.3477795317,4181807.828434531,29040.0,
012501-2016000706115-0-5135691,0,leg,1,,,,,
012501-2016000706115-0-5135691,0,activity,2,Other,551625.272471593,4182095.7314652996,50280.0,
012501-2016000706115-0-5135691,0,leg,3,,,,,
012501-2016000706115-0-5135691,0,activity,4,Home,551806.3477795317,4181807.828434531,-Infinity,
012501-2016000706115-0-5135692,0,activity,0,Home,551806.3477795317,4181807.828434531,50580.0,
012501-2016000706115-0-5135692,0,leg,1,,,,,
012501-2016000706115-0-5135692,0,activity,2,Other,551405.0794366755,4182590.0289057204,60900.0,
012501-2016000706115-0-5135692,0,leg,3,,,,,
012501-2016000706115-0-5135692,0,activity,4,Home,551806.3477795317,4181807.828434531,-Infinity,
012602-2012000700963-0-4501053,0,activity,0,Home,549767.8277243641,4184391.2873235424,21120.0,
012602-2012000700963-0-4501053,0,leg,1,,,,,
012602-2012000700963-0-4501053,0,activity,2,Work,553545.1590753354,4181525.860040249,30600.0,
012602-2012000700963-0-4501053,0,leg,3,,,,,
012602-2012000700963-0-4501053,0,activity,4,Home,549767.8277243641,4184391.2873235424,34320.0,
012602-2012000700963-0-4501053,0,leg,5,,,,,
012602-2012000700963-0-4501053,0,activity,6,Work,553836.85480804,4181524.5995021593,58200.0,
012602-2012000700963-0-4501053,0,leg,7,,,,,
012602-2012000700963-0-4501053,0,activity,8,Home,549767.8277243641,4184391.2873235424,60780.0,
012602-2012000700963-0-4501053,0,leg,9,,,,,
012602-2012000700963-0-4501053,0,activity,10,Other,550439.5527741676,4176461.5075997496,66900.0,
012602-2012000700963-0-4501053,0,leg,11,,,,,
012602-2012000700963-0-4501053,0,activity,12,Home,549767.8277243641,4184391.2873235424,-Infinity,
012602-2012001015491-0-7432234,0,activity,0,Home,550251.1213202671,4184584.1722273463,43080.0,
012602-2012001015491-0-7432234,0,leg,1,,,,,
012602-2012001015491-0-7432234,0,activity,2,Shopping,552897.4872032466,4182944.76698534,49500.0,
012602-2012001015491-0-7432234,0,leg,3,,,,,
012602-2012001015491-0-7432234,0,activity,4,Home,550251.1213202671,4184584.1722273463,65400.0,
012602-2012001015491-0-7432234,0,leg,5,,,,,
012602-2012001015491-0-7432234,0,activity,6,Other,550527.3759891469,4182337.601389285,67920.0,
012602-2012001015491-0-7432234,0,leg,7,,,,,
012602-2012001015491-0-7432234,0,activity,8,Home,550251.1213202671,4184584.1722273463,-Infinity,
012602-2012001015491-0-7432235,0,activity,0,Home,550251.1213202671,4184584.1722273463,28560.0,
012602-2012001015491-0-7432235,0,leg,1,,,,,
012602-2012001015491-0-7432235,0,activity,2,School,548670.7710175745,4183603.933483351,53400.0,
012602-2012001015491-0-7432235,0,leg,3,,,,,
012602-2012001015491-0-7432235,0,activity,4,Home,550251.1213202671,4184584.1722273463,-Infinity,
012602-2012001015491-0-7432236,0,activity,0,Home,550251.1213202671,4184584.1722273463,33000.0,
012602-2012001015491-0-7432236,0,leg,1,,,,,
012602-2012001015491-0-7432236,0,activity,2,Shopping,552594.9930992837,4184312.3044391912,35940.0,
012602-2012001015491-0-7432236,0,leg,3,,,,,
012602-2012001015491-0-7432236,0,activity,4,Home,550251.1213202671,4184584.1722273463,50400.0,
012602-2012001015491-0-7432236,0,leg,5,,,,,
012602-2012001015491-0-7432236,0,activity,6,Shopping,550819.9250277104,4182492.5182289574,53400.0,
012602-2012001015491-0-7432236,0,leg,7,,,,,
012602-2012001015491-0-7432236,0,activity,8,Home,550251.1213202671,4184584.1722273463,-Infinity,
012602-2014001016459-0-306473,0,activity,0,Home,549416.0689105692,4184469.115124357,50220.0,
012602-2014001016459-0-306473,0,leg,1,,,,,
012602-2014001016459-0-306473,0,activity,2,Work,547033.4468159282,4182366.6907403893,78420.0,
012602-2014001016459-0-306473,0,leg,3,,,,,
012602-2014001016459-0-306473,0,activity,4,Home,549416.0689105692,4184469.115124357,-Infinity,
012602-2016000257342-0-5648020,0,activity,0,Home,549294.3851608464,4184448.8180387374,31920.0,
012602-2016000257342-0-5648020,0,leg,1,,,,,
012602-2016000257342-0-5648020,0,activity,2,Shopping,550404.1448891968,4178239.292475112,66960.0,
012602-2016000257342-0-5648020,0,leg,3,,,,,
012602-2016000257342-0-5648020,0,activity,4,Other,550891.7908163465,4180209.9429193065,71820.0,
012602-2016000257342-0-5648020,0,leg,5,,,,,
012602-2016000257342-0-5648020,0,activity,6,Home,549294.3851608464,4184448.8180387374,-Infinity,
012602-2016000257342-0-5648021,0,activity,0,Home,549294.3851608464,4184448.8180387374,31920.0,
012602-2016000257342-0-5648021,0,leg,1,,,,,
012602-2016000257342-0-5648021,0,activity,2,Shopping,550404.1448891968,4178239.292475112,66960.0,
012602-2016000257342-0-5648021,0,leg,3,,,,,
012602-2016000257342-0-5648021,0,activity,4,Other,550891.7908163465,4180209.9429193065,71820.0,
012602-2016000257342-0-5648021,0,leg,5,,,,,
012602-2016000257342-0-5648021,0,activity,6,Home,549294.3851608464,4184448.8180387374,-Infinity,
012700-2012000397830-0-939901,0,activity,0,Home,548603.4392422442,4184325.7485421104,30240.0,
012700-2012000397830-0-939901,0,leg,1,,,,,
012700-2012000397830-0-939901,0,activity,2,Other,551987.4150678896,4183887.255175567,76140.0,
012700-2012000397830-0-939901,0,leg,3,,,,,
012700-2012000397830-0-939901,0,activity,4,Home,548603.4392422442,4184325.7485421104,-Infinity,
012700-2012000397830-0-939902,0,activity,0,Home,548603.4392422442,4184325.7485421104,45540.0,
012700-2012000397830-0-939902,0,leg,1,,,,,
012700-2012000397830-0-939902,0,activity,2,Work,552308.22514959,4177812.4774656645,62040.0,
012700-2012000397830-0-939902,0,leg,3,,,,,
012700-2012000397830-0-939902,0,activity,4,Home,548603.4392422442,4184325.7485421104,-Infinity,
012700-2012000543919-0-6285237,0,activity,0,Home,548685.9023662733,4184144.5995216398,31860.0,
012700-2012000543919-0-6285237,0,leg,1,,,,,
012700-2012000543919-0-6285237,0,activity,2,Work,554517.2782117281,4176210.2484947005,73560.0,
012700-2012000543919-0-6285237,0,leg,3,,,,,
012700-2012000543919-0-6285237,0,activity,4,Home,548685.9023662733,4184144.5995216398,-Infinity,
012700-2012000543919-0-6285238,0,activity,0,Home,548685.9023662733,4184144.5995216398,29040.0,
012700-2012000543919-0-6285238,0,leg,1,,,,,
012700-2012000543919-0-6285238,0,activity,2,Shopping,550760.858528825,4183355.71239636,32100.0,
012700-2012000543919-0-6285238,0,leg,3,,,,,
012700-2012000543919-0-6285238,0,activity,4,Home,548685.9023662733,4184144.5995216398,35220.0,
012700-2012000543919-0-6285238,0,leg,5,,,,,
012700-2012000543919-0-6285238,0,activity,6,Work,548638.4217693838,4181690.830059666,77880.0,
012700-2012000543919-0-6285238,0,leg,7,,,,,
012700-2012000543919-0-6285238,0,activity,8,Home,548685.9023662733,4184144.5995216398,-Infinity,
012700-2012000543919-0-6285239,0,activity,0,Home,548685.9023662733,4184144.5995216398,59340.0,
012700-2012000543919-0-6285239,0,leg,1,,,,,
012700-2012000543919-0-6285239,0,activity,2,Other,549105.1402562544,4180395.9034646987,60540.0,
012700-2012000543919-0-6285239,0,leg,3,,,,,
012700-2012000543919-0-6285239,0,activity,4,Home,548685.9023662733,4184144.5995216398,-Infinity,
012700-2012000543919-0-6285240,0,activity,0,Home,548685.9023662733,4184144.5995216398,55260.0,
012700-2012000543919-0-6285240,0,leg,1,,,,,
012700-2012000543919-0-6285240,0,activity,2,Work,552800.8932104332,4183145.8115939805,65160.0,
012700-2012000543919-0-6285240,0,leg,3,,,,,
012700-2012000543919-0-6285240,0,activity,4,Home,548685.9023662733,4184144.5995216398,-Infinity,
012700-2012000543919-0-6285241,0,activity,0,Home,548685.9023662733,4184144.5995216398,59340.0,
012700-2012000543919-0-6285241,0,leg,1,,,,,
012700-2012000543919-0-6285241,0,activity,2,Other,549105.1402562544,4180395.9034646987,60540.0,
012700-2012000543919-0-6285241,0,leg,3,,,,,
012700-2012000543919-0-6285241,0,activity,4,Home,548685.9023662733,4184144.5995216398,-Infinity,
012700-2013001173617-0-180127,0,activity,0,Home,549058.3586402959,4183773.835635224,25320.0,
012700-2013001173617-0-180127,0,leg,1,,,,,
012700-2013001173617-0-180127,0,activity,2,Work,548905.9935402677,4181930.120879189,64380.0,
012700-2013001173617-0-180127,0,leg,3,,,,,
012700-2013001173617-0-180127,0,activity,4,Home,549058.3586402959,4183773.835635224,-Infinity,
012700-2013001173617-0-180128,0,activity,0,Home,549058.3586402959,4183773.835635224,30060.0,
012700-2013001173617-0-180128,0,leg,1,,,,,
012700-2013001173617-0-180128,0,activity,2,Work,548730.6795932748,4183875.8577485206,62160.0,
012700-2013001173617-0-180128,0,leg,3,,,,,
012700-2013001173617-0-180128,0,activity,4,Home,549058.3586402959,4183773.835635224,-Infinity,
012700-2014000464255-1-6157169,0,activity,0,Home,548806.3875112562,4184313.8074041763,46140.0,
012700-2014000464255-1-6157169,0,leg,1,,,,,
012700-2014000464255-1-6157169,0,activity,2,Shopping,552957.4460115118,4182958.1950157676,63240.0,
012700-2014000464255-1-6157169,0,leg,3,,,,,
012700-2014000464255-1-6157169,0,activity,4,Home,548806.3875112562,4184313.8074041763,-Infinity,
012700-2014000464255-1-6157170,0,activity,0,Home,548806.3875112562,4184313.8074041763,22800.0,
012700-2014000464255-1-6157170,0,leg,1,,,,,
012700-2014000464255-1-6157170,0,activity,2,Escort,553324.269320089,4181302.429839614,75360.0,
012700-2014000464255-1-6157170,0,leg,3,,,,,
012700-2014000464255-1-6157170,0,activity,4,Home,548806.3875112562,4184313.8074041763,-Infinity,
012700-2014000464255-1-6157171,0,activity,0,Home,548806.3875112562,4184313.8074041763,27000.0,
012700-2014000464255-1-6157171,0,leg,1,,,,,
012700-2014000464255-1-6157171,0,activity,2,Other,553031.2138890531,4181374.832731477,61560.0,
012700-2014000464255-1-6157171,0,leg,3,,,,,
012700-2014000464255-1-6157171,0,activity,4,Home,548806.3875112562,4184313.8074041763,-Infinity,
012700-2016000578949-0-5904105,0,activity,0,Home,549294.3851608464,4184448.8180387374,31920.0,
012700-2016000578949-0-5904105,0,leg,1,,,,,
012700-2016000578949-0-5904105,0,activity,2,Shopping,550404.1448891968,4178239.292475112,66960.0,
012700-2016000578949-0-5904105,0,leg,3,,,,,
012700-2016000578949-0-5904105,0,activity,4,Other,550891.7908163465,4180209.9429193065,71820.0,
012700-2016000578949-0-5904105,0,leg,5,,,,,
012700-2016000578949-0-5904105,0,activity,6,Home,549294.3851608464,4184448.8180387374,-Infinity,
012700-2016000578949-0-5904106,0,activity,0,Home,549294.3851608464,4184448.8180387374,31920.0,
012700-2016000578949-0-5904106,0,leg,1,,,,,
012700-2016000578949-0-5904106,0,activity,2,Shopping,550404.1448891968,4178239.292475112,66960.0,
012700-2016000578949-0-5904106,0,leg,3,,,,,
012700-2016000578949-0-5904106,0,activity,4,Other,550891.7908163465,4180209.9429193065,71820.0,
012700-2016000578949-0-5904106,0,leg,5,,,,,
012700-2016000578949-0-5904106,0,activity,6,Home,549294.3851608464,4184448.8180387374,-Infinity,
012800-2012000307582-0-1322049,0,activity,0,Home,548835.0036154892,4183312.2499833065,32460.0,
012800-2012000307582-0-1322049,0,leg,1,,,,,
012800-2012000307582-0-1322049,0,activity,2,Work,553070.5686552471,4182633.572326843,64020.0,
012800-2012000307582-0-1322049,0,leg,3,,,,,
012800-2012000307582-0-1322049,0,activity,4,Home,548835.0036154892,4183312.2499833065,-Infinity,
012800-2013000120600-0-3865880,0,activity,0,Home,549113.9341376673,4183348.100001089,25020.0,
012800-2013000120600-0-3865880,0,leg,1,,,,,
012800-2013000120600-0-3865880,0,activity,2,Work,546759.6690513367,4172603.546304545,63060.0,
012800-2013000120600-0-3865880,0,leg,3,,,,,
012800-2013000120600-0-3865880,0,activity,4,Home,549113.9341376673,4183348.100001089,67500.0,
012800-2013000120600-0-3865880,0,leg,5,,,,,
012800-2013000120600-0-3865880,0,activity,6,Other,548497.4605027519,4181884.6770304246,77760.0,
012800-2013000120600-0-3865880,0,leg,7,,,,,
012800-2013000120600-0-3865880,0,activity,8,Home,549113.9341376673,4183348.100001089,-Infinity,
012800-2013000769552-0-6156918,0,activity,0,Home,549026.1401361851,4183447.2797145518,30960.0,
012800-2013000769552-0-6156918,0,leg,1,,,,,
012800-2013000769552-0-6156918,0,activity,2,School,551267.2595415701,4184669.7292448026,73620.0,
012800-2013000769552-0-6156918,0,leg,3,,,,,
012800-2013000769552-0-6156918,0,activity,4,Home,549026.1401361851,4183447.2797145518,-Infinity,
012800-2013000769552-0-6156919,0,activity,0,Home,549026.1401361851,4183447.2797145518,69780.0,
012800-2013000769552-0-6156919,0,leg,1,,,,,
012800-2013000769552-0-6156919,0,activity,2,Other,550358.3389164503,4182160.881734416,72840.0,
012800-2013000769552-0-6156919,0,leg,3,,,,,
012800-2013000769552-0-6156919,0,activity,4,Home,549026.1401361851,4183447.2797145518,-Infinity,
012800-2014001355299-0-3994709,0,activity,0,Home,549417.7915481629,4183408.951642756,23520.0,
012800-2014001355299-0-3994709,0,leg,1,,,,,
012800-2014001355299-0-3994709,0,activity,2,Work,549281.9396188781,4182330.3352303626,76980.0,
012800-2014001355299-0-3994709,0,leg,3,,,,,
012800-2014001355299-0-3994709,0,activity,4,Home,549417.7915481629,4183408.951642756,-Infinity,
012901-2013000257129-0-1449249,0,activity,0,Home,550621.0137369847,4184195.8262005905,27120.0,
012901-2013000257129-0-1449249,0,leg,1,,,,,
012901-2013000257129-0-1449249,0,activity,2,Other,552408.4550926485,4180366.586567579,51540.0,
012901-2013000257129-0-1449249,0,leg,3,,,,,
012901-2013000257129-0-1449249,0,activity,4,Home,550621.0137369847,4184195.8262005905,-Infinity,
012901-2013000257129-0-1449250,0,activity,0,Home,550621.0137369847,4184195.8262005905,54780.0,
012901-2013000257129-0-1449250,0,leg,1,,,,,
012901-2013000257129-0-1449250,0,activity,2,Work,552976.3629304788,4182878.906756517,75720.0,
012901-2013000257129-0-1449250,0,leg,3,,,,,
012901-2013000257129-0-1449250,0,activity,4,Home,550621.0137369847,4184195.8262005905,-Infinity,
012901-2014001011378-0-5520642,0,activity,0,Home,550261.9354623388,4184077.672940272,28260.0,
012901-2014001011378-0-5520642,0,leg,1,,,,,
012901-2014001011378-0-5520642,0,activity,2,Work,548109.6672851124,4182086.888712234,67260.0,
012901-2014001011378-0-5520642,0,leg,3,,,,,
012901-2014001011378-0-5520642,0,activity,4,Home,550261.9354623388,4184077.672940272,-Infinity,
012901-2014001011378-0-5520643,0,activity,0,Home,550261.9354623388,4184077.672940272,44280.0,
012901-2014001011378-0-5520643,0,leg,1,,,,,
012901-2014001011378-0-5520643,0,activity,2,Eatout,549429.3068521924,4182260.901955331,50880.0,
012901-2014001011378-0-5520643,0,leg,3,,,,,
012901-2014001011378-0-5520643,0,activity,4,Home,550261.9354623388,4184077.672940272,-Infinity,
012901-2014001011378-0-5520644,0,activity,0,Home,550261.9354623388,4184077.672940272,30180.0,
012901-2014001011378-0-5520644,0,leg,1,,,,,
012901-2014001011378-0-5520644,0,activity,2,Work,552966.0689016648,4182894.801293539,69000.0,
012901-2014001011378-0-5520644,0,leg,3,,,,,
012901-2014001011378-0-5520644,0,activity,4,Home,550261.9354623388,4184077.672940272,-Infinity,
012901-2015000949151-0-1704089,0,activity,0,Home,550261.9354623388,4184077.672940272,30180.0,
012901-2015000949151-0-1704089,0,leg,1,,,,,
012901-2015000949151-0-1704089,0,activity,2,Work,552966.0689016648,4182894.801293539,69000.0,
012901-2015000949151-0-1704089,0,leg,3,,,,,
012901-2015000949151-0-1704089,0,activity,4,Home,550261.9354623388,4184077.672940272,-Infinity,
012901-2016001446789-0-5393596,0,activity,0,Home,550345.853057218,4183983.231296297,18060.0,
012901-2016001446789-0-5393596,0,leg,1,,,,,
012901-2016001446789-0-5393596,0,activity,2,Work,549232.6799168108,4183799.774739871,21240.0,
012901-2016001446789-0-5393596,0,leg,3,,,,,
012901-2016001446789-0-5393596,0,activity,4,Home,550345.853057218,4183983.231296297,28020.0,
012901-2016001446789-0-5393596,0,leg,5,,,,,
012901-2016001446789-0-5393596,0,activity,6,Work,549371.5301589916,4183719.9210219667,63660.0,
012901-2016001446789-0-5393596,0,leg,7,,,,,
012901-2016001446789-0-5393596,0,activity,8,Home,550345.853057218,4183983.231296297,-Infinity,
012901-2016001446789-0-5393597,0,activity,0,Home,550345.853057218,4183983.231296297,34740.0,
012901-2016001446789-0-5393597,0,leg,1,,,,,
012901-2016001446789-0-5393597,0,activity,2,Work,545679.6551257949,4182887.086503486,66720.0,
012901-2016001446789-0-5393597,0,leg,3,,,,,
012901-2016001446789-0-5393597,0,activity,4,Home,550345.853057218,4183983.231296297,-Infinity,
012902-2015000291319-0-5777015,0,activity,0,Home,549862.4796334156,4183799.3728166567,47220.0,
012902-2015000291319-0-5777015,0,leg,1,,,,,
012902-2015000291319-0-5777015,0,activity,2,Other,550604.5619559055,4179638.8118634447,49920.0,
012902-2015000291319-0-5777015,0,leg,3,,,,,
012902-2015000291319-0-5777015,0,activity,4,Home,549862.4796334156,4183799.3728166567,-Infinity,
012902-2015000291319-0-5777016,0,activity,0,Home,549862.4796334156,4183799.3728166567,27420.0,
012902-2015000291319-0-5777016,0,leg,1,,,,,
012902-2015000291319-0-5777016,0,activity,2,Work,553167.655288025,4177870.8272024607,65640.0,
012902-2015000291319-0-5777016,0,leg,3,,,,,
012902-2015000291319-0-5777016,0,activity,4,Home,549862.4796334156,4183799.3728166567,-Infinity,
012902-2015000521193-2-3231485,0,activity,0,Home,549906.7544443307,4183911.9205413666,30840.0,
012902-2015000521193-2-3231485,0,leg,1,,,,,
