route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_type,drt_max_travel_time,drt_avg_travel_time,drt_advance_book_min,drt_pickup_message,drt_drop_off_message,continuous_pickup_message,continuous_drop_off_message
1348,c_676_b_219_d_31,t_501120_b_219_tn_0,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_31,t_501118_b_219_tn_0,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_31,t_75379_b_219_tn_3,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_31,t_75379_b_219_tn_2,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_31,t_501115_b_219_tn_0,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_31,t_501122_b_219_tn_0,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_31,t_501123_b_219_tn_0,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_31,t_501121_b_219_tn_0,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_31,t_75375_b_219_tn_1,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_9,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_8,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_7,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_6,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_5,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_4,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_3,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_2,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_11,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_10,,(loop),,,p_3340,,,,,,,,,,
1348,c_676_b_219_d_32,t_72463_b_219_tn_1,,(loop),,,p_3340,,,,,,,,,,
1349,c_676_b_219_d_31,t_75356_b_219_tn_4,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75354_b_219_tn_1,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75354_b_219_tn_2,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75354_b_219_tn_3,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75355_b_219_tn_1,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75355_b_219_tn_2,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75355_b_219_tn_3,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75355_b_219_tn_4,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75356_b_219_tn_1,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75356_b_219_tn_2,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75356_b_219_tn_3,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75356_b_219_tn_5,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75357_b_219_tn_1,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75357_b_219_tn_2,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75357_b_219_tn_3,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75357_b_219_tn_4,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75358_b_219_tn_1,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75358_b_219_tn_2,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75359_b_219_tn_1,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75359_b_219_tn_2,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_31,t_75359_b_219_tn_3,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_5,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_4,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_3,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_2,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_11,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_10,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_1,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_9,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_8,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_7,,(loop),,,p_3331,,,,,,,,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_6,,(loop),,,p_3331,,,,,,,,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_9,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75325_b_219_tn_3,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75325_b_219_tn_2,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75325_b_219_tn_1,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75324_b_219_tn_3,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75324_b_219_tn_2,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75324_b_219_tn_1,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75325_b_219_tn_5,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_1,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_10,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_2,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_3,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_4,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_5,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_6,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_7,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_8,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75325_b_219_tn_4,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75327_b_219_tn_1,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75327_b_219_tn_2,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75327_b_219_tn_3,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75328_b_219_tn_1,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75328_b_219_tn_2,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_31,t_75328_b_219_tn_3,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_14,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_16,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_17,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_18,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_19,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_2,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_9,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_20,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_21,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_22,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_3,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_4,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_5,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_6,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_7,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_8,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_13,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_15,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_1,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_10,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_11,,(loop),,,p_3342,,,,,,,,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_12,,(loop),,,p_3342,,,,,,,,,,
1351,c_676_b_219_d_31,t_29292_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501367_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501368_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501369_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501370_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501371_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501372_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501373_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501374_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501375_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501376_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_75372_b_219_tn_1,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_501377_b_219_tn_0,,(loop),,,p_3332,,,,,,,,,,
1351,c_676_b_219_d_31,t_75372_b_219_tn_2,,(loop),,,p_3332,,,,,,,,,,
