stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,position,direction,wheelchair_boarding
767536,,,12th/Western NE corner,,43.5440212,-96.75097964,,,0,,America/Chicago,,,0
767537,,,12th/Elmwood NE corner,,43.54400663,-96.75568843,,,0,,America/Chicago,,,0
767538,,,12th/Williams NE corner,,43.5439832,-96.75933668,,,0,,America/Chicago,,,0
767539,,,10th/Kawanis NW corner,,43.54597094,-96.76188295,,,0,,America/Chicago,,,0
767540,,,11th at entrance to Rehab Center for the Blind,,43.546001,-96.763719,,,0,,America/Chicago,,,0
767541,,,12th (mid-block)/Westport NW corner,,43.54406841,-96.76693527,,,0,,America/Chicago,,,0
767542,,,12th/Lyon Blvd NW corner,,43.54407839,-96.77465687,,,0,,America/Chicago,,,0
767543,,,12th/Petro NE corner,,43.54403304,-96.78290611,,,0,,America/Chicago,,,0
767544,,,12th (north side) east of Marion,,43.54402148,-96.7881524,,,0,,America/Chicago,,,0
767545,,,9th (mid-block) /Marion NW corner,,43.54757018,-96.79217205,,,0,,America/Chicago,,,0
767546,,,9th/Holbrook NE corner,,43.54754243,-96.79638841,,,0,,America/Chicago,,,0
767547,,,Holbrook/Thrush Place SE corner,,43.54885765,-96.79668924,,,0,,America/Chicago,,,0
767548,,,Holbrook/Wren Place SE corner,,43.55034152,-96.79647371,,,0,,America/Chicago,,,0
767549,,,Holbrook/5th SE corner,,43.55239463,-96.79636722,,,0,,America/Chicago,,,0
767550,,,5th/Valley View NE corner,,43.55280329,-96.79911785,,,0,,America/Chicago,,,0
767551,,,Valley View/West Grove Place NW corner,,43.55015164,-96.79955993,,,0,,America/Chicago,,,0
767552,,,Valley View/9th NW corner,,43.54768555,-96.80083252,,,0,,America/Chicago,,,0
767553,,,Valley View/12th NW corner,,43.54459202,-96.80091539,,,0,,America/Chicago,,,0
767554,,,Valley View (mid-block)/12th SW corner,,43.54319521,-96.80085661,,,0,,America/Chicago,,,0
767555,,,Christopher/Silver Place NW corner,,43.53852423,-96.7991563,,,0,,America/Chicago,,,0
767556,,,Christopher/Dardenella NW corner,,43.53743225,-96.79932786,,,0,,America/Chicago,,,0
767557,,,Dardenella/Marion SW corner,,43.53719502,-96.7914873,,,0,,America/Chicago,,,0
767558,,,Marion (west side) north of entrance to Dunham Park,,43.53530872,-96.79106355,,,0,,America/Chicago,,,0
767559,,,26th/Edna SW corner,,43.52925055,-96.78872676,,,0,,America/Chicago,,,0
767560,,,26th/Lorraine (mid-block) SE corner,,43.52835957,-96.78476958,,,0,,America/Chicago,,,0
767561,,,"26th/Shirley (mid-block, across from existing shelter)",,43.52453608,-96.77592629,,,0,,America/Chicago,,,0
767562,,,Shirley/34th NW corner,,43.52061271,-96.77483384,,,0,,America/Chicago,,,0
767563,,,Shirley/38th NW corner,,43.51801445,-96.77447444,,,0,,America/Chicago,,,0
767564,,,Shirley/West Shirley Place NW corner,,43.51602985,-96.77455355,,,0,,America/Chicago,,,0
767565,,,41st/Terry  NE corner,,43.51490931,-96.78602489,,,0,,America/Chicago,,,0
767566,,,41st/Marion NE corner,,43.51493482,-96.7907337,,,0,,America/Chicago,,,0
767567,,,Marion/37th SE corner,,43.51776423,-96.79083094,,,0,,America/Chicago,,,0
767568,,,Marion/34th SE corner,,43.52030339,-96.79081948,,,0,,America/Chicago,,,0
767569,,,Marion/26th SE corner (south of driveway into Hy-Vee-driveway nearest to front of Hy-Vee),,43.52795569,-96.79079022,,,0,,America/Chicago,,,0
767570,,,Marion/24th SE corner,,43.53091534,-96.79081561,,,0,,America/Chicago,,,0
767571,,,Marion/18th SE corner,,43.53713982,-96.79082683,,,0,,America/Chicago,,,0
767572,,,Marion/12th SE corner,,43.54332225,-96.79074789,,,0,,America/Chicago,,,0
767573,,,12th/Ebenezer SW corner,,43.54376623,-96.7865935,,,0,,America/Chicago,,,0
767574,,,12th/Pine Crest Place SW corner,,43.54375905,-96.78343605,,,0,,America/Chicago,,,0
767575,,,12th/Lyons SE corner,,43.54381195,-96.77388403,,,0,,America/Chicago,,,0
767576,,,Westport/12th (north side),,43.54422158,-96.76574238,,,0,,America/Chicago,,,0
767577,,,12th/Williams SW corner,,43.54382915,-96.75989118,,,0,,America/Chicago,,,0
767578,,,12th/Elmwood SW corner,,43.5438391,-96.7563615,,,0,,America/Chicago,,,0
767579,,,57th/Broadband NE corner (entrance to Good Sams),,43.50039488,-96.78219243,,,0,,America/Chicago,,,0
767580,,,57th/Marion NE corner,,43.50036217,-96.79038026,,,0,,America/Chicago,,,0
767581,,,Marion/55th SW corner,,43.50302485,-96.79079423,,,0,,America/Chicago,,,0
767582,,,Marion/St. James SE corner,,43.50632986,-96.79081984,,,0,,America/Chicago,,,0
767583,,,49th/Meadowstone Ct. NE corner,,43.50803239,-96.79230417,,,0,,America/Chicago,,,0
767584,,,49th/Drexel NE corner,,43.50803158,-96.79565034,,,0,,America/Chicago,,,0
767585,,,49th/Holbrook NE corner,,43.50802919,-96.80004565,,,0,,America/Chicago,,,0
767586,,,Essex/Mesa Pass (4200 W) NE corner,,43.50940868,-96.80490042,,,0,,America/Chicago,,,0
767587,,,Essex/Sertoma NE corner,,43.50841859,-96.81066269,,,0,,America/Chicago,,,0
767588,,,Sertoma/46th SE corner,,43.51194184,-96.81075632,,,0,,America/Chicago,,,0
767589,,,Sertoma/41st SE corner,,43.51453183,-96.81073709,,,0,,America/Chicago,,,0
767590,,,41st/Kuehn Park SW corner,,43.51473809,-96.80554256,,,0,,America/Chicago,,,0
767591,,,41st/Holbrook SW corner,,43.51473581,-96.80130917,,,0,,America/Chicago,,,0
767592,,,41st/Fairhall SW corner,,43.51473402,-96.79740925,,,0,,America/Chicago,,,0
767593,,,41st/Cambridge SW corner,,43.51473422,-96.7954726,,,0,,America/Chicago,,,0
767594,,,Marion (mid-block)/41st SW corner,,43.51330698,-96.79101317,,,0,,America/Chicago,,,0
767595,,,Marion/46th SW corner,,43.51036889,-96.79099564,,,0,,America/Chicago,,,0
767596,,,Cathy (mid-block)/45th SE corner,,43.51041733,-96.78916275,,,0,,America/Chicago,,,0
767597,,,45th/Downing SW corner,,43.51114319,-96.78755081,,,0,,America/Chicago,,,0
767598,,,Terry/Gateway SE corner,,43.51195366,-96.7858963,,,0,,America/Chicago,,,0
767599,,,Terry/41st SE corner,,43.51439405,-96.78621348,,,0,,America/Chicago,,,0
767600,,,41st/Gateway SW corner,,43.51473209,-96.7847349,,,0,,America/Chicago,,,0
767601,,,Shirley/ShirleyPlace/SE corner,,43.51566145,-96.77440145,,,0,,America/Chicago,,,0
767602,,,Shirley/38th NE corner,,43.51785955,-96.77427536,,,0,,America/Chicago,,,0
767603,,,34th/Louise SW corner (approximately 100 ft west of intersection),,43.52054731,-96.77264943,,,0,,America/Chicago,,,0
767604,,,Louise at Wal-Mart entrance driveway NW corner,,43.51786439,-96.77120148,,,0,,America/Chicago,,,0
767605,,,Western/10th SE corner,,43.54539051,-96.75114629,,,0,,America/Chicago,,,0
767606,,,Western/Sandy Creek Apts,,43.55017572,-96.75116092,,,0,,America/Chicago,,,0
767607,,,Western/across from Children's Inn,,43.55206229,-96.75116376,,,0,,America/Chicago,,,0
767608,,,Western/Legion  SE corner,,43.55504933,-96.75115652,,,0,,America/Chicago,,,0
767609,,,Madison/Lyndale NE corner,,43.55848122,-96.7534294,,,0,,America/Chicago,,,0
767610,,,Madison/Lincoln NE corner (Rosie's Cafe),,43.55846649,-96.7568328,,,0,,America/Chicago,,,0
767611,,,Madison/Kiwanis NE corner,,43.55845799,-96.76058267,,,0,,America/Chicago,,,0
767612,,,Kiwanis/Bailey SE corner,,43.56064427,-96.76113053,,,0,,America/Chicago,,,0
767613,,,Russell/Westport NE corner,,43.56797691,-96.7676734,,,0,,America/Chicago,,,0
767614,,,Ramkota Hotel,,43.57294007,-96.76844099,,,0,,America/Chicago,,,0
767615,,,Maple/Career NE corner,,43.57303985,-96.78011257,,,0,,America/Chicago,,,0
767616,,,Career/Innovation SE corner,,43.57619502,-96.78093058,,,0,,America/Chicago,,,0
767617,,,Career/Cayman NE corner,,43.58601687,-96.78097873,,,0,,America/Chicago,,,0
767618,,,University Center (parking lot west of Administration bldg.),,43.5997629,-96.78128644,,,0,,America/Chicago,,,0
767619,,,Career/Benson SW corner,,43.58728016,-96.78115633,,,0,,America/Chicago,,,0
767620,,,Career/Tickman SW corner,,43.58252303,-96.78111228,,,0,,America/Chicago,,,0
767621,,,Career/Pat NW corner,,43.57846593,-96.7811047,,,0,,America/Chicago,,,0
767622,,,Career/Northridge Apts (north side of driveway),,43.57511802,-96.78106035,,,0,,America/Chicago,,,0
767623,,,STI in front of George S. Mickelson Education Center,,43.57087585,-96.77968977,,,0,,America/Chicago,,,0
767624,,,Kiwanis/Brookings NW corner,,43.56036948,-96.7613233,,,0,,America/Chicago,,,0
767625,,,Madison/Garfield SW corner,,43.55834837,-96.75904209,,,0,,America/Chicago,,,0
767626,,,Madison/Elmwood,,43.55837766,-96.75513773,,,0,,America/Chicago,,,0
767627,,,Madison/Western SW corner (McCart Park),,43.55839446,-96.75148573,,,0,,America/Chicago,,,0
767628,,,Western/Children's Inn,,43.55207863,-96.75131259,,,0,,America/Chicago,,,0
767629,,,Western/Northwestern Apts,,43.54942298,-96.75130495,,,0,,America/Chicago,,,0
767630,,,Western/11th NW corner,,43.54511819,-96.7512765,,,0,,America/Chicago,,,0
767634,,,VA Medical Center entrance southbound,,43.53073202,-96.75486843,,,0,,America/Chicago,,,0
767636,,,57th/Technopolis Drive NE corner,,43.50041296,-96.77430061,,,0,,America/Chicago,,,0
767637,,,57th/Solberg NE corner,,43.50041004,-96.77897913,,,0,,America/Chicago,,,0
771289,,,9th/Phillips – NE Corner,,43.547366,-96.726483,,,0,,America/Chicago,,,0
771290,,,Cliff/Chambers,,43.56951,-96.711565,,,0,,America/Chicago,,,0
771291,,,Western/12th – SW Corner,,43.543527,-96.751303,,,0,,America/Chicago,,,0
771292,,,Kiwanis/Hotel,,43.56285,-96.761131,,,0,,America/Chicago,,,0
771293,,,Career/Tickman – NE Corner,,43.582859,-96.780971,,,0,,America/Chicago,,,0
771294,,,Walmart,,43.602973,-96.787606,,,0,,America/Chicago,,,0
771295,,,University Center,,43.600455,-96.781056,,,0,,America/Chicago,,,0
785280,,,Russell and Louise SW Corner,,43.5666778701758,-96.7671650047546,,,0,,America/Chicago,,,0
