,PID,Activity_ID,Activity_Type,Start_time,End_time
10112,10405-2012000746898-014550,10405-2012000746898-014550_a-3,Home,17:54:45,
10113,10405-2012000927308-018801,10405-2012000927308-018801_a-1,Home,,08:22:26
10114,10405-2012000927308-018801,10405-2012000927308-018801_a-2,Work,08:48:17,18:22:56
10115,10405-2012000927308-018801,10405-2012000927308-018801_a-3,Home,18:43:24,
10116,10405-2012000965843-119740,10405-2012000965843-119740_a-1,Home,,08:23:34
10117,10405-2012000965843-119740,10405-2012000965843-119740_a-2,Work,08:39:17,18:36:28
10118,10405-2012000965843-119740,10405-2012000965843-119740_a-3,Home,18:56:08,
10119,10405-2012000965843-119802,10405-2012000965843-119802_a-1,Home,,17:59:53
10120,10405-2012000965843-119802,10405-2012000965843-119802_a-2,Secondary,18:29:28,20:27:47
10121,10405-2012000965843-119802,10405-2012000965843-119802_a-3,Home,22:37:14,
10122,10405-2012000965843-119864,10405-2012000965843-119864_a-1,Home,,17:59:53
10123,10405-2012000965843-119864,10405-2012000965843-119864_a-2,Secondary,18:29:28,20:27:47
10124,10405-2012000965843-119864,10405-2012000965843-119864_a-3,Home,22:37:14,
10125,10405-2012000965843-119926,10405-2012000965843-119926_a-1,Home,,18:06:43
10126,10405-2012000965843-119926,10405-2012000965843-119926_a-2,Secondary,18:29:28,20:56:26
10127,10405-2012000965843-119926,10405-2012000965843-119926_a-3,Home,22:46:12,
10128,10405-2012000965843-119988,10405-2012000965843-119988_a-1,Home,,12:21:09
10129,10405-2012000965843-119988,10405-2012000965843-119988_a-2,Secondary,12:35:59,14:34:33
10130,10405-2012000965843-119988,10405-2012000965843-119988_a-3,Home,14:51:39,
10131,10405-2012000974778-020153,10405-2012000974778-020153_a-1,Home,,08:42:19
10132,10405-2012000974778-020153,10405-2012000974778-020153_a-2,Work,09:02:07,19:22:33
10133,10405-2012000974778-020153,10405-2012000974778-020153_a-3,Home,19:30:31,
10134,10405-2012000976037-020189,10405-2012000976037-020189_a-1,Home,,08:15:08
10135,10405-2012000976037-020189,10405-2012000976037-020189_a-2,Work,08:38:53,18:14:27
10136,10405-2012000976037-020189,10405-2012000976037-020189_a-3,Home,18:35:01,
10137,10405-2012001046758-020949,10405-2012001046758-020949_a-1,Home,,08:41:08
10138,10405-2012001046758-020949,10405-2012001046758-020949_a-2,Work,08:56:51,19:30:36
10139,10405-2012001046758-020949,10405-2012001046758-020949_a-3,Home,19:50:16,
10140,10405-2012001046758-020983,10405-2012001046758-020983_a-1,Home,,09:28:30
10141,10405-2012001046758-020983,10405-2012001046758-020983_a-2,Work,09:43:07,21:55:35
10142,10405-2012001046758-020983,10405-2012001046758-020983_a-3,Home,22:08:36,
10143,10405-2012001067422-021658,10405-2012001067422-021658_a-1,Home,,08:06:01
10144,10405-2012001067422-021658,10405-2012001067422-021658_a-2,Work,08:30:52,17:57:26
10145,10405-2012001067422-021658,10405-2012001067422-021658_a-3,Home,18:14:49,
10146,10405-2012001067422-021695,10405-2012001067422-021695_a-1,Home,,09:31:12
10147,10405-2012001067422-021695,10405-2012001067422-021695_a-2,Work,09:49:08,20:22:00
10148,10405-2012001067422-021695,10405-2012001067422-021695_a-3,Home,20:38:10,
10149,10405-2012001067422-021732,10405-2012001067422-021732_a-1,Home,,12:12:43
10150,10405-2012001067422-021732,10405-2012001067422-021732_a-2,Secondary,12:25:10,14:02:06
10151,10405-2012001067422-021732,10405-2012001067422-021732_a-3,Home,14:19:08,
10152,10405-2012001067422-021769,10405-2012001067422-021769_a-1,Home,,12:12:43
10153,10405-2012001067422-021769,10405-2012001067422-021769_a-2,Secondary,12:25:10,14:02:06
10154,10405-2012001067422-021769,10405-2012001067422-021769_a-3,Home,14:19:08,
10155,10405-2012001067422-021806,10405-2012001067422-021806_a-1,Home,,11:50:08
10156,10405-2012001067422-021806,10405-2012001067422-021806_a-2,Secondary,12:01:04,18:06:38
10157,10405-2012001067422-021806,10405-2012001067422-021806_a-3,Home,18:21:47,
10158,10405-2012001067422-021843,10405-2012001067422-021843_a-1,Home,,12:12:43
10159,10405-2012001067422-021843,10405-2012001067422-021843_a-2,Secondary,12:25:10,14:02:06
10160,10405-2012001067422-021843,10405-2012001067422-021843_a-3,Home,14:19:08,
10161,10405-2012001067422-021880,10405-2012001067422-021880_a-1,Home,,12:12:43
10162,10405-2012001067422-021880,10405-2012001067422-021880_a-2,Secondary,12:25:10,14:02:06
10163,10405-2012001067422-021880,10405-2012001067422-021880_a-3,Home,14:19:08,
10164,10405-2012001075277-021920,10405-2012001075277-021920_a-1,Home,,08:06:21
10165,10405-2012001075277-021920,10405-2012001075277-021920_a-2,Work,08:26:18,17:47:23
10166,10405-2012001075277-021920,10405-2012001075277-021920_a-3,Home,18:07:33,
10167,10405-2012001097565-122025,10405-2012001097565-122025_a-1,Home,,08:08:16
10168,10405-2012001097565-122025,10405-2012001097565-122025_a-2,Work,08:25:23,17:45:44
10169,10405-2012001097565-122025,10405-2012001097565-122025_a-3,Home,17:54:54,
10170,10405-2012001097565-122098,10405-2012001097565-122098_a-1,Home,,10:47:18
10171,10405-2012001097565-122098,10405-2012001097565-122098_a-2,Secondary,10:56:29,13:11:43
10172,10405-2012001097565-122098,10405-2012001097565-122098_a-3,Home,13:20:44,
10173,10405-2012001097565-122171,10405-2012001097565-122171_a-1,Home,,08:02:33
10174,10405-2012001097565-122171,10405-2012001097565-122171_a-2,Work,08:14:49,17:18:10
10175,10405-2012001097565-122171,10405-2012001097565-122171_a-3,Home,17:27:34,
10176,10405-2012001118760-122655,10405-2012001118760-122655_a-1,Home,,12:38:06
10177,10405-2012001118760-122655,10405-2012001118760-122655_a-2,Secondary,12:57:42,15:22:25
10178,10405-2012001118760-122655,10405-2012001118760-122655_a-3,Home,15:31:58,
10179,10405-2012001118760-122722,10405-2012001118760-122722_a-1,Home,,08:22:26
10180,10405-2012001118760-122722,10405-2012001118760-122722_a-2,Work,09:04:06,18:22:56
10181,10405-2012001118760-122722,10405-2012001118760-122722_a-3,Home,18:41:07,
10182,10405-2012001118760-122789,10405-2012001118760-122789_a-1,Home,,11:31:36
10183,10405-2012001118760-122789,10405-2012001118760-122789_a-2,Secondary,12:00:23,17:09:03
10184,10405-2012001118760-122789,10405-2012001118760-122789_a-3,Home,17:37:21,
10185,10405-2012001127044-022915,10405-2012001127044-022915_a-1,Home,,08:50:16
10186,10405-2012001127044-022915,10405-2012001127044-022915_a-2,Work,09:10:20,20:02:43
10187,10405-2012001127044-022915,10405-2012001127044-022915_a-3,Home,20:20:26,
10188,10405-2012001127044-022946,10405-2012001127044-022946_a-1,Home,,08:26:58
10189,10405-2012001127044-022946,10405-2012001127044-022946_a-2,Work,09:03:06,17:59:18
10190,10405-2012001127044-022946,10405-2012001127044-022946_a-3,Home,18:14:53,
10191,10405-2012001127044-022977,10405-2012001127044-022977_a-1,Home,,15:04:33
10192,10405-2012001127044-022977,10405-2012001127044-022977_a-2,Secondary,16:22:19,16:48:46
10193,10405-2012001127044-022977,10405-2012001127044-022977_a-3,Home,18:04:35,
10194,10405-2012001127044-023008,10405-2012001127044-023008_a-1,Home,,09:54:33
10195,10405-2012001127044-023008,10405-2012001127044-023008_a-2,Work,10:08:32,21:31:16
10196,10405-2012001127044-023008,10405-2012001127044-023008_a-3,Home,21:46:00,
10197,10405-2012001127044-023039,10405-2012001127044-023039_a-1,Home,,08:02:06
10198,10405-2012001127044-023039,10405-2012001127044-023039_a-2,Work,08:27:26,18:25:15
10199,10405-2012001127044-023039,10405-2012001127044-023039_a-3,Home,18:44:34,
10200,10405-2012001134055-023177,10405-2012001134055-023177_a-1,Home,,12:10:56
10201,10405-2012001134055-023177,10405-2012001134055-023177_a-2,Secondary,12:33:26,16:11:17
10202,10405-2012001134055-023177,10405-2012001134055-023177_a-3,Home,16:33:25,
10203,10405-2012001134055-023321,10405-2012001134055-023321_a-1,Home,,09:33:30
10204,10405-2012001134055-023321,10405-2012001134055-023321_a-2,Work,09:52:35,21:05:48
10205,10405-2012001134055-023321,10405-2012001134055-023321_a-3,Home,21:25:04,
10206,10405-2012001145091-023361,10405-2012001145091-023361_a-1,Home,,10:58:12
10207,10405-2012001145091-023361,10405-2012001145091-023361_a-2,Secondary,11:30:46,14:08:37
10208,10405-2012001145091-023361,10405-2012001145091-023361_a-3,Home,14:36:32,
10209,10405-2012001307179-125373,10405-2012001307179-125373_a-1,Home,,08:01:49
10210,10405-2012001307179-125373,10405-2012001307179-125373_a-2,Work,08:26:59,17:08:35
10211,10405-2012001307179-125373,10405-2012001307179-125373_a-3,Home,17:24:54,
10212,10405-2012001307179-125444,10405-2012001307179-125444_a-1,Home,,08:07:45
10213,10405-2012001307179-125444,10405-2012001307179-125444_a-2,Work,08:31:43,17:08:37
10214,10405-2012001307179-125444,10405-2012001307179-125444_a-3,Home,17:24:50,
10215,10405-2012001377121-027173,10405-2012001377121-027173_a-1,Home,,08:32:21
10216,10405-2012001377121-027173,10405-2012001377121-027173_a-2,Work,08:49:30,19:03:32
10217,10405-2012001377121-027173,10405-2012001377121-027173_a-3,Home,19:23:12,
10218,10405-2012001377121-027206,10405-2012001377121-027206_a-1,Home,,09:10:56
10219,10405-2012001377121-027206,10405-2012001377121-027206_a-2,Work,09:27:47,21:01:27
10220,10405-2012001377121-027206,10405-2012001377121-027206_a-3,Home,21:15:41,
10221,10405-2012001377121-027239,10405-2012001377121-027239_a-1,Home,,09:02:35
10222,10405-2012001377121-027239,10405-2012001377121-027239_a-2,Work,09:30:49,19:36:33
10223,10405-2012001377121-027239,10405-2012001377121-027239_a-3,Home,20:12:54,
10224,10405-2012001377121-027272,10405-2012001377121-027272_a-1,Home,,08:41:27
10225,10405-2012001377121-027272,10405-2012001377121-027272_a-2,Work,08:41:27,19:56:02
10226,10405-2012001377121-027272,10405-2012001377121-027272_a-3,Home,19:56:02,
10227,10405-2012001378783-027309,10405-2012001378783-027309_a-1,Home,,08:01:31
10228,10405-2012001378783-027309,10405-2012001378783-027309_a-2,Work,08:13:57,17:26:47
10229,10405-2012001378783-027309,10405-2012001378783-027309_a-3,Home,17:38:11,
10230,10405-2012001398904-027785,10405-2012001398904-027785_a-1,Home,,09:12:42
10231,10405-2012001398904-027785,10405-2012001398904-027785_a-2,Work,09:24:06,19:01:39
10232,10405-2012001398904-027785,10405-2012001398904-027785_a-3,Home,19:09:25,
10233,10405-2012001398904-027818,10405-2012001398904-027818_a-1,Home,,09:37:50
10234,10405-2012001398904-027818,10405-2012001398904-027818_a-2,Secondary,09:52:01,11:40:02
10235,10405-2012001398904-027818,10405-2012001398904-027818_a-3,Home,11:50:42,
10236,10405-2012001398904-027851,10405-2012001398904-027851_a-1,Home,,18:18:00
10237,10405-2012001398904-027851,10405-2012001398904-027851_a-2,Secondary,18:34:13,20:49:33
10238,10405-2012001398904-027851,10405-2012001398904-027851_a-3,Home,22:05:17,
10239,10405-2012001398904-027884,10405-2012001398904-027884_a-1,Home,,14:10:35
10240,10405-2012001398904-027884,10405-2012001398904-027884_a-2,Secondary,14:30:46,17:46:11
10241,10405-2012001398904-027884,10405-2012001398904-027884_a-3,Home,19:02:24,
10242,10405-2012001462917-029061,10405-2012001462917-029061_a-1,Home,,09:36:59
10243,10405-2012001462917-029061,10405-2012001462917-029061_a-2,Work,09:50:48,20:37:08
10244,10405-2012001462917-029061,10405-2012001462917-029061_a-3,Home,20:51:14,
10245,10405-2012001462917-029082,10405-2012001462917-029082_a-1,Home,,08:15:08
10246,10405-2012001462917-029082,10405-2012001462917-029082_a-2,Work,08:36:09,18:14:27
10247,10405-2012001462917-029082,10405-2012001462917-029082_a-3,Home,18:33:57,
10248,10405-2012001462917-029103,10405-2012001462917-029103_a-1,Home,,15:04:33
10249,10405-2012001462917-029103,10405-2012001462917-029103_a-2,Secondary,16:22:19,16:48:46
10250,10405-2012001462917-029103,10405-2012001462917-029103_a-3,Home,18:04:35,
10251,10405-2012001462917-029124,10405-2012001462917-029124_a-1,Home,,15:04:33
10252,10405-2012001462917-029124,10405-2012001462917-029124_a-2,Secondary,16:21:35,16:43:45
10253,10405-2012001462917-029124,10405-2012001462917-029124_a-3,Home,17:38:29,
10254,10405-2012001464904-029167,10405-2012001464904-029167_a-1,Home,,12:20:32
10255,10405-2012001464904-029167,10405-2012001464904-029167_a-2,Secondary,12:36:18,14:28:17
10256,10405-2012001464904-029167,10405-2012001464904-029167_a-3,Home,14:41:48,
10257,10405-2012001464904-029210,10405-2012001464904-029210_a-1,Home,,11:22:49
10258,10405-2012001464904-029210,10405-2012001464904-029210_a-2,Secondary,11:32:17,16:41:59
10259,10405-2012001464904-029210,10405-2012001464904-029210_a-3,Home,16:52:40,
10260,10405-2012001464904-029253,10405-2012001464904-029253_a-1,Home,,12:12:43
10261,10405-2012001464904-029253,10405-2012001464904-029253_a-2,Secondary,12:25:10,14:02:06
10262,10405-2012001464904-029253,10405-2012001464904-029253_a-3,Home,14:19:08,
10263,10405-2012001464904-029296,10405-2012001464904-029296_a-1,Home,,12:57:52
10264,10405-2012001464904-029296,10405-2012001464904-029296_a-2,Secondary,13:27:06,14:57:23
10265,10405-2012001464904-029296,10405-2012001464904-029296_a-3,Home,16:10:48,
10266,10405-2013000066284-031047,10405-2013000066284-031047_a-1,Home,,08:08:28
10267,10405-2013000066284-031047,10405-2013000066284-031047_a-2,Work,08:29:17,17:22:43
10268,10405-2013000066284-031047,10405-2013000066284-031047_a-3,Home,17:33:02,
10269,10405-2013000066284-031086,10405-2013000066284-031086_a-1,Home,,09:17:27
10270,10405-2013000066284-031086,10405-2013000066284-031086_a-2,Work,09:45:15,21:10:49
10271,10405-2013000066284-031086,10405-2013000066284-031086_a-3,Home,21:17:34,
10272,10405-2013000149232-032807,10405-2013000149232-032807_a-1,Home,,09:07:50
10273,10405-2013000149232-032807,10405-2013000149232-032807_a-2,Work,09:28:35,20:56:51
10274,10405-2013000149232-032807,10405-2013000149232-032807_a-3,Home,21:16:09,
10275,10405-2013000198198-034467,10405-2013000198198-034467_a-1,Home,,08:10:53
10276,10405-2013000198198-034467,10405-2013000198198-034467_a-2,Work,08:36:24,18:52:19
10277,10405-2013000198198-034467,10405-2013000198198-034467_a-3,Home,19:20:48,
10278,10405-2013000198198-034510,10405-2013000198198-034510_a-1,Home,,08:23:55
10279,10405-2013000198198-034510,10405-2013000198198-034510_a-2,Work,08:46:58,18:41:31
10280,10405-2013000198198-034510,10405-2013000198198-034510_a-3,Home,18:59:48,
10281,10405-2013000226617-035185,10405-2013000226617-035185_a-1,Home,,09:45:46
10282,10405-2013000226617-035185,10405-2013000226617-035185_a-2,Work,10:01:35,21:04:12
10283,10405-2013000226617-035185,10405-2013000226617-035185_a-3,Home,21:19:08,
10284,10405-2013000226617-035233,10405-2013000226617-035233_a-1,Home,,08:15:08
10285,10405-2013000226617-035233,10405-2013000226617-035233_a-2,Work,08:35:52,18:14:27
10286,10405-2013000226617-035233,10405-2013000226617-035233_a-3,Home,18:34:50,
10287,10405-2013000226617-035281,10405-2013000226617-035281_a-1,Home,,15:12:31
10288,10405-2013000226617-035281,10405-2013000226617-035281_a-2,Secondary,16:07:06,17:14:55
10289,10405-2013000226617-035281,10405-2013000226617-035281_a-3,Home,18:09:21,
10290,10405-2013000226617-035329,10405-2013000226617-035329_a-1,Home,,15:04:33
10291,10405-2013000226617-035329,10405-2013000226617-035329_a-2,Secondary,16:21:35,16:43:45
10292,10405-2013000226617-035329,10405-2013000226617-035329_a-3,Home,17:38:29,
10293,10405-2013000226617-035377,10405-2013000226617-035377_a-1,Home,,15:04:33
10294,10405-2013000226617-035377,10405-2013000226617-035377_a-2,Secondary,16:22:19,16:48:46
10295,10405-2013000226617-035377,10405-2013000226617-035377_a-3,Home,18:04:35,
10296,10405-2013000377800-138798,10405-2013000377800-138798_a-1,Home,,08:02:33
10297,10405-2013000377800-138798,10405-2013000377800-138798_a-2,Work,08:14:10,17:18:10
10298,10405-2013000377800-138798,10405-2013000377800-138798_a-3,Home,17:27:34,
10299,10405-2013000377800-138918,10405-2013000377800-138918_a-1,Home,,08:08:16
10300,10405-2013000377800-138918,10405-2013000377800-138918_a-2,Work,08:22:21,17:45:44
10301,10405-2013000377800-138918,10405-2013000377800-138918_a-3,Home,17:54:51,
10302,10405-2013000377800-139038,10405-2013000377800-139038_a-1,Home,,11:58:42
10303,10405-2013000377800-139038,10405-2013000377800-139038_a-2,Secondary,12:27:19,16:22:49
10304,10405-2013000377800-139038,10405-2013000377800-139038_a-3,Home,17:59:26,
10305,10405-2013000377800-139158,10405-2013000377800-139158_a-1,Home,,10:58:19
10306,10405-2013000377800-139158,10405-2013000377800-139158_a-2,Secondary,12:27:19,13:40:18
10307,10405-2013000377800-139158,10405-2013000377800-139158_a-3,Home,15:45:17,
10308,10405-2013000377800-139278,10405-2013000377800-139278_a-1,Home,,14:58:54
10309,10405-2013000377800-139278,10405-2013000377800-139278_a-2,Secondary,15:05:21,17:49:03
10310,10405-2013000377800-139278,10405-2013000377800-139278_a-3,Home,17:57:07,
10311,10405-2013000416193-039887,10405-2013000416193-039887_a-1,Home,,09:45:46
10312,10405-2013000416193-039887,10405-2013000416193-039887_a-2,Work,09:59:26,21:04:12
10313,10405-2013000416193-039887,10405-2013000416193-039887_a-3,Home,21:18:15,
10314,10405-2013000416193-039925,10405-2013000416193-039925_a-1,Home,,08:02:06
10315,10405-2013000416193-039925,10405-2013000416193-039925_a-2,Work,08:27:24,18:25:15
10316,10405-2013000416193-039925,10405-2013000416193-039925_a-3,Home,18:44:29,
10317,10405-2013000416193-039963,10405-2013000416193-039963_a-1,Home,,08:06:21
10318,10405-2013000416193-039963,10405-2013000416193-039963_a-2,Work,08:25:56,17:47:23
10319,10405-2013000416193-039963,10405-2013000416193-039963_a-3,Home,18:05:12,
10320,10405-2013000608809-044775,10405-2013000608809-044775_a-1,Home,,09:16:37
10321,10405-2013000608809-044775,10405-2013000608809-044775_a-2,Work,09:36:12,21:23:55
10322,10405-2013000608809-044775,10405-2013000608809-044775_a-3,Home,21:41:23,
10323,10405-2013000608809-044819,10405-2013000608809-044819_a-1,Home,,15:04:33
10324,10405-2013000608809-044819,10405-2013000608809-044819_a-2,Secondary,15:27:19,16:48:46
10325,10405-2013000608809-044819,10405-2013000608809-044819_a-3,Home,19:27:39,
10326,10405-2013000608809-044863,10405-2013000608809-044863_a-1,Home,,15:04:33
10327,10405-2013000608809-044863,10405-2013000608809-044863_a-2,Secondary,15:27:19,16:48:46
10328,10405-2013000608809-044863,10405-2013000608809-044863_a-3,Home,18:04:35,
10329,10405-2013000608809-044907,10405-2013000608809-044907_a-1,Home,,15:04:33
10330,10405-2013000608809-044907,10405-2013000608809-044907_a-2,Secondary,16:21:35,16:43:45
10331,10405-2013000608809-044907,10405-2013000608809-044907_a-3,Home,17:38:29,
10332,10405-2013000619466-045113,10405-2013000619466-045113_a-1,Home,,09:01:54
10333,10405-2013000619466-045113,10405-2013000619466-045113_a-2,Work,09:22:38,18:22:51
10334,10405-2013000619466-045113,10405-2013000619466-045113_a-3,Home,18:52:07,
10335,10405-2013000619466-045147,10405-2013000619466-045147_a-1,Home,,15:17:49
10336,10405-2013000619466-045147,10405-2013000619466-045147_a-2,Secondary,15:32:43,17:03:39
10337,10405-2013000619466-045147,10405-2013000619466-045147_a-3,Home,17:18:15,
10338,10405-2013000668727-046243,10405-2013000668727-046243_a-1,Home,,07:38:54
10339,10405-2013000668727-046243,10405-2013000668727-046243_a-2,Work,07:54:01,17:59:22
10340,10405-2013000668727-046243,10405-2013000668727-046243_a-3,Home,18:32:11,
10341,10405-2013000668727-046368,10405-2013000668727-046368_a-1,Home,,15:35:10
10342,10405-2013000668727-046368,10405-2013000668727-046368_a-2,Secondary,15:44:57,18:19:43
10343,10405-2013000668727-046368,10405-2013000668727-046368_a-3,Home,18:30:24,
10344,10405-2013000668727-046493,10405-2013000668727-046493_a-1,Home,,12:03:41
10345,10405-2013000668727-046493,10405-2013000668727-046493_a-2,Secondary,12:39:01,14:43:59
10346,10405-2013000668727-046493,10405-2013000668727-046493_a-3,Home,16:41:58,
10347,10405-2013000668727-246245,10405-2013000668727-246245_a-1,Home,,08:23:34
10348,10405-2013000668727-246245,10405-2013000668727-246245_a-2,Work,08:39:17,18:36:28
10349,10405-2013000668727-246245,10405-2013000668727-246245_a-3,Home,18:56:08,
10350,10405-2013000668727-246370,10405-2013000668727-246370_a-1,Home,,08:59:01
10351,10405-2013000668727-246370,10405-2013000668727-246370_a-2,Work,08:59:01,20:50:10
10352,10405-2013000668727-246370,10405-2013000668727-246370_a-3,Home,20:50:10,
10353,10405-2013000668727-246495,10405-2013000668727-246495_a-1,Home,,12:21:09
10354,10405-2013000668727-246495,10405-2013000668727-246495_a-2,Secondary,12:35:59,14:34:33
10355,10405-2013000668727-246495,10405-2013000668727-246495_a-3,Home,14:51:39,
10356,10405-2013000669788-046520,10405-2013000669788-046520_a-1,Home,,09:17:27
10357,10405-2013000669788-046520,10405-2013000669788-046520_a-2,Work,09:31:48,21:10:49
10358,10405-2013000669788-046520,10405-2013000669788-046520_a-3,Home,21:18:04,
10359,10405-2013000744216-047564,10405-2013000744216-047564_a-1,Home,,08:01:49
10360,10405-2013000744216-047564,10405-2013000744216-047564_a-2,Work,08:26:58,17:08:35
10361,10405-2013000744216-047564,10405-2013000744216-047564_a-3,Home,17:24:54,
10362,10405-2013000744216-047598,10405-2013000744216-047598_a-1,Home,,08:43:18
10363,10405-2013000744216-047598,10405-2013000744216-047598_a-2,Work,09:05:30,19:14:34
10364,10405-2013000744216-047598,10405-2013000744216-047598_a-3,Home,19:32:21,
10365,10405-2013000795246-048270,10405-2013000795246-048270_a-1,Home,,08:07:45
10366,10405-2013000795246-048270,10405-2013000795246-048270_a-2,Work,08:30:41,17:08:37
10367,10405-2013000795246-048270,10405-2013000795246-048270_a-3,Home,17:24:50,
10368,10405-2013000795246-048293,10405-2013000795246-048293_a-1,Home,,12:07:36
10369,10405-2013000795246-048293,10405-2013000795246-048293_a-2,Secondary,12:32:27,14:50:33
10370,10405-2013000795246-048293,10405-2013000795246-048293_a-3,Home,15:13:34,
10371,10405-2013000854706-049161,10405-2013000854706-049161_a-1,Home,,08:06:21
10372,10405-2013000854706-049161,10405-2013000854706-049161_a-2,Work,08:29:09,17:47:23
10373,10405-2013000854706-049161,10405-2013000854706-049161_a-3,Home,18:05:12,
10374,10405-2013000854706-049203,10405-2013000854706-049203_a-1,Home,,07:53:19
10375,10405-2013000854706-049203,10405-2013000854706-049203_a-2,Work,08:11:07,17:58:11
10376,10405-2013000854706-049203,10405-2013000854706-049203_a-3,Home,18:14:50,
10377,10405-2013000854706-049245,10405-2013000854706-049245_a-1,Home,,15:15:46
10378,10405-2013000854706-049245,10405-2013000854706-049245_a-2,Secondary,15:29:27,17:37:53
10379,10405-2013000854706-049245,10405-2013000854706-049245_a-3,Home,17:52:32,
10380,10405-2013000980385-051227,10405-2013000980385-051227_a-1,Home,,09:05:33
10381,10405-2013000980385-051227,10405-2013000980385-051227_a-2,Work,09:05:33,20:28:05
10382,10405-2013000980385-051227,10405-2013000980385-051227_a-3,Home,20:28:05,
10383,10405-2013001005966-051638,10405-2013001005966-051638_a-1,Home,,08:49:55
10384,10405-2013001005966-051638,10405-2013001005966-051638_a-2,Work,09:05:39,19:57:40
10385,10405-2013001005966-051638,10405-2013001005966-051638_a-3,Home,20:17:44,
10386,10405-2013001005966-051671,10405-2013001005966-051671_a-1,Home,,09:02:09
10387,10405-2013001005966-051671,10405-2013001005966-051671_a-2,Work,09:17:23,20:34:23
10388,10405-2013001005966-051671,10405-2013001005966-051671_a-3,Home,20:47:24,
10389,10405-2013001018214-051829,10405-2013001018214-051829_a-1,Home,,09:25:24
10390,10405-2013001018214-051829,10405-2013001018214-051829_a-2,Work,09:44:32,21:50:59
10391,10405-2013001018214-051829,10405-2013001018214-051829_a-3,Home,22:08:28,
10392,10405-2013001018214-051846,10405-2013001018214-051846_a-1,Home,,07:53:19
10393,10405-2013001018214-051846,10405-2013001018214-051846_a-2,Work,08:10:45,17:58:11
10394,10405-2013001018214-051846,10405-2013001018214-051846_a-3,Home,18:14:50,
10395,10405-2013001049684-052637,10405-2013001049684-052637_a-1,Home,,08:41:29
10396,10405-2013001049684-052637,10405-2013001049684-052637_a-2,Work,09:01:38,19:35:39
10397,10405-2013001049684-052637,10405-2013001049684-052637_a-3,Home,19:53:07,
10398,10405-2013001099005-053601,10405-2013001099005-053601_a-1,Home,,08:40:26
10399,10405-2013001099005-053601,10405-2013001099005-053601_a-2,Work,08:52:44,18:09:25
10400,10405-2013001099005-053601,10405-2013001099005-053601_a-3,Home,18:22:08,
10401,10405-2013001099005-053677,10405-2013001099005-053677_a-1,Home,,10:49:25
10402,10405-2013001099005-053677,10405-2013001099005-053677_a-2,Secondary,11:09:33,13:41:33
10403,10405-2013001099005-053677,10405-2013001099005-053677_a-3,Home,14:01:56,
10404,10405-2013001099005-053753,10405-2013001099005-053753_a-1,Home,,10:54:51
10405,10405-2013001099005-053753,10405-2013001099005-053753_a-2,Secondary,11:50:47,14:31:02
10406,10405-2013001099005-053753,10405-2013001099005-053753_a-3,Home,14:57:01,
10407,10405-2013001099005-153602,10405-2013001099005-153602_a-1,Home,,08:09:29
10408,10405-2013001099005-153602,10405-2013001099005-153602_a-2,Work,08:50:37,17:34:16
10409,10405-2013001099005-153602,10405-2013001099005-153602_a-3,Home,18:13:40,
10410,10405-2013001099005-153678,10405-2013001099005-153678_a-1,Home,,08:22:26
10411,10405-2013001099005-153678,10405-2013001099005-153678_a-2,Work,09:03:23,18:22:56
10412,10405-2013001099005-153678,10405-2013001099005-153678_a-3,Home,18:43:24,
10413,10405-2013001099005-153754,10405-2013001099005-153754_a-1,Home,,12:12:43
10414,10405-2013001099005-153754,10405-2013001099005-153754_a-2,Secondary,12:25:10,14:02:06
10415,10405-2013001099005-153754,10405-2013001099005-153754_a-3,Home,14:19:08,
10416,10405-2013001135090-053905,10405-2013001135090-053905_a-1,Home,,08:01:49
10417,10405-2013001135090-053905,10405-2013001135090-053905_a-2,Work,08:29:04,17:08:35
10418,10405-2013001135090-053905,10405-2013001135090-053905_a-3,Home,17:26:16,
10419,10405-2013001135090-053944,10405-2013001135090-053944_a-1,Home,,12:07:36
10420,10405-2013001135090-053944,10405-2013001135090-053944_a-2,Secondary,12:31:58,14:50:33
10421,10405-2013001135090-053944,10405-2013001135090-053944_a-3,Home,15:13:34,
10422,10405-2013001154369-054214,10405-2013001154369-054214_a-1,Home,,10:56:05
10423,10405-2013001154369-054214,10405-2013001154369-054214_a-2,Secondary,11:04:58,13:38:47
10424,10405-2013001154369-054214,10405-2013001154369-054214_a-3,Home,13:47:47,
10425,10405-2013001154369-054254,10405-2013001154369-054254_a-1,Home,,08:11:20
10426,10405-2013001154369-054254,10405-2013001154369-054254_a-2,Work,08:29:21,17:45:14
10427,10405-2013001154369-054254,10405-2013001154369-054254_a-3,Home,17:54:45,
10428,10405-2013001154369-054294,10405-2013001154369-054294_a-1,Home,,08:17:03
10429,10405-2013001154369-054294,10405-2013001154369-054294_a-2,Work,08:38:36,18:12:48
10430,10405-2013001154369-054294,10405-2013001154369-054294_a-3,Home,18:22:14,
10431,10405-2013001154369-054334,10405-2013001154369-054334_a-1,Home,,10:58:42
10432,10405-2013001154369-054334,10405-2013001154369-054334_a-2,Secondary,12:07:37,13:38:47
10433,10405-2013001154369-054334,10405-2013001154369-054334_a-3,Home,14:17:11,
10434,10405-2013001198998-055488,10405-2013001198998-055488_a-1,Home,,08:32:42
10435,10405-2013001198998-055488,10405-2013001198998-055488_a-2,Work,09:06:33,19:08:35
10436,10405-2013001198998-055488,10405-2013001198998-055488_a-3,Home,19:27:16,
