Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	iterationEndsListeners	iteration
91	05:15:07	05:15:07	05:15:08	05:15:08	05:15:08	05:15:08			05:15:08	05:15:08	05:15:21	05:15:21	05:15:21	05:15:21	05:15:21	05:15:21	05:15:34	05:15:34		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:13	00:00:27
92	05:15:35	05:15:35	05:15:35	05:15:35	05:15:35	05:15:35			05:15:35	05:15:35	05:15:48	05:15:48	05:15:48	05:15:48	05:15:48	05:15:48	05:16:00	05:16:00		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:12	00:00:25
93	05:16:00	05:16:00	05:16:01	05:16:01	05:16:01	05:16:01			05:16:01	05:16:01	05:16:14	05:16:14	05:16:14	05:16:14	05:16:14	05:16:14	05:16:27	05:16:27		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:12	00:00:26
94	05:16:27	05:16:27	05:16:27	05:16:27	05:16:27	05:16:27			05:16:27	05:16:27	05:16:41	05:16:41	05:16:41	05:16:41	05:16:41	05:16:41	05:16:53	05:16:53		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:26
95	05:16:54	05:16:54	05:16:54	05:16:54	05:16:54	05:16:54			05:16:54	05:16:54	05:17:07	05:17:07	05:17:07	05:17:07	05:17:07	05:17:07	05:17:20	05:17:20		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:12	00:00:26
96	05:17:20	05:17:20	05:17:21	05:17:21	05:17:21	05:17:21			05:17:21	05:17:21	05:17:34	05:17:34	05:17:34	05:17:34	05:17:34	05:17:34	05:17:47	05:17:47		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:13	00:00:26
97	05:17:47	05:17:47	05:17:47	05:17:47	05:17:47	05:17:47			05:17:47	05:17:47	05:18:00	05:18:00	05:18:00	05:18:00	05:18:00	05:18:00	05:18:14	05:18:14		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:13	00:00:26
98	05:18:14	05:18:14	05:18:14	05:18:14	05:18:14	05:18:14			05:18:14	05:18:14	05:18:27	05:18:27	05:18:27	05:18:27	05:18:27	05:18:27	05:18:41	05:18:41		00:00:00	00:00:00		00:00:00	00:00:12	00:00:00	00:00:00	00:00:13	00:00:26
99	05:18:41	05:18:41	05:18:41	05:18:41	05:18:41	05:18:41			05:18:41	05:18:41	05:18:54	05:18:54	05:18:54	05:18:54	05:18:54	05:18:54	05:19:06	05:19:06		00:00:00	00:00:00		00:00:00	00:00:13	00:00:00	00:00:00	00:00:11	00:00:25
100	05:19:06	05:19:06	05:19:07	05:19:07	05:19:07	05:19:07	05:19:07	05:19:09	05:19:09	05:19:09	05:19:32	05:19:32	05:19:32	05:19:32	05:19:32	05:19:32	05:19:44	05:19:44		00:00:00	00:00:00	00:00:01	00:00:01	00:00:22	00:00:00	00:00:00	00:00:12	00:00:38
