Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	iterationEndsListeners	iteration
82	23:25:45	23:25:45	23:25:45	23:25:45	23:25:45	23:25:45	23:25:45	23:25:45	23:25:45	23:25:45	23:26:54	23:26:54	23:26:54	23:26:54	23:26:54	23:26:54	23:27:01	23:27:01		00:00:00	00:00:00	00:00:00	00:00:00	00:01:09	00:00:00	00:00:00	00:00:06	00:01:15
83	23:27:01	23:27:01	23:27:01	23:27:01	23:27:01	23:27:01	23:27:01	23:27:01	23:27:01	23:27:01	23:28:13	23:28:13	23:28:13	23:28:13	23:28:13	23:28:13	23:28:20	23:28:20		00:00:00	00:00:00	00:00:00	00:00:00	00:01:12	00:00:00	00:00:00	00:00:06	00:01:18
84	23:28:20	23:28:20	23:28:20	23:28:20	23:28:20	23:28:20	23:28:20	23:28:20	23:28:20	23:28:20	23:29:27	23:29:27	23:29:27	23:29:27	23:29:27	23:29:27	23:29:34	23:29:34		00:00:00	00:00:00	00:00:00	00:00:00	00:01:07	00:00:00	00:00:00	00:00:06	00:01:14
85	23:29:34	23:29:34	23:29:34	23:29:34	23:29:34	23:29:34	23:29:34	23:29:34	23:29:34	23:29:34	23:30:46	23:30:46	23:30:46	23:30:46	23:30:46	23:30:46	23:30:52	23:30:52		00:00:00	00:00:00	00:00:00	00:00:00	00:01:11	00:00:00	00:00:00	00:00:06	00:01:18
86	23:30:52	23:30:52	23:30:52	23:30:52	23:30:52	23:30:52	23:30:52	23:30:52	23:30:52	23:30:52	23:32:03	23:32:03	23:32:03	23:32:03	23:32:03	23:32:03	23:32:09	23:32:09		00:00:00	00:00:00	00:00:00	00:00:00	00:01:10	00:00:00	00:00:00	00:00:06	00:01:16
87	23:32:09	23:32:09	23:32:09	23:32:09	23:32:09	23:32:09	23:32:09	23:32:09	23:32:09	23:32:09	23:33:19	23:33:19	23:33:19	23:33:19	23:33:19	23:33:19	23:33:25	23:33:25		00:00:00	00:00:00	00:00:00	00:00:00	00:01:09	00:00:00	00:00:00	00:00:06	00:01:16
88	23:33:25	23:33:25	23:33:25	23:33:25	23:33:25	23:33:25	23:33:25	23:33:25	23:33:25	23:33:25	23:34:36	23:34:36	23:34:36	23:34:36	23:34:36	23:34:36	23:34:42	23:34:42		00:00:00	00:00:00	00:00:00	00:00:00	00:01:10	00:00:00	00:00:00	00:00:06	00:01:16
89	23:34:42	23:34:42	23:34:42	23:34:42	23:34:42	23:34:42	23:34:42	23:34:43	23:34:43	23:34:43	23:35:55	23:35:55	23:35:55	23:35:55	23:35:55	23:35:55	23:36:02	23:36:02		00:00:00	00:00:00	00:00:00	00:00:00	00:01:12	00:00:00	00:00:00	00:00:06	00:01:19
90	23:36:02	23:36:02	23:36:02	23:36:02	23:36:02	23:36:02	23:36:02	23:36:02	23:36:02	23:36:02	23:37:15	23:37:15	23:37:15	23:37:15	23:37:15	23:37:15	23:37:21	23:37:21		00:00:00	00:00:00	00:00:00	00:00:00	00:01:12	00:00:00	00:00:00	00:00:06	00:01:19
91	23:37:21	23:37:21	23:37:21	23:37:21	23:37:21	23:37:21	23:37:21	23:37:21	23:37:21	23:37:21	23:38:32	23:38:32	23:38:32	23:38:32	23:38:32	23:38:32	23:38:38	23:38:38		00:00:00	00:00:00	00:00:00	00:00:00	00:01:10	00:00:00	00:00:00	00:00:06	00:01:16
92	23:38:38	23:38:38	23:38:38	23:38:38	23:38:38	23:38:38	23:38:38	23:38:38	23:38:38	23:38:38	23:39:49	23:39:49	23:39:49	23:39:49	23:39:49	23:39:49	23:39:55	23:39:55		00:00:00	00:00:00	00:00:00	00:00:00	00:01:10	00:00:00	00:00:00	00:00:06	00:01:17
93	23:39:55	23:39:55	23:39:55	23:39:55	23:39:55	23:39:55	23:39:55	23:39:55	23:39:55	23:39:55	23:41:09	23:41:09	23:41:09	23:41:09	23:41:09	23:41:09	23:41:15	23:41:15		00:00:00	00:00:00	00:00:00	00:00:00	00:01:13	00:00:00	00:00:00	00:00:06	00:01:20
94	23:41:16	23:41:16	23:41:16	23:41:16	23:41:16	23:41:16	23:41:16	23:41:16	23:41:16	23:41:16	23:42:29	23:42:29	23:42:29	23:42:29	23:42:29	23:42:29	23:42:36	23:42:36		00:00:00	00:00:00	00:00:00	00:00:00	00:01:13	00:00:00	00:00:00	00:00:06	00:01:20
95	23:42:36	23:42:36	23:42:36	23:42:36	23:42:36	23:42:36	23:42:36	23:42:36	23:42:36	23:42:36	23:43:47	23:43:47	23:43:47	23:43:47	23:43:47	23:43:47	23:43:53	23:43:53		00:00:00	00:00:00	00:00:00	00:00:00	00:01:10	00:00:00	00:00:00	00:00:06	00:01:16
96	23:43:53	23:43:53	23:43:53	23:43:53	23:43:53	23:43:53	23:43:53	23:43:53	23:43:53	23:43:53	23:45:05	23:45:05	23:45:05	23:45:05	23:45:05	23:45:05	23:45:11	23:45:11		00:00:00	00:00:00	00:00:00	00:00:00	00:01:11	00:00:00	00:00:00	00:00:06	00:01:18
97	23:45:11	23:45:11	23:45:11	23:45:11	23:45:11	23:45:11	23:45:11	23:45:11	23:45:11	23:45:11	23:46:23	23:46:23	23:46:23	23:46:23	23:46:23	23:46:23	23:46:29	23:46:29		00:00:00	00:00:00	00:00:00	00:00:00	00:01:11	00:00:00	00:00:00	00:00:06	00:01:18
98	23:46:30	23:46:30	23:46:30	23:46:30	23:46:30	23:46:30	23:46:30	23:46:30	23:46:30	23:46:30	23:47:42	23:47:42	23:47:42	23:47:42	23:47:42	23:47:42	23:47:49	23:47:49		00:00:00	00:00:00	00:00:00	00:00:00	00:01:12	00:00:00	00:00:00	00:00:06	00:01:19
99	23:47:49	23:47:49	23:47:49	23:47:49	23:47:49	23:47:49	23:47:49	23:47:49	23:47:49	23:47:49	23:49:01	23:49:01	23:49:01	23:49:01	23:49:02	23:49:02	23:49:08	23:49:08		00:00:00	00:00:00	00:00:00	00:00:00	00:01:12	00:00:00	00:00:00	00:00:06	00:01:18
100	23:49:08	23:49:08	23:49:08	23:49:08	23:49:08	23:49:08	23:49:08	23:49:08	23:49:08	23:49:08	23:50:21	23:50:21	23:50:21	23:50:21	23:50:21	23:50:21	23:50:27	23:50:27		00:00:00	00:00:00	00:00:00	00:00:00	00:01:12	00:00:00	00:00:00	00:00:06	00:01:19
