Iteration,agencyRevenue_217,agentHoursOnCrowdedTransit,averageMTWaitingTimeInSec,averageOnDemandRideWaitTimeInSec,averageTripExpenditure,averageTripExpenditure_Home,averageTripExpenditure_Secondary,averageTripExpenditure_Work,averageVehicleDelayPerMotorizedLeg_home,averageVehicleDelayPerMotorizedLeg_secondary,averageVehicleDelayPerMotorizedLeg_work,averageVehicleDelayPerPassengerTrip,busCrowding,fuelConsumedInMJ_Diesel,fuelConsumedInMJ_Food,fuelConsumedInMJ_Gasoline,motorizedVehicleMilesTraveled_total,numberOfVehicles_BODY-TYPE-DEFAULT,numberOfVehicles_BUS-DEFAULT,numberOfVehicles_CAR-TYPE-DEFAULT,personTravelTime_car,personTravelTime_drive_transit,personTravelTime_onDemandRide,personTravelTime_others,personTravelTime_walk,personTravelTime_walk_transit,tollRevenue,totalCost_bike,totalCost_car,totalCost_drive_transit,totalCost_onDemandRide,totalCost_onDemandRide_transit,totalCost_transit,totalCost_walk,totalCost_walk_transit,totalHoursOfVehicleTrafficDelay,totalIncentive_bike,totalIncentive_car,totalIncentive_drive_transit,totalIncentive_onDemandRide,totalIncentive_onDemandRide_transit,totalIncentive_transit,totalIncentive_walk,totalIncentive_walk_transit,totalToll_bike,totalToll_car,totalToll_drive_transit,totalToll_onDemandRide,totalToll_onDemandRide_transit,totalToll_transit,totalToll_walk,totalToll_walk_transit,vehicleHoursTraveled_BODY-TYPE-DEFAULT,vehicleHoursTraveled_BUS-DEFAULT,vehicleHoursTraveled_BUS-SMALL-HD,vehicleHoursTraveled_BUS-STD-ART,vehicleHoursTraveled_BUS-STD-HD,vehicleHoursTraveled_CAR-TYPE-DEFAULT,vehicleMilesTraveled_BODY-TYPE-DEFAULT,vehicleMilesTraveled_BUS-DEFAULT,vehicleMilesTraveled_BUS-SMALL-HD,vehicleMilesTraveled_BUS-STD-ART,vehicleMilesTraveled_BUS-STD-HD,vehicleMilesTraveled_CAR-TYPE-DEFAULT
31,249.0,10.341944444444444,358.44117647058823,3.2693181818181816,0.34954465628173903,1.4744775513249788,1.4867614826991873,0.6810497415813713,769.5130303174915,550.069625572001,624.0490895003743,484.71764533877155,96.45336787564767,146953.95255800037,52.46880698133752,25238.238102076823,8844.213000181131,996.0,255.0,808.0,30345.55,3916.7666666666664,1056.45,5012.116666666667,2099.6,6882.166666666667,0.0,0.0,0.45713849343511953,1.1944444444444444,4.847436090202964,0.0,0.0,0.0,1.198051948051948,180.5573228886924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.93027777777777,157.43333333333334,0.0,0.0,0.0,557.6741666666667,615.1434931473896,4554.7163143493635,0.0,0.0,0.0,4289.496685831802
32,246.0,9.948055555555555,346.15384615384613,2.627325581395348,0.3650601770175654,1.4809277284629416,1.59411413053608,0.7110857101786764,740.0919253448453,557.1785232789056,636.4478004446974,479.44778649147366,94.9946949602122,146953.95255800034,51.00624993333745,25385.582278160018,8869.255649847462,996.0,255.0,805.0,30119.0,3912.6833333333334,1052.8333333333333,4415.05,2477.2833333333333,6180.85,0.0,0.0,0.4891203716923796,1.1508620689655173,5.153296547302315,0.0,0.0,0.0,1.2111486486486487,176.86296123907695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.5738888888889,157.43333333333334,0.0,0.0,0.0,551.9208333333333,597.9964966137338,4554.716314349363,0.0,0.0,0.0,4314.53933549813
33,234.0,9.93,344.43689320388347,2.405158730158731,0.35175357501350163,1.4629120726593452,1.5719432284891475,0.601473762100245,719.5140611516209,548.6451341510934,660.1586419068825,465.1322574715576,92.85194805194806,146953.9525580004,52.359737274337476,25268.88391205321,8849.421569012147,996.0,255.0,809.0,30066.3,4140.166666666667,1036.6,4404.366666666667,2529.5333333333333,6412.6,0.0,0.0,0.46990635884669163,1.2065217391304348,5.148434861678657,0.0,0.0,0.0,1.150763358778626,175.587427195513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.50666666666666,157.43333333333334,0.0,0.0,0.0,551.4211111111111,613.8647615653205,4554.716314349363,0.0,0.0,0.0,4294.705254662831
34,245.25,10.86,359.1192660550459,2.6827380952380944,0.33265587142560266,1.3783568846012397,1.4084617892918139,0.6345018571331332,656.0304959047996,499.24310098293313,571.6126495051782,419.84911481787,99.98976982097187,146953.95255800043,51.03445367133749,25595.850875079854,8904.99294838527,996.0,255.0,809.0,28503.2,3862.5833333333335,950.5,4413.8,2082.116666666667,7234.783333333334,0.0,0.0,0.502378440745926,1.1538461538461537,4.413898889260592,0.0,0.0,0.0,1.202922077922078,147.99681297329917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.48722222222221,157.43333333333334,0.0,0.0,0.0,525.9822222222223,598.3271568080717,4554.716314349363,0.0,0.0,0.0,4350.27663403594
35,233.25,10.326666666666666,332.6792452830189,2.655625,0.3263636180799551,1.4575764626855066,1.4560374089770582,0.6787418625611106,673.6382442689129,522.0480440590845,628.1437447794278,439.5690116518406,98.87234042553192,146953.95255800046,53.4805418423375,25423.45353302577,8875.69225693459,996.0,255.0,801.0,29665.2,4009.7,924.3,4885.166666666667,2435.633333333333,6469.733333333334,0.0,0.0,0.48883858880892633,1.15,4.797701869002944,0.0,0.0,0.0,1.1816546762589928,163.4952518338374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.3827777777778,157.43333333333334,0.0,0.0,0.0,543.3597222222222,627.0050572335688,4554.716314349363,0.0,0.0,0.0,4320.975942585273
36,255.0,8.792777777777777,309.4732142857143,2.971271929824562,0.3325742461562325,1.3717208272238566,1.4483148295426092,0.7041904220842532,725.7161881110497,503.72630023029166,648.5424389970974,457.89452873088885,79.135,146953.9525580004,52.54222448933745,25200.467419564928,8837.793486394115,996.0,255.0,804.0,29901.866666666665,3963.7333333333336,913.1833333333334,4515.4,2316.2,6706.033333333334,0.0,0.0,0.4899307545347162,1.1440677966101696,4.774550156273455,0.0,0.0,0.0,1.2254901960784315,171.58325534943586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.6313888888889,157.43333333333334,0.0,0.0,0.0,546.6977777777778,616.0042388919109,4554.716314349363,0.0,0.0,0.0,4283.077172044788
37,218.25,9.773055555555555,336.23,2.654583333333334,0.32446254834457494,1.4527003816789144,1.5003151062404512,0.652836025692048,679.3005158102238,517.2729080805357,616.6302138628722,435.02011035892826,100.810888252149,146953.9525580004,51.22286962533745,25385.210084772105,8869.19239177463,996.0,255.0,806.0,29514.583333333332,3813.616666666667,958.85,4169.5,2872.4166666666665,6055.033333333334,0.0,0.0,0.47940133764338577,1.1173469387755102,4.914180802746147,0.0,0.0,0.0,1.2293233082706767,161.68247435006833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.42555555555555,157.43333333333334,0.0,0.0,0.0,540.67,600.536142580313,4554.716314349363,0.0,0.0,0.0,4314.4760774253045
38,246.0,10.783888888888889,364.0353982300885,2.905238095238095,0.3220633003193137,1.3069387419201828,1.3924420014535812,0.5845560219071739,677.4522960993885,630.7849550540628,751.6700807577032,481.5695580825878,96.57213930348259,146953.95255800046,53.025955012337384,25381.432755483922,8868.550396030007,996.0,255.0,802.0,30444.816666666666,4076.8,848.4666666666667,4378.733333333334,2179.116666666667,7360.283333333334,0.0,0.0,0.48242431529352425,1.1383928571428572,4.86074813539126,0.0,0.0,0.0,1.2069536423841059,179.1171217423847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.6761111111111,157.43333333333334,0.0,0.0,0.0,554.7286111111111,621.6754881689537,4554.716314349363,0.0,0.0,0.0,4313.834081680694
39,243.75,10.66611111111111,336.39639639639637,2.9187500000000006,0.3319174974486901,1.4334224846518648,1.4655144186039388,0.5896481159196866,732.5379678746897,513.0092765171116,617.1690833208145,465.65033710972443,97.95408163265306,146953.9525580004,54.90910702233749,25186.37296224447,8835.397989223515,996.0,255.0,801.0,30121.55,3343.0666666666666,883.8666666666667,5268.683333333333,2510.7666666666664,6943.266666666666,0.0,0.0,0.4992087124778531,1.1938775510204083,5.1408926394801435,0.0,0.0,0.0,1.202922077922078,172.29062473059804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.93,157.43333333333334,0.0,0.0,0.0,546.4666666666667,643.753533625009,4554.716314349363,0.0,0.0,0.0,4280.681674874177
40,237.0,10.388333333333334,348.6448598130841,2.5891666666666673,0.34673014729088725,1.500956314613984,1.457547072056063,0.6142413782248998,804.9330195254236,567.5295380049262,672.0187536171487,492.314709344552,98.41578947368421,146953.95255800043,51.32182995333749,25564.718147063148,8899.701622853412,996.0,255.0,801.0,30303.6,3971.2,973.7833333333333,4334.266666666666,2348.9166666666665,6813.516666666666,0.0,0.0,0.5137189520751927,1.1116071428571428,5.050451884855439,0.0,0.0,0.0,1.2135416666666667,179.28460665297436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.92,157.43333333333334,0.0,0.0,0.0,556.7861111111112,601.696351957107,4554.716314349363,0.0,0.0,0.0,4344.985308504074
41,242.25,10.33,324.9913793103448,3.2117187500000015,0.30274123387694746,1.3008928648064135,1.3951583721734373,0.5896124452064211,860.6891156916898,491.91336823310786,570.7104606413794,502.9962575252547,96.34196891191709,146953.95255800046,53.438519732337426,25076.496029645063,8816.72328077799,996.0,255.0,797.0,31160.9,3703.25,774.05,4509.6,2745.883333333333,6932.35,0.0,0.0,0.48948187003425786,1.2259615384615385,4.8460024314205565,0.0,0.0,0.0,1.2060810810810811,189.46192366784592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.05694444444444,157.43333333333334,0.0,0.0,0.0,564.6752777777778,626.5123906565682,4554.716314349363,0.0,0.0,0.0,4262.00696642868
42,233.25,9.533055555555556,328.9537037037037,2.677350427350428,0.3287288835414764,1.3921974272206188,1.470473994969411,0.6102470295482789,682.1141693129564,643.7299966131691,801.7300306680785,478.79342417599173,91.51733333333334,146953.95255800034,52.21366365633742,25493.866823078548,8887.659715720685,996.0,255.0,799.0,30148.816666666666,4084.133333333333,924.3166666666667,4039.2333333333336,2744.2833333333333,6524.9,0.0,0.0,0.4970952435131555,1.131578947368421,4.798302057097986,0.0,0.0,0.0,1.18006993006993,174.62660165085478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.64333333333335,157.43333333333334,0.0,0.0,0.0,551.3288888888889,612.1521966948214,4554.716314349363,0.0,0.0,0.0,4332.943401371362
43,223.5,9.87111111111111,317.57522123893807,2.726960784313726,0.30032527175957735,1.312590765341594,1.3843642710226614,0.516594256409195,732.9933762701842,565.744092148123,669.5157895832075,469.92946602434,93.27034120734908,146953.9525580004,51.52835770333749,25218.647317543928,8840.883345987884,996.0,255.0,802.0,30092.9,3706.7166666666667,811.15,4201.333333333333,2534.5333333333333,6665.766666666666,0.0,0.0,0.46966656205535173,1.0923913043478262,4.792510505611967,0.0,0.0,0.0,1.1785714285714286,172.43800683837588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.47416666666666,157.43333333333334,0.0,0.0,0.0,548.0072222222223,604.1176801495329,4554.716314349363,0.0,0.0,0.0,4286.167031638565
44,237.0,10.085555555555555,324.3157894736842,2.8313725490196084,0.2956883977520175,1.2934285338295968,1.4163507163749645,0.5696113152783051,675.9769191288633,595.1883778621614,726.6611204026345,463.35334711900856,97.86522911051213,146953.95255800046,53.6875936563375,25183.155897267377,8834.851216128587,996.0,255.0,801.0,29755.616666666665,3448.233333333333,763.3,4465.983333333334,2887.55,7079.483333333334,0.0,0.0,0.49161284317461557,1.1517857142857142,4.523035291047992,0.0,0.0,0.0,1.1734693877551021,166.9359142259317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.26666666666668,157.43333333333334,0.0,0.0,0.0,539.8966666666666,629.4325295443415,4554.716314349363,0.0,0.0,0.0,4280.134901779265
45,231.75,9.120555555555555,359.58878504672896,2.9127450980392147,0.31919214976789645,1.3494224554852436,1.4723218631291344,0.5553943360127102,660.7508704105715,556.565243964204,658.2597993804677,444.69889464142125,86.63324538258576,146953.95255800037,52.08666341333744,25348.415102890664,8862.93870828858,996.0,255.0,802.0,30083.416666666668,3634.4166666666665,850.6166666666667,4897.65,2164.9333333333334,6616.166666666667,0.0,0.0,0.49562181791874155,1.15,5.081072264741818,0.0,0.0,0.0,1.170863309352518,167.87383272713652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.22972222222222,157.43333333333334,0.0,0.0,0.0,546.8186111111111,610.6632477820448,4554.716314349363,0.0,0.0,0.0,4308.222393939261
46,232.5,9.845555555555556,342.87719298245617,2.7436111111111123,0.2878430934459083,1.248001123190219,1.3666812010635565,0.5619564114393667,602.8541734856874,573.4792585791779,672.5336130877422,431.8096138110097,92.54308093994779,146953.95255800043,56.11839752833743,25039.50125211263,8810.435639977699,996.0,255.0,794.0,29276.283333333333,3445.416666666667,693.3,4925.75,2847.0333333333333,7101.933333333333,0.0,0.0,0.49447324398303455,1.1388888888888888,4.748145547329384,0.0,0.0,0.0,1.1793103448275861,156.051196546701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.31861111111112,157.43333333333334,0.0,0.0,0.0,527.6402777777778,657.931237081377,4554.716314349363,0.0,0.0,0.0,4255.719325628364
47,211.5,10.582222222222223,321.4957264957265,2.7918981481481495,0.2880844835907564,1.2843698062777245,1.3659682036717364,0.5760994170595131,645.1192450316145,495.3606653111111,604.1746659402255,410.02144419825095,105.23756906077348,146953.95255800037,58.952840019337465,24880.60890275552,8783.430260156221,996.0,255.0,790.0,28407.366666666665,3275.4,782.4666666666667,4828.866666666667,3285.15,7425.483333333334,0.0,0.0,0.4804050372070539,1.125,4.351371796258467,0.0,0.0,0.0,1.1725352112676057,145.2159281535472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.38666666666666,157.43333333333334,0.0,0.0,0.0,515.3063888888889,691.1621976339832,4554.716314349363,0.0,0.0,0.0,4228.713945806898
48,255.75,10.235555555555555,352.364406779661,2.731190476190476,0.3199728243074349,1.3277181050318703,1.42607072535759,0.6049369441741883,650.4898150117723,515.044029751719,584.0867561466285,423.5965281213162,95.95833333333333,146953.95255800043,54.878775228337425,25280.253819742255,8851.354001107986,996.0,255.0,793.0,29017.3,3537.0666666666666,813.3166666666666,4654.266666666666,2512.35,7357.883333333333,0.0,0.0,0.5006119550111895,1.228448275862069,4.764394511942136,0.0,0.0,0.0,1.1903225806451614,154.25973565751266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.08,157.43333333333334,0.0,0.0,0.0,529.2483333333333,643.397924134569,4554.716314349363,0.0,0.0,0.0,4296.637686758648
49,235.5,9.608333333333333,339.0990990990991,3.058809523809525,0.3039487113696339,1.2820860117336748,1.3917272126669518,0.600579476793437,585.4174317128635,542.0103065858436,639.3841557428013,409.16426887594145,92.48663101604278,146953.95255800043,55.327709396337504,25138.454218839477,8827.253708699898,996.0,255.0,801.0,28760.533333333333,3437.6833333333334,814.2333333333333,5349.8,2652.55,6669.833333333333,0.0,0.0,0.47089218300429675,1.171875,4.588420205092061,0.0,0.0,0.0,1.1792763157894737,147.86742050211106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0688888888889,157.43333333333334,0.0,0.0,0.0,522.8927777777777,648.6612214760739,4554.7163143493635,0.0,0.0,0.0,4272.537394350565
50,247.5,11.724444444444444,341.0964912280702,2.929310344827587,0.2853846920388284,1.290064204577898,1.3133578532906478,0.5679331984766851,575.0715768700268,490.2637708999379,601.7779079057574,392.0474854765264,110.78215223097114,146953.95255800034,56.69962913033748,24880.049545127556,8783.33519160659,996.0,255.0,799.0,28105.266666666666,3574.3333333333335,692.8,5628.85,2818.4166666666665,6644.916666666667,0.0,0.0,0.44704183617927684,1.2049180327868851,4.921844244628876,0.0,0.0,0.0,1.1917808219178083,143.53294051612826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.99444444444444,157.43333333333334,0.0,0.0,0.0,511.3330555555556,664.7455875221846,4554.716314349363,0.0,0.0,0.0,4228.618877257261
51,259.5,11.478055555555555,352.16129032258067,2.812202380952381,0.2766522238624586,1.168650959641609,1.2562290230791826,0.5464003962086792,622.325484972213,533.9269737732596,639.5240774207218,414.64828392089714,104.08312342569269,146953.9525580004,59.84358780533742,24485.936491478784,8716.351647405456,996.0,255.0,789.0,27877.9,3263.3166666666666,604.1333333333333,5572.016666666666,2558.383333333333,8148.383333333333,0.0,0.0,0.449599677760556,1.2222222222222223,4.36072218655739,0.0,0.0,0.0,1.1798780487804879,142.24739740064112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.71027777777778,157.43333333333334,0.0,0.0,0.0,506.18611111111113,701.6053110973445,4554.716314349363,0.0,0.0,0.0,4161.635333056138
52,237.75,8.546388888888888,354.1621621621622,3.559000000000001,0.26910444664794103,1.2112490335325852,1.2515782056076339,0.5731469083266229,618.3430996125605,578.5274392288838,696.4338909940541,432.43961114456323,82.70698924731182,146953.9525580004,60.18402265233749,24860.658713452845,8780.039521446588,996.0,255.0,794.0,29041.95,3327.3,608.5666666666666,5871.483333333334,3286.0833333333335,6704.1,0.0,0.0,0.47557047833688987,1.1911764705882353,4.826385233510798,0.0,0.0,0.0,1.1644736842105263,154.47703886997454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.7325,157.43333333333334,0.0,0.0,0.0,525.1386111111111,705.5965640535475,4554.716314349363,0.0,0.0,0.0,4225.323207097261
53,245.25,10.024444444444445,351.17241379310343,2.6097222222222234,0.2853868589715137,1.1894782058890419,1.2349762462486062,0.5988653176441473,680.7497043841104,537.5578753754935,633.3943412587498,438.68400616601855,91.13131313131314,146953.9525580004,57.120639771337494,24673.339251389985,8748.202663086646,996.0,255.0,792.0,28873.816666666666,3632.016666666667,674.35,5249.666666666667,2821.2,6802.933333333333,0.0,0.0,0.4571614342417436,1.2236842105263157,4.4869234808505265,0.0,0.0,0.0,1.1546052631578947,155.85467885731603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.87972222222223,157.43333333333334,0.0,0.0,0.0,522.1113888888889,669.6815098588428,4554.716314349363,0.0,0.0,0.0,4193.486348737318
54,239.25,9.658611111111112,342.53636363636366,3.1919270833333337,0.2966872920475297,1.2024079573184807,1.3001681793591189,0.6233910520100744,661.514109113299,683.3090337967865,812.972367932308,477.04330027860533,91.26246719160105,146953.95255800043,53.60223466533746,25414.593302055513,8874.186370064494,996.0,255.0,794.0,30274.016666666666,3767.266666666667,719.6833333333333,4301.933333333333,2529.55,6974.016666666666,0.0,0.0,0.4949380714808498,1.2172131147540983,4.4194233708163075,0.0,0.0,0.0,1.1702127659574468,169.74790768247038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.5561111111111,157.43333333333334,0.0,0.0,0.0,548.4977777777777,628.4317820351798,4554.716314349363,0.0,0.0,0.0,4319.470055715166
55,246.0,11.062777777777777,332.1,3.348177083333335,0.3075733660149036,1.421832024899695,1.3970060094382728,0.610049320104388,598.6989607847064,440.59917343522244,506.3097947623275,385.6442776810958,103.44415584415584,146953.95255800043,55.45886478633747,24833.598527797316,8775.440366140352,996.0,255.0,793.0,28186.666666666668,3134.5,802.5833333333334,4814.016666666666,2765.883333333333,7578.616666666667,0.0,0.0,0.4906323360384769,1.1745283018867925,5.107680090075548,0.0,0.0,0.0,1.1629746835443038,142.58125933153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.69861111111112,157.43333333333334,0.0,0.0,0.0,511.63444444444445,650.1988852689318,4554.716314349363,0.0,0.0,0.0,4220.724051791026
56,255.0,10.734444444444444,337.27272727272725,3.300574712643679,0.2936496254242252,1.269421353509298,1.3285088718161706,0.5972653387739701,609.4343855060924,506.1631189907827,581.3133848368267,410.3954417722092,99.5979381443299,146953.95255800037,57.328437878337496,24943.192286465783,8794.066946280174,996.0,255.0,795.0,28674.183333333334,3778.1666666666665,687.0833333333334,5156.85,2517.7,7408.8,0.0,0.0,0.5060927553767901,1.1973684210526316,4.606738844165515,0.0,0.0,0.0,1.2126623376623376,149.56633877920513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.22444444444446,157.43333333333334,0.0,0.0,0.0,519.7394444444444,672.117731697369,4554.716314349363,0.0,0.0,0.0,4239.350631930852
57,252.0,10.561388888888889,335.57851239669424,2.965476190476191,0.30380269505668517,1.3157576790279626,1.4230233729970836,0.6315430708847791,552.8105425785574,475.6144628715137,531.9808281173889,373.41209263024086,98.24547803617571,146953.95255800043,55.05525966333743,24890.030227944302,8785.031510727276,996.0,255.0,797.0,27644.35,3129.7166666666667,785.9166666666666,5398.683333333333,2405.3333333333335,7197.616666666667,0.0,0.0,0.49569643649860373,1.2,4.466217657233356,0.0,0.0,0.0,1.2151898734177216,132.97619520888023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.48444444444445,157.43333333333334,0.0,0.0,0.0,502.79083333333335,645.4670249599543,4554.716314349363,0.0,0.0,0.0,4230.3151963779455
58,259.5,11.842222222222222,312.3015873015873,3.3557471264367824,0.28933192606468455,1.2532845018089689,1.3598734608728813,0.5607173526441103,529.9575810465478,533.7508300101053,626.1301695377354,392.48199327665003,105.00492610837438,146953.95255800034,56.391673107337475,24820.848264643486,8773.273328515903,996.0,255.0,784.0,28025.966666666667,3376.6,674.2666666666667,5129.983333333334,2439.05,7864.466666666666,0.0,0.0,0.4852526200732909,1.196808510638298,4.6804999836637355,0.0,0.0,0.0,1.181686046511628,140.96644925186348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.96722222222223,157.43333333333334,0.0,0.0,0.0,508.41583333333335,661.1351158034088,4554.716314349363,0.0,0.0,0.0,4218.557014166577
59,245.25,10.060555555555556,349.1219512195122,3.029310344827588,0.2944249231249165,1.2610403228746911,1.3647852880995663,0.6094045657733106,568.9429191804555,495.4544930450431,597.4061804755415,391.1539406028079,90.7719298245614,146953.95255800037,53.29234700433746,25060.80892141322,8814.057096296398,996.0,255.0,791.0,28376.833333333332,3531.5333333333333,682.25,4442.05,2384.0833333333335,7445.916666666667,0.0,0.0,0.5078104192995219,1.1971153846153846,4.883805248187796,0.0,0.0,0.0,1.1656050955414012,141.6846495961282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.6461111111111,157.43333333333334,0.0,0.0,0.0,514.9313888888889,624.7986638219404,4554.716314349363,0.0,0.0,0.0,4259.340781947073
60,220.5,10.398055555555555,375.2049180327869,3.597395833333333,0.2799105029355505,1.3748153342908525,1.4099681042656362,0.5530184085366758,589.7663748759496,523.9043419030932,632.6139980405161,405.9086431601754,104.27019498607243,146953.95255800043,59.60259813033747,24790.883713636224,8768.180546614154,996.0,255.0,784.0,28667.8,2778.2833333333333,760.4,5948.75,2819.2166666666667,7439.633333333333,0.0,0.0,0.47704248371733193,1.2102272727272727,4.7349898135602855,0.0,0.0,0.0,1.1695804195804196,148.26940715434185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.7602777777778,157.43333333333334,0.0,0.0,0.0,517.2080555555556,698.7799518216004,4554.716314349363,0.0,0.0,0.0,4213.46423226484
61,221.25,9.055277777777778,336.3474576271187,2.6350000000000002,0.28987833404343516,1.299473475077567,1.4435275476859593,0.5457797385441523,681.6094790747816,529.2557716792561,607.9211573119312,429.7771488391869,88.82561307901908,146953.95255800037,54.539518836337486,24951.703071555636,8795.513441248992,996.0,255.0,792.0,28794.233333333334,3153.7,779.4,4368.75,2615.9333333333334,7466.4,0.0,0.0,0.4721384092455,1.1911764705882353,4.458814724859337,0.0,0.0,0.0,1.1715328467153285,150.54138463505964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.64055555555555,157.43333333333334,0.0,0.0,0.0,520.5055555555556,639.4204873668207,4554.716314349363,0.0,0.0,0.0,4240.797126899674
62,242.25,10.811944444444444,345.672131147541,2.814666666666667,0.2733768502699551,1.1502580454975986,1.2974003803430778,0.5269057715995519,558.6770418264476,511.3119990884698,606.4438262835487,386.48879551637475,100.83678756476684,146953.95255800037,57.82524694633749,24906.230017907514,8787.7848307125,996.0,255.0,785.0,28091.966666666667,3389.3,577.1,5217.333333333333,2538.8,7896.533333333333,0.0,0.0,0.476683831563305,1.1666666666666667,4.752293201635724,0.0,0.0,0.0,1.1792763157894737,138.49181839336762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0586111111111,157.43333333333334,0.0,0.0,0.0,508.4513888888889,677.9423136366062,4554.716314349363,0.0,0.0,0.0,4233.068516363186
63,245.25,11.328055555555556,373.59375,2.5528735632183905,0.2760018114554327,1.1606236231907066,1.2775648640526756,0.5388786744423429,705.0191501527917,520.1182380626441,648.0892581619435,448.7136537475441,104.03316326530613,146953.95255800034,59.83581583233751,24597.95038460398,8735.38955414777,996.0,255.0,787.0,29581.333333333332,3303.35,627.45,4973.883333333333,3039.116666666667,8085.75,0.0,0.0,0.46838016163223317,1.1826923076923077,4.327381810387825,0.0,0.0,0.0,1.1931818181818181,165.52548116020515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.01722222222222,157.43333333333334,0.0,0.0,0.0,531.3613888888889,701.5141926043791,4554.716314349363,0.0,0.0,0.0,4180.673239798441
