,PID,Household_ID,Household_num_vehicles,Household_income [$]
1336,300-2012000062467-0824,300-2012000062467-0,3,17519.0
1337,1106-2012000169809-13317,1106-2012000169809-1,3,6451.0
1338,1106-2012000169809-13279,1106-2012000169809-1,3,6451.0
1339,10102-2013001312736-057670,10102-2013001312736-0,3,6959.0
1340,10102-2013001312736-057698,10102-2013001312736-0,3,6959.0
1341,1002-2016000701041-1141727,1002-2016000701041-1,2,3386.0
1342,1803-2016000795335-1144093,1803-2016000795335-1,3,145310.0
1343,1803-2016000795335-1144148,1803-2016000795335-1,3,145310.0
1344,10102-2016001210684-4150890,10102-2016001210684-4,4,43514.0
1345,10102-2016001210684-4150686,10102-2016001210684-4,4,43514.0
1346,10102-2016001210684-4150788,10102-2016001210684-4,4,43514.0
1347,408-2013000615889-045034,408-2013000615889-0,3,26352.0
1348,408-2013000615889-044999,408-2013000615889-0,3,26352.0
1349,1803-2012001134055-523162,1803-2012001134055-5,3,79067.0
1350,1803-2012001134055-523306,1803-2012001134055-5,3,79067.0
1351,10405-2015000699624-0104492,10405-2015000699624-0,2,4117.0
1352,10401-2014000495145-072141,10401-2014000495145-0,4,6054.0
1353,10401-2014000495145-072102,10401-2014000495145-0,4,6054.0
1354,10401-2014000495145-072180,10401-2014000495145-0,4,6054.0
1355,10405-2016001438850-0155671,10405-2016001438850-0,3,34039.0
1356,10405-2016001438850-0155608,10405-2016001438850-0,3,34039.0
1357,900-2016001508783-0157630,900-2016001508783-0,2,20082.0
1358,700-2012000963809-419198,700-2012000963809-4,5,89057.0
1359,700-2012000963809-419570,700-2012000963809-4,5,89057.0
1360,700-2012000963809-419012,700-2012000963809-4,5,89057.0
1361,700-2012000963809-419384,700-2012000963809-4,5,89057.0
1362,900-2016001399217-0154264,900-2016001399217-0,3,59064.0
1363,900-2016001399217-0154221,900-2016001399217-0,3,59064.0
1364,10102-2013000079403-131197,10102-2013000079403-1,2,25529.0
1365,10102-2014000792890-076933,10102-2014000792890-0,3,37356.0
1366,10102-2014000792890-076919,10102-2014000792890-0,3,37356.0
1367,1500-2015000189392-094882,1500-2015000189392-0,4,89397.0
1368,1500-2015000189392-094800,1500-2015000189392-0,4,89397.0
1369,1500-2015000189392-094718,1500-2015000189392-0,4,89397.0
1370,10600-2016000976522-0147240,10600-2016000976522-0,3,6545.0
1371,10600-2016000976522-0147212,10600-2016000976522-0,3,6545.0
1372,201-2012000394283-07694,201-2012000394283-0,2,27660.0
1373,1105-2014000407457-070068,1105-2014000407457-0,3,117671.0
1374,1105-2014000407457-070050,1105-2014000407457-0,3,117671.0
1375,700-2014000054409-062498,700-2014000054409-0,3,89622.0
1376,700-2014000054409-062455,700-2014000054409-0,3,89622.0
1377,900-2012000037468-0341,900-2012000037468-0,2,34414.0
1378,1106-2015000242612-195915,1106-2015000242612-1,2,32843.0
1379,1801-2012001365754-326932,1801-2012001365754-3,3,34489.0
1380,1801-2012001365754-327021,1801-2012001365754-3,3,34489.0
1381,900-2016000772838-1143412,900-2016000772838-1,4,4247.0
1382,900-2016000772838-1143501,900-2016000772838-1,4,4247.0
1383,900-2016000772838-1143323,900-2016000772838-1,4,4247.0
1384,100-2012000903731-018336,100-2012000903731-0,3,145989.0
1385,100-2012000903731-018296,100-2012000903731-0,3,145989.0
1386,10104-2013001348757-058011,10104-2013001348757-0,4,108797.0
1387,10104-2013001348757-058051,10104-2013001348757-0,4,108797.0
1388,10104-2013001348757-058091,10104-2013001348757-0,4,108797.0
1389,600-2013000004371-029696,600-2013000004371-0,3,131879.0
1390,600-2013000004371-029730,600-2013000004371-0,3,131879.0
1391,10103-2015001143779-0116594,10103-2015001143779-0,2,18460.0
1392,1801-2014000721958-076173,1801-2014000721958-0,2,2188.0
1393,10102-2016001210775-0151162,10102-2016001210775-0,5,24587.0
1394,10102-2016001210775-0151104,10102-2016001210775-0,5,24587.0
1395,10102-2016001210775-0151046,10102-2016001210775-0,5,24587.0
1396,10102-2016001210775-0150988,10102-2016001210775-0,5,24587.0
1397,408-2012001009640-020563,408-2012001009640-0,3,87901.0
1398,408-2012001009640-020594,408-2012001009640-0,3,87901.0
1399,1901-2016000674755-0140895,1901-2016000674755-0,3,99026.0
1400,1901-2016000674755-0140957,1901-2016000674755-0,3,99026.0
1401,408-2015000336194-097623,408-2015000336194-0,3,116884.0
1402,408-2015000336194-097583,408-2015000336194-0,3,116884.0
1403,1600-2012000746898-014541,1600-2012000746898-0,2,9648.0
1404,300-2016000715950-0141952,300-2016000715950-0,5,26085.0
1405,300-2016000715950-0141826,300-2016000715950-0,5,26085.0
1406,300-2016000715950-0141868,300-2016000715950-0,5,26085.0
1407,300-2016000715950-0141910,300-2016000715950-0,5,26085.0
1408,1002-2015001376903-0122056,1002-2015001376903-0,3,10187.0
1409,1002-2015001376903-0122013,1002-2015001376903-0,3,10187.0
1410,202-2016000995092-0147662,202-2016000995092-0,3,108732.0
1411,202-2016000995092-0147696,202-2016000995092-0,3,108732.0
1412,1105-2015000762599-0105986,1105-2015000762599-0,4,54168.0
1413,1105-2015000762599-0105946,1105-2015000762599-0,4,54168.0
1414,1105-2015000762599-0106026,1105-2015000762599-0,4,54168.0
1415,1108-2013001154369-054322,1108-2013001154369-0,5,49077.0
1416,1108-2013001154369-054202,1108-2013001154369-0,5,49077.0
1417,1108-2013001154369-054282,1108-2013001154369-0,5,49077.0
1418,1108-2013001154369-054242,1108-2013001154369-0,5,49077.0
1419,1500-2015000838030-3110192,1500-2015000838030-3,2,35830.0
1420,10103-2014000596551-074755,10103-2014000596551-0,5,142602.0
1421,10103-2014000596551-074729,10103-2014000596551-0,5,142602.0
1422,10103-2014000596551-074807,10103-2014000596551-0,5,142602.0
1423,10103-2014000596551-074781,10103-2014000596551-0,5,142602.0
1424,10103-2014000596551-074833,10103-2014000596551-0,5,142602.0
1425,1500-2014001480009-091495,1500-2014001480009-0,3,88831.0
1426,1500-2014001480009-091481,1500-2014001480009-0,3,88831.0
1427,1901-2016000772838-0143365,1901-2016000772838-0,4,127422.0
1428,1901-2016000772838-0143543,1901-2016000772838-0,4,127422.0
1429,1901-2016000772838-0143454,1901-2016000772838-0,4,127422.0
1430,10102-2015001064743-1115352,10102-2015001064743-1,3,47865.0
1431,10102-2015001064743-1115314,10102-2015001064743-1,3,47865.0
1432,1002-2012001414670-028214,1002-2012001414670-0,3,45206.0
1433,1002-2012001414670-028285,1002-2012001414670-0,3,45206.0
1434,10104-2013001049684-152597,10104-2013001049684-1,2,17279.0
1435,1101-2015000867802-0111067,1101-2015000867802-0,2,16473.0
1436,10102-2012000818858-016291,10102-2012000818858-0,3,44042.0
1437,10102-2012000818858-016325,10102-2012000818858-0,3,44042.0
1438,1801-2014000113616-363874,1801-2014000113616-3,5,130725.0
1439,1801-2014000113616-363702,1801-2014000113616-3,5,130725.0
1440,1801-2014000113616-363616,1801-2014000113616-3,5,130725.0
1441,1801-2014000113616-363788,1801-2014000113616-3,5,130725.0
1442,1801-2014000113616-363530,1801-2014000113616-3,5,130725.0
1443,1801-2014000113616-363960,1801-2014000113616-3,5,130725.0
1444,405-2014001338541-189720,405-2014001338541-1,3,50279.0
1445,405-2014001338541-189646,405-2014001338541-1,3,50279.0
1446,10405-2015000045280-192018,10405-2015000045280-1,2,29543.0
1447,10600-2015000245924-095962,10600-2015000245924-0,3,1178.0
1448,10600-2015000245924-095944,10600-2015000245924-0,3,1178.0
1449,700-2013001072441-053186,700-2013001072441-0,3,84273.0
1450,700-2013001072441-053151,700-2013001072441-0,3,84273.0
1451,1804-2014001362578-090259,1804-2014001362578-0,3,31406.0
1452,1804-2014001362578-090219,1804-2014001362578-0,3,31406.0
1453,408-2012001365754-126889,408-2012001365754-1,3,29221.0
1454,408-2012001365754-126978,408-2012001365754-1,3,29221.0
1455,10102-2015000833379-1109813,10102-2015000833379-1,3,89276.0
1456,10102-2015000833379-1109769,10102-2015000833379-1,3,89276.0
1457,10405-2012000629682-012474,10405-2012000629682-0,3,19309.0
1458,10405-2012000629682-012433,10405-2012000629682-0,3,19309.0
1459,1001-2014000244635-066974,1001-2014000244635-0,2,7878.0
1460,1105-2013001007282-151736,1105-2013001007282-1,4,99058.0
1461,1105-2013001007282-151695,1105-2013001007282-1,4,99058.0
1462,1105-2013001007282-151777,1105-2013001007282-1,4,99058.0
1463,1002-2015001275570-0119948,1002-2015001275570-0,3,137960.0
1464,1002-2015001275570-0119899,1002-2015001275570-0,3,137960.0
1465,1902-2014000886715-079273,1902-2014000886715-0,3,5163.0
1466,1902-2014000886715-079316,1902-2014000886715-0,3,5163.0
1467,10401-2014000492697-072063,10401-2014000492697-0,5,70792.0
1468,10401-2014000492697-072020,10401-2014000492697-0,5,70792.0
1469,10401-2014000492697-071934,10401-2014000492697-0,5,70792.0
1470,10401-2014000492697-071977,10401-2014000492697-0,5,70792.0
1471,1106-2016001451342-0155929,1106-2016001451342-0,4,118746.0
1472,1106-2016001451342-0155980,1106-2016001451342-0,4,118746.0
1473,1106-2016001451342-0156031,1106-2016001451342-0,4,118746.0
1474,1200-2013001181429-054964,1200-2013001181429-0,2,17151.0
1475,10102-2014000376207-169445,10102-2014000376207-1,3,74561.0
1476,10102-2014000376207-169488,10102-2014000376207-1,3,74561.0
1477,1106-2014000585174-474282,1106-2014000585174-4,4,32067.0
1478,1106-2014000585174-474171,1106-2014000585174-4,4,32067.0
1479,1106-2014000585174-474393,1106-2014000585174-4,4,32067.0
1480,10405-2016000472704-0135822,10405-2016000472704-0,2,33004.0
1481,405-2013001034691-152254,405-2013001034691-1,5,60625.0
1482,405-2013001034691-152108,405-2013001034691-1,5,60625.0
1483,405-2013001034691-152400,405-2013001034691-1,5,60625.0
1484,405-2013001034691-152327,405-2013001034691-1,5,60625.0
1485,405-2013001034691-152181,405-2013001034691-1,5,60625.0
1486,10104-2013000871283-049249,10104-2013000871283-0,3,70015.0
1487,10104-2013000871283-049283,10104-2013000871283-0,3,70015.0
1488,1001-2014000661359-075692,1001-2014000661359-0,2,32502.0
1489,1500-2015001081827-0115721,1500-2015001081827-0,4,89178.0
1490,1500-2015001081827-0115667,1500-2015001081827-0,4,89178.0
1491,1500-2015001081827-0115694,1500-2015001081827-0,4,89178.0
1492,405-2012001348814-026368,405-2012001348814-0,3,148977.0
1493,405-2012001348814-026353,405-2012001348814-0,3,148977.0
1494,401-2015001024517-0114524,401-2015001024517-0,4,101904.0
1495,401-2015001024517-0114568,401-2015001024517-0,4,101904.0
1496,401-2015001024517-0114612,401-2015001024517-0,4,101904.0
1497,1105-2013000524855-042502,1105-2013000524855-0,2,21613.0
1498,1700-2016000715950-0141849,1700-2016000715950-0,5,83544.0
1499,1700-2016000715950-0141975,1700-2016000715950-0,5,83544.0
1500,1700-2016000715950-0141891,1700-2016000715950-0,5,83544.0
1501,1700-2016000715950-0141933,1700-2016000715950-0,5,83544.0
1502,1108-2013000479091-041494,1108-2013000479091-0,2,21280.0
1503,1106-2014000053367-762107,1106-2014000053367-7,5,7274.0
1504,1106-2014000053367-762343,1106-2014000053367-7,5,7274.0
1505,1106-2014000053367-761989,1106-2014000053367-7,5,7274.0
1506,1106-2014000053367-762225,1106-2014000053367-7,5,7274.0
1507,10104-2015001231997-1119084,10104-2015001231997-1,5,122354.0
1508,10104-2015001231997-1118955,10104-2015001231997-1,5,122354.0
1509,10104-2015001231997-1118998,10104-2015001231997-1,5,122354.0
1510,10104-2015001231997-1119041,10104-2015001231997-1,5,122354.0
1511,1600-2016000116811-0127999,1600-2016000116811-0,5,19497.0
1512,1600-2016000116811-0127491,1600-2016000116811-0,5,19497.0
1513,1600-2016000116811-0127618,1600-2016000116811-0,5,19497.0
1514,1600-2016000116811-0127872,1600-2016000116811-0,5,19497.0
1515,1600-2016000116811-0127745,1600-2016000116811-0,5,19497.0
1516,1801-2015001114301-1116398,1801-2015001114301-1,3,45942.0
1517,1801-2015001114301-1116439,1801-2015001114301-1,3,45942.0
1518,1001-2015000210255-095299,1001-2015000210255-0,4,74757.0
1519,1001-2015000210255-095423,1001-2015000210255-0,4,74757.0
1520,1001-2015000210255-095361,1001-2015000210255-0,4,74757.0
1521,201-2012000662519-013562,201-2012000662519-0,3,32955.0
1522,201-2012000662519-013528,201-2012000662519-0,3,32955.0
1523,1002-2016000116811-0127963,1002-2016000116811-0,5,37796.0
1524,1002-2016000116811-0127582,1002-2016000116811-0,5,37796.0
1525,1002-2016000116811-0127455,1002-2016000116811-0,5,37796.0
1526,1002-2016000116811-0127709,1002-2016000116811-0,5,37796.0
1527,1002-2016000116811-0127836,1002-2016000116811-0,5,37796.0
1528,407-2013000226617-035201,407-2013000226617-0,5,52785.0
1529,407-2013000226617-035249,407-2013000226617-0,5,52785.0
1530,407-2013000226617-035153,407-2013000226617-0,5,52785.0
1531,407-2013000226617-035297,407-2013000226617-0,5,52785.0
1532,407-2013000226617-035345,407-2013000226617-0,5,52785.0
1533,1801-2016000715950-1141851,1801-2016000715950-1,5,47695.0
1534,1801-2016000715950-1141935,1801-2016000715950-1,5,47695.0
1535,1801-2016000715950-1141893,1801-2016000715950-1,5,47695.0
1536,1801-2016000715950-1141977,1801-2016000715950-1,5,47695.0
1537,1600-2014000079080-063055,1600-2014000079080-0,5,1174.0
1538,1600-2014000079080-062902,1600-2014000079080-0,5,1174.0
1539,1600-2014000079080-063004,1600-2014000079080-0,5,1174.0
1540,1600-2014000079080-062953,1600-2014000079080-0,5,1174.0
1541,1804-2016001459467-0156345,1804-2016001459467-0,5,59035.0
1542,1804-2016001459467-0156181,1804-2016001459467-0,5,59035.0
1543,1804-2016001459467-0156263,1804-2016001459467-0,5,59035.0
1544,1804-2016001459467-0156222,1804-2016001459467-0,5,59035.0
1545,1804-2016001459467-0156304,1804-2016001459467-0,5,59035.0
1546,1001-2013000663329-145773,1001-2013000663329-1,2,6439.0
1547,1101-2013001311085-057659,1101-2013001311085-0,2,16604.0
1548,1106-2016001228908-0152204,1106-2016001228908-0,3,16476.0
1549,1106-2016001228908-0152230,1106-2016001228908-0,3,16476.0
1550,1500-2016000539927-0137471,1500-2016000539927-0,3,71253.0
1551,1500-2016000539927-0137513,1500-2016000539927-0,3,71253.0
1552,10102-2016001223046-2151805,10102-2016001223046-2,5,20735.0
1553,10102-2016001223046-2151717,10102-2016001223046-2,5,20735.0
1554,10102-2016001223046-2151541,10102-2016001223046-2,5,20735.0
1555,10102-2016001223046-2151981,10102-2016001223046-2,5,20735.0
1556,10102-2016001223046-2151629,10102-2016001223046-2,5,20735.0
1557,10102-2016001223046-2151893,10102-2016001223046-2,5,20735.0
1558,600-2013001005169-051491,600-2013001005169-0,5,60886.0
1559,600-2013001005169-051587,600-2013001005169-0,5,60886.0
1560,600-2013001005169-051523,600-2013001005169-0,5,60886.0
1561,600-2013001005169-051555,600-2013001005169-0,5,60886.0
1562,1803-2015000245924-095958,1803-2015000245924-0,3,149722.0
1563,1803-2015000245924-095940,1803-2015000245924-0,3,149722.0
1564,1500-2012001305365-025302,1500-2012001305365-0,2,32266.0
1565,408-2015000128096-093321,408-2015000128096-0,5,147201.0
1566,408-2015000128096-093231,408-2015000128096-0,5,147201.0
1567,408-2015000128096-093366,408-2015000128096-0,5,147201.0
1568,408-2015000128096-093276,408-2015000128096-0,5,147201.0
1569,1803-2012000797087-015285,1803-2012000797087-0,5,63357.0
1570,1803-2012000797087-015311,1803-2012000797087-0,5,63357.0
1571,1803-2012000797087-015363,1803-2012000797087-0,5,63357.0
1572,1803-2012000797087-015337,1803-2012000797087-0,5,63357.0
1573,10102-2016000332872-1132092,10102-2016000332872-1,2,19288.0
1574,408-2015000578512-0101507,408-2015000578512-0,2,38665.0
1575,1108-2016000233221-0129892,1108-2016000233221-0,5,108602.0
1576,1108-2016000233221-0129852,1108-2016000233221-0,5,108602.0
1577,1108-2016000233221-0129872,1108-2016000233221-0,5,108602.0
1578,1108-2016000233221-0129752,1108-2016000233221-0,5,108602.0
1579,1108-2016000233221-0129792,1108-2016000233221-0,5,108602.0
1580,1108-2016000233221-0129772,1108-2016000233221-0,5,108602.0
1581,1108-2016000233221-0129832,1108-2016000233221-0,5,108602.0
1582,1108-2016000233221-0129812,1108-2016000233221-0,5,108602.0
1583,1500-2015001314717-4120855,1500-2015001314717-4,4,98695.0
1584,1500-2015001314717-4121163,1500-2015001314717-4,4,98695.0
1585,1500-2015001314717-4121009,1500-2015001314717-4,4,98695.0
1586,1105-2015000707447-0104573,1105-2015000707447-0,2,29512.0
1587,300-2016001508783-1157617,300-2016001508783-1,2,19245.0
1588,1804-2012000967506-020005,1804-2012000967506-0,3,78246.0
1589,1804-2012000967506-020023,1804-2012000967506-0,3,78246.0
1590,100-2015000645635-0103734,100-2015000645635-0,2,19215.0
1591,1801-2014000279897-067702,1801-2014000279897-0,3,56834.0
1592,1801-2014000279897-067720,1801-2014000279897-0,3,56834.0
1593,10104-2016001452430-1156058,10104-2016001452430-1,2,17623.0
1594,1804-2012000065430-0952,1804-2012000065430-0,3,97410.0
1595,1804-2012000065430-0983,1804-2012000065430-0,3,97410.0
1596,201-2015000850269-0110431,201-2015000850269-0,5,118010.0
1597,201-2015000850269-0110607,201-2015000850269-0,5,118010.0
1598,201-2015000850269-0110519,201-2015000850269-0,5,118010.0
1599,201-2015000850269-0110563,201-2015000850269-0,5,118010.0
1600,201-2015000850269-0110475,201-2015000850269-0,5,118010.0
1601,1803-2014000185653-065782,1803-2014000185653-0,2,518.0
1602,1002-2014000901104-179681,1002-2014000901104-1,3,1547.0
1603,1002-2014000901104-179626,1002-2014000901104-1,3,1547.0
1604,900-2013001072441-053152,900-2013001072441-0,3,8236.0
1605,900-2013001072441-053187,900-2013001072441-0,3,8236.0
1606,202-2015000645635-0103739,202-2015000645635-0,2,18456.0
1607,1500-2012000252732-05249,1500-2012000252732-0,3,30509.0
1608,1500-2012000252732-05210,1500-2012000252732-0,3,30509.0
1609,10103-2013000606389-244499,10103-2013000606389-2,4,58498.0
1610,10103-2013000606389-244620,10103-2013000606389-2,4,58498.0
1611,10103-2013000606389-244378,10103-2013000606389-2,4,58498.0
1612,10104-2014000797210-077193,10104-2014000797210-0,3,102280.0
1613,10104-2014000797210-077207,10104-2014000797210-0,3,102280.0
1614,1108-2015001171725-0117528,1108-2015001171725-0,3,4783.0
1615,1108-2015001171725-0117511,1108-2015001171725-0,3,4783.0
1616,1105-2012000045839-0515,1105-2012000045839-0,4,97460.0
1617,1105-2012000045839-0531,1105-2012000045839-0,4,97460.0
1618,1105-2012000045839-0547,1105-2012000045839-0,4,97460.0
1619,1200-2016000012225-1124458,1200-2016000012225-1,5,24442.0
1620,1200-2016000012225-1124547,1200-2016000012225-1,5,24442.0
1621,1200-2016000012225-1124636,1200-2016000012225-1,5,24442.0
1622,1200-2016000012225-1124725,1200-2016000012225-1,5,24442.0
1623,1105-2012000903731-118353,1105-2012000903731-1,3,140309.0
1624,1105-2012000903731-118313,1105-2012000903731-1,3,140309.0
1625,1001-2013000564255-043666,1001-2013000564255-0,2,33621.0
1626,201-2016000169957-0128717,201-2016000169957-0,3,114549.0
1627,201-2016000169957-0128694,201-2016000169957-0,3,114549.0
1628,10103-2015001504336-0124206,10103-2015001504336-0,5,36671.0
1629,10103-2015001504336-0124158,10103-2015001504336-0,5,36671.0
1630,10103-2015001504336-0124110,10103-2015001504336-0,5,36671.0
1631,10103-2015001504336-0124062,10103-2015001504336-0,5,36671.0
1632,10103-2015001504336-0124254,10103-2015001504336-0,5,36671.0
1633,1001-2016001257783-0153059,1001-2016001257783-0,3,109870.0
1634,1001-2016001257783-0153087,1001-2016001257783-0,3,109870.0
1635,1500-2015000107452-093108,1500-2015000107452-0,2,11933.0
1636,1803-2013000692049-146953,1803-2013000692049-1,3,30146.0
1637,1803-2013000692049-146991,1803-2013000692049-1,3,30146.0
1638,1106-2013001355501-258242,1106-2013001355501-2,4,113792.0
1639,1106-2013001355501-258286,1106-2013001355501-2,4,113792.0
1640,1106-2013001355501-258198,1106-2013001355501-2,4,113792.0
1641,1500-2013001166355-054809,1500-2013001166355-0,3,64628.0
1642,1500-2013001166355-054847,1500-2013001166355-0,3,64628.0
1643,201-2012000752641-114891,201-2012000752641-1,2,4507.0
1644,10103-2016000550401-0137906,10103-2016000550401-0,3,18897.0
1645,10103-2016000550401-0138023,10103-2016000550401-0,3,18897.0
1646,700-2015001039353-0114840,700-2015001039353-0,4,107245.0
1647,700-2015001039353-0114867,700-2015001039353-0,4,107245.0
1648,700-2015001039353-0114894,700-2015001039353-0,4,107245.0
1649,401-2015001275570-0119938,401-2015001275570-0,3,105018.0
1650,401-2015001275570-0119889,401-2015001275570-0,3,105018.0
1651,1901-2013000854706-049200,1901-2013000854706-0,4,126674.0
1652,1901-2013000854706-049242,1901-2013000854706-0,4,126674.0
1653,1901-2013000854706-049158,1901-2013000854706-0,4,126674.0
1654,1107-2014000822237-077586,1107-2014000822237-0,2,6455.0
1655,1804-2015000810401-0108837,1804-2015000810401-0,5,105643.0
1656,1804-2015000810401-0108519,1804-2015000810401-0,5,105643.0
1657,1804-2015000810401-0108360,1804-2015000810401-0,5,105643.0
1658,1804-2015000810401-0108678,1804-2015000810401-0,5,105643.0
1659,1106-2013000881961-149456,1106-2013000881961-1,3,146931.0
1660,1106-2013000881961-149416,1106-2013000881961-1,3,146931.0
1661,1101-2016000755626-0142613,1101-2016000755626-0,2,15754.0
1662,1105-2013000532609-042529,1105-2013000532609-0,2,15317.0
1663,10103-2016000930780-0146580,10103-2016000930780-0,3,99708.0
1664,10103-2016000930780-0146624,10103-2016000930780-0,3,99708.0
1665,202-2013001274069-056914,202-2013001274069-0,4,127990.0
1666,202-2013001274069-056952,202-2013001274069-0,4,127990.0
1667,202-2013001274069-056990,202-2013001274069-0,4,127990.0
1668,1101-2014000920730-080053,1101-2014000920730-0,2,20861.0
1669,500-2013000113035-032273,500-2013000113035-0,3,13911.0
1670,500-2013000113035-032235,500-2013000113035-0,3,13911.0
1671,10104-2012000340672-06520,10104-2012000340672-0,5,8797.0
1672,10104-2012000340672-06533,10104-2012000340672-0,5,8797.0
1673,10104-2012000340672-06507,10104-2012000340672-0,5,8797.0
1674,10104-2012000340672-06546,10104-2012000340672-0,5,8797.0
1675,10405-2013001204199-155721,10405-2013001204199-1,3,1380.0
1676,10405-2013001204199-155793,10405-2013001204199-1,3,1380.0
1677,1804-2015000839944-0110265,1804-2015000839944-0,5,5977.0
1678,1804-2015000839944-0110281,1804-2015000839944-0,5,5977.0
1679,1804-2015000839944-0110249,1804-2015000839944-0,5,5977.0
1680,1804-2015000839944-0110233,1804-2015000839944-0,5,5977.0
1681,406-2012000892593-018176,406-2012000892593-0,4,136094.0
1682,406-2012000892593-018218,406-2012000892593-0,4,136094.0
1683,406-2012000892593-018260,406-2012000892593-0,4,136094.0
1684,1803-2016001273008-0153340,1803-2016001273008-0,2,37847.0
1685,1101-2015001017647-1114338,1101-2015001017647-1,5,94850.0
1686,1101-2015001017647-1114160,1101-2015001017647-1,5,94850.0
1687,1101-2015001017647-1114427,1101-2015001017647-1,5,94850.0
1688,1101-2015001017647-1114249,1101-2015001017647-1,5,94850.0
1689,10102-2016001217429-1151406,10102-2016001217429-1,3,80972.0
1690,10102-2016001217429-1151461,10102-2016001217429-1,3,80972.0
1691,1700-2013000663329-145807,1700-2013000663329-1,2,657.0
1692,10102-2014000481364-071296,10102-2014000481364-0,5,33498.0
1693,10102-2014000481364-071339,10102-2014000481364-0,5,33498.0
1694,10102-2014000481364-071382,10102-2014000481364-0,5,33498.0
1695,10102-2014000481364-071425,10102-2014000481364-0,5,33498.0
1696,600-2015000639307-0103613,600-2015000639307-0,2,36508.0
1697,1108-2016001487612-0157271,1108-2016001487612-0,5,51447.0
1698,1108-2016001487612-0157334,1108-2016001487612-0,5,51447.0
1699,1108-2016001487612-0157208,1108-2016001487612-0,5,51447.0
1700,1108-2016001487612-0156767,1108-2016001487612-0,5,51447.0
1701,1108-2016001487612-0157145,1108-2016001487612-0,5,51447.0
1702,1108-2016001487612-0156830,1108-2016001487612-0,5,51447.0
1703,1108-2016001487612-0157082,1108-2016001487612-0,5,51447.0
1704,1108-2016001487612-0157019,1108-2016001487612-0,5,51447.0
1705,1108-2016001487612-0156956,1108-2016001487612-0,5,51447.0
1706,1108-2016001487612-0156893,1108-2016001487612-0,5,51447.0
1707,1108-2016000628571-0139647,1108-2016000628571-0,3,34592.0
1708,1108-2016000628571-0139686,1108-2016000628571-0,3,34592.0
1709,1200-2012001341891-026302,1200-2012001341891-0,2,34575.0
1710,405-2015000690052-0104257,405-2015000690052-0,2,1264.0
1711,100-2016000614752-0139421,100-2016000614752-0,3,144725.0
1712,100-2016000614752-0139463,100-2016000614752-0,3,144725.0
1713,1101-2013000168908-033354,1101-2013000168908-0,3,2138.0
1714,1101-2013000168908-033241,1101-2013000168908-0,3,2138.0
1715,1801-2013001421275-059522,1801-2013001421275-0,3,43188.0
1716,1801-2013001421275-059479,1801-2013001421275-0,3,43188.0
1717,600-2014000114846-063990,600-2014000114846-0,3,1152.0
1718,600-2014000114846-064028,600-2014000114846-0,3,1152.0
1719,100-2016000295788-0131916,100-2016000295788-0,5,105421.0
1720,100-2016000295788-0131823,100-2016000295788-0,5,105421.0
1721,100-2016000295788-0131885,100-2016000295788-0,5,105421.0
1722,100-2016000295788-0131792,100-2016000295788-0,5,105421.0
1723,100-2016000295788-0131854,100-2016000295788-0,5,105421.0
1724,1002-2012001401526-027999,1002-2012001401526-0,3,67828.0
1725,1002-2012001401526-028030,1002-2012001401526-0,3,67828.0
1726,10405-2014001198914-087337,10405-2014001198914-0,2,18513.0
1727,1002-2015000549095-0100992,1002-2015000549095-0,5,65852.0
1728,1002-2015000549095-0100970,1002-2015000549095-0,5,65852.0
1729,1002-2015000549095-0100959,1002-2015000549095-0,5,65852.0
1730,1002-2015000549095-0100981,1002-2015000549095-0,5,65852.0
1731,1803-2014001358337-090037,1803-2014001358337-0,2,37198.0
1732,10600-2013000393446-039475,10600-2013000393446-0,3,94325.0
1733,10600-2013000393446-039522,10600-2013000393446-0,3,94325.0
1734,1105-2012001287756-025070,1105-2012001287756-0,3,25360.0
1735,1105-2012001287756-025030,1105-2012001287756-0,3,25360.0
1736,405-2016000837646-0144968,405-2016000837646-0,2,484.0
1737,10102-2015000401067-199285,10102-2015000401067-1,2,4106.0
1738,10104-2013000090436-131300,10104-2013000090436-1,2,31090.0
1739,900-2013000105963-131934,900-2013000105963-1,5,116010.0
1740,900-2013000105963-131859,900-2013000105963-1,5,116010.0
1741,900-2013000105963-131709,900-2013000105963-1,5,116010.0
1742,900-2013000105963-131784,900-2013000105963-1,5,116010.0
1743,10104-2012000922808-018374,10104-2012000922808-0,2,28336.0
1744,10104-2014000951716-580595,10104-2014000951716-5,2,12259.0
1745,10103-2013001194035-055252,10103-2013001194035-0,2,23506.0
1746,1200-2013000914558-150133,1200-2013000914558-1,4,1850.0
1747,1200-2013000914558-150196,1200-2013000914558-1,4,1850.0
1748,1200-2013000914558-150259,1200-2013000914558-1,4,1850.0
1749,1002-2016000772838-1143416,1002-2016000772838-1,4,4100.0
1750,1002-2016000772838-1143327,1002-2016000772838-1,4,4100.0
1751,1002-2016000772838-1143505,1002-2016000772838-1,4,4100.0
1752,1902-2014000987574-081420,1902-2014000987574-0,5,10874.0
1753,1902-2014000987574-081116,1902-2014000987574-0,5,10874.0
1754,1902-2014000987574-081496,1902-2014000987574-0,5,10874.0
1755,1902-2014000987574-081306,1902-2014000987574-0,5,10874.0
1756,1902-2014000987574-081458,1902-2014000987574-0,5,10874.0
1757,1902-2014000987574-081230,1902-2014000987574-0,5,10874.0
1758,1902-2014000987574-081192,1902-2014000987574-0,5,10874.0
1759,1902-2014000987574-081154,1902-2014000987574-0,5,10874.0
