,PID,Activity_ID,Activity_Type,Start_time,End_time
6951,10104-2012000091319-01849,10104-2012000091319-01849_a-1,Home,,08:43:23
6952,10104-2012000091319-01849,10104-2012000091319-01849_a-2,Work,09:45:53,20:11:27
6953,10104-2012000091319-01849,10104-2012000091319-01849_a-3,Home,20:42:23,
6954,10104-2012000143375-02741,10104-2012000143375-02741_a-1,Home,,07:31:00
6955,10104-2012000143375-02741,10104-2012000143375-02741_a-2,Work,07:49:58,17:44:51
6956,10104-2012000143375-02741,10104-2012000143375-02741_a-3,Home,18:26:52,
6957,10104-2012000156497-12753,10104-2012000156497-12753_a-1,Home,,16:39:35
6958,10104-2012000156497-12753,10104-2012000156497-12753_a-2,Secondary,16:53:50,21:35:26
6959,10104-2012000156497-12753,10104-2012000156497-12753_a-3,Home,21:50:23,
6960,10104-2012000156497-12791,10104-2012000156497-12791_a-1,Home,,12:07:50
6961,10104-2012000156497-12791,10104-2012000156497-12791_a-2,Secondary,12:35:09,15:18:55
6962,10104-2012000156497-12791,10104-2012000156497-12791_a-3,Home,16:37:44,
6963,10104-2012000156497-12829,10104-2012000156497-12829_a-1,Home,,17:41:19
6964,10104-2012000156497-12829,10104-2012000156497-12829_a-2,Secondary,18:01:41,20:03:16
6965,10104-2012000156497-12829,10104-2012000156497-12829_a-3,Home,22:28:43,
6966,10104-2012000156497-12867,10104-2012000156497-12867_a-1,Home,,10:56:38
6967,10104-2012000156497-12867,10104-2012000156497-12867_a-2,Secondary,11:06:29,13:23:14
6968,10104-2012000156497-12867,10104-2012000156497-12867_a-3,Home,13:34:45,
6969,10104-2012000156497-12905,10104-2012000156497-12905_a-1,Home,,11:13:34
6970,10104-2012000156497-12905,10104-2012000156497-12905_a-2,Secondary,11:22:36,14:17:02
6971,10104-2012000156497-12905,10104-2012000156497-12905_a-3,Home,14:26:34,
6972,10104-2012000156497-12943,10104-2012000156497-12943_a-1,Home,,08:36:35
6973,10104-2012000156497-12943,10104-2012000156497-12943_a-2,Work,09:01:33,19:10:54
6974,10104-2012000156497-12943,10104-2012000156497-12943_a-3,Home,19:37:10,
6975,10104-2012000164709-12988,10104-2012000164709-12988_a-1,Home,,08:39:16
6976,10104-2012000164709-12988,10104-2012000164709-12988_a-2,Work,09:07:41,18:22:56
6977,10104-2012000164709-12988,10104-2012000164709-12988_a-3,Home,18:34:50,
6978,10104-2012000164709-13106,10104-2012000164709-13106_a-1,Home,,09:37:03
6979,10104-2012000164709-13106,10104-2012000164709-13106_a-2,Secondary,09:37:03,13:18:02
6980,10104-2012000164709-13106,10104-2012000164709-13106_a-3,Home,13:18:02,
6981,10104-2012000166281-13217,10104-2012000166281-13217_a-1,Home,,09:29:38
6982,10104-2012000166281-13217,10104-2012000166281-13217_a-2,Work,10:22:40,20:27:10
6983,10104-2012000166281-13217,10104-2012000166281-13217_a-3,Home,21:12:18,
6984,10104-2012000166281-23218,10104-2012000166281-23218_a-1,Home,,09:25:05
6985,10104-2012000166281-23218,10104-2012000166281-23218_a-2,Work,09:54:54,20:25:30
6986,10104-2012000166281-23218,10104-2012000166281-23218_a-3,Home,20:56:10,
6987,10104-2012000169809-13260,10104-2012000169809-13260_a-1,Home,,13:33:00
6988,10104-2012000169809-13260,10104-2012000169809-13260_a-2,Secondary,13:42:17,16:22:06
6989,10104-2012000169809-13260,10104-2012000169809-13260_a-3,Home,16:32:32,
6990,10104-2012000169809-13298,10104-2012000169809-13298_a-1,Home,,12:19:28
6991,10104-2012000169809-13298,10104-2012000169809-13298_a-2,Secondary,12:26:44,14:51:27
6992,10104-2012000169809-13298,10104-2012000169809-13298_a-3,Home,15:02:37,
6993,10104-2012000177185-13423,10104-2012000177185-13423_a-1,Home,,16:35:11
6994,10104-2012000177185-13423,10104-2012000177185-13423_a-2,Secondary,16:53:10,18:48:26
6995,10104-2012000177185-13423,10104-2012000177185-13423_a-3,Home,19:33:03,
6996,10104-2012000177185-13449,10104-2012000177185-13449_a-1,Home,,12:37:20
6997,10104-2012000177185-13449,10104-2012000177185-13449_a-2,Secondary,13:00:24,15:20:34
6998,10104-2012000177185-13449,10104-2012000177185-13449_a-3,Home,15:39:06,
6999,10104-2012000177185-13475,10104-2012000177185-13475_a-1,Home,,17:03:59
7000,10104-2012000177185-13475,10104-2012000177185-13475_a-2,Secondary,18:12:16,20:09:38
7001,10104-2012000177185-13475,10104-2012000177185-13475_a-3,Home,21:17:58,
7002,10104-2012000177185-13501,10104-2012000177185-13501_a-1,Home,,17:43:09
7003,10104-2012000177185-13501,10104-2012000177185-13501_a-2,Secondary,19:08:22,20:22:13
7004,10104-2012000177185-13501,10104-2012000177185-13501_a-3,Home,21:34:05,
7005,10104-2012000178004-03526,10104-2012000178004-03526_a-1,Home,,07:55:00
7006,10104-2012000178004-03526,10104-2012000178004-03526_a-2,Work,08:03:15,17:45:29
7007,10104-2012000178004-03526,10104-2012000178004-03526_a-3,Home,18:35:12,
7008,10104-2012000178004-03557,10104-2012000178004-03557_a-1,Home,,08:14:17
7009,10104-2012000178004-03557,10104-2012000178004-03557_a-2,Work,08:53:49,18:40:23
7010,10104-2012000178004-03557,10104-2012000178004-03557_a-3,Home,19:22:54,
7011,10104-2012000178004-13527,10104-2012000178004-13527_a-1,Home,,08:15:26
7012,10104-2012000178004-13527,10104-2012000178004-13527_a-2,Work,08:51:40,18:45:46
7013,10104-2012000178004-13527,10104-2012000178004-13527_a-3,Home,19:34:03,
7014,10104-2012000178004-13558,10104-2012000178004-13558_a-1,Home,,08:11:53
7015,10104-2012000178004-13558,10104-2012000178004-13558_a-2,Work,08:59:21,17:56:13
7016,10104-2012000178004-13558,10104-2012000178004-13558_a-3,Home,18:58:21,
7017,10104-2012000190101-23658,10104-2012000190101-23658_a-1,Home,,07:39:47
7018,10104-2012000190101-23658,10104-2012000190101-23658_a-2,Work,08:03:40,18:11:55
7019,10104-2012000190101-23658,10104-2012000190101-23658_a-3,Home,18:49:23,
7020,10104-2012000190101-23825,10104-2012000190101-23825_a-1,Home,,08:36:11
7021,10104-2012000190101-23825,10104-2012000190101-23825_a-2,Work,09:40:17,19:37:22
7022,10104-2012000190101-23825,10104-2012000190101-23825_a-3,Home,20:20:37,
7023,10104-2012000190101-93665,10104-2012000190101-93665_a-1,Home,,07:39:47
7024,10104-2012000190101-93665,10104-2012000190101-93665_a-2,Work,08:02:03,18:11:55
7025,10104-2012000190101-93665,10104-2012000190101-93665_a-3,Home,18:57:26,
7026,10104-2012000190101-93832,10104-2012000190101-93832_a-1,Home,,08:36:11
7027,10104-2012000190101-93832,10104-2012000190101-93832_a-2,Work,09:57:59,19:37:22
7028,10104-2012000190101-93832,10104-2012000190101-93832_a-3,Home,20:43:19,
7029,10104-2012000251540-05027,10104-2012000251540-05027_a-1,Home,,08:48:47
7030,10104-2012000251540-05027,10104-2012000251540-05027_a-2,Work,09:53:54,18:06:58
7031,10104-2012000251540-05027,10104-2012000251540-05027_a-3,Home,18:26:22,
7032,10104-2012000251540-05108,10104-2012000251540-05108_a-1,Home,,17:04:18
7033,10104-2012000251540-05108,10104-2012000251540-05108_a-2,Secondary,17:39:14,20:13:31
7034,10104-2012000251540-05108,10104-2012000251540-05108_a-3,Home,22:46:09,
7035,10104-2012000251540-25029,10104-2012000251540-25029_a-1,Home,,08:27:24
7036,10104-2012000251540-25029,10104-2012000251540-25029_a-2,Work,09:46:11,19:10:18
7037,10104-2012000251540-25029,10104-2012000251540-25029_a-3,Home,20:15:16,
7038,10104-2012000251540-25110,10104-2012000251540-25110_a-1,Home,,14:43:08
7039,10104-2012000251540-25110,10104-2012000251540-25110_a-2,Secondary,15:29:41,18:26:53
7040,10104-2012000251540-25110,10104-2012000251540-25110_a-3,Home,19:11:16,
7041,10104-2012000266314-05333,10104-2012000266314-05333_a-1,Home,,07:50:20
7042,10104-2012000266314-05333,10104-2012000266314-05333_a-2,Work,08:13:59,18:20:26
7043,10104-2012000266314-05333,10104-2012000266314-05333_a-3,Home,19:55:28,
7044,10104-2012000266314-15334,10104-2012000266314-15334_a-1,Home,,09:19:07
7045,10104-2012000266314-15334,10104-2012000266314-15334_a-2,Work,10:00:12,20:10:35
7046,10104-2012000266314-15334,10104-2012000266314-15334_a-3,Home,20:57:52,
7047,10104-2012000340672-06507,10104-2012000340672-06507_a-1,Home,,09:03:08
7048,10104-2012000340672-06507,10104-2012000340672-06507_a-2,Work,09:08:23,20:34:55
7049,10104-2012000340672-06507,10104-2012000340672-06507_a-3,Home,21:35:13,
7050,10104-2012000340672-06520,10104-2012000340672-06520_a-1,Home,,17:12:35
7051,10104-2012000340672-06520,10104-2012000340672-06520_a-2,Secondary,17:49:14,19:27:09
7052,10104-2012000340672-06520,10104-2012000340672-06520_a-3,Home,21:19:48,
7053,10104-2012000340672-06533,10104-2012000340672-06533_a-1,Home,,17:12:35
7054,10104-2012000340672-06533,10104-2012000340672-06533_a-2,Secondary,19:03:09,19:21:39
7055,10104-2012000340672-06533,10104-2012000340672-06533_a-3,Home,20:31:49,
7056,10104-2012000340672-06546,10104-2012000340672-06546_a-1,Home,,09:12:52
7057,10104-2012000340672-06546,10104-2012000340672-06546_a-2,Work,09:18:14,20:05:56
7058,10104-2012000340672-06546,10104-2012000340672-06546_a-3,Home,21:04:50,
7059,10104-2012000397841-17811,10104-2012000397841-17811_a-1,Home,,07:39:47
7060,10104-2012000397841-17811,10104-2012000397841-17811_a-2,Work,08:01:48,18:11:55
7061,10104-2012000397841-17811,10104-2012000397841-17811_a-3,Home,18:57:26,
7062,10104-2012000397841-17855,10104-2012000397841-17855_a-1,Home,,20:17:08
7063,10104-2012000397841-17855,10104-2012000397841-17855_a-2,Secondary,20:53:56,23:08:01
7064,10104-2012000397841-17855,10104-2012000397841-17855_a-3,Home,23:36:48,
7065,10104-2012000397841-17899,10104-2012000397841-17899_a-1,Home,,15:45:21
7066,10104-2012000397841-17899,10104-2012000397841-17899_a-2,Secondary,17:29:16,19:55:28
7067,10104-2012000397841-17899,10104-2012000397841-17899_a-3,Home,21:06:26,
7068,10104-2012000397841-17943,10104-2012000397841-17943_a-1,Home,,15:45:21
7069,10104-2012000397841-17943,10104-2012000397841-17943_a-2,Secondary,16:57:57,20:02:35
7070,10104-2012000397841-17943,10104-2012000397841-17943_a-3,Home,22:54:09,
7071,10104-2012000397841-27812,10104-2012000397841-27812_a-1,Home,,07:56:24
7072,10104-2012000397841-27812,10104-2012000397841-27812_a-2,Work,08:21:51,17:28:58
7073,10104-2012000397841-27812,10104-2012000397841-27812_a-3,Home,17:47:25,
7074,10104-2012000397841-27856,10104-2012000397841-27856_a-1,Home,,08:27:57
7075,10104-2012000397841-27856,10104-2012000397841-27856_a-2,Work,09:01:13,18:17:52
7076,10104-2012000397841-27856,10104-2012000397841-27856_a-3,Home,18:51:46,
7077,10104-2012000397841-27900,10104-2012000397841-27900_a-1,Home,,18:43:27
7078,10104-2012000397841-27900,10104-2012000397841-27900_a-2,Secondary,19:20:23,21:28:45
7079,10104-2012000397841-27900,10104-2012000397841-27900_a-3,Home,22:06:41,
7080,10104-2012000397841-27944,10104-2012000397841-27944_a-1,Home,,19:30:03
7081,10104-2012000397841-27944,10104-2012000397841-27944_a-2,Secondary,21:10:24,23:44:05
7082,10104-2012000397841-27944,10104-2012000397841-27944_a-3,Home,24:22:01,
7083,10104-2012000408893-18460,10104-2012000408893-18460_a-1,Home,,07:48:34
7084,10104-2012000408893-18460,10104-2012000408893-18460_a-2,Work,08:25:12,18:38:59
7085,10104-2012000408893-18460,10104-2012000408893-18460_a-3,Home,19:29:54,
7086,10104-2012000408893-18498,10104-2012000408893-18498_a-1,Home,,09:46:27
7087,10104-2012000408893-18498,10104-2012000408893-18498_a-2,Work,11:24:44,23:13:54
7088,10104-2012000408893-18498,10104-2012000408893-18498_a-3,Home,24:00:57,
7089,10104-2012000459447-09645,10104-2012000459447-09645_a-1,Home,,11:38:38
7090,10104-2012000459447-09645,10104-2012000459447-09645_a-2,Secondary,11:54:59,14:07:16
7091,10104-2012000459447-09645,10104-2012000459447-09645_a-3,Home,14:24:00,
7092,10104-2012000529759-010289,10104-2012000529759-010289_a-1,Home,,09:16:18
7093,10104-2012000529759-010289,10104-2012000529759-010289_a-2,Work,09:43:59,19:58:26
7094,10104-2012000529759-010289,10104-2012000529759-010289_a-3,Home,20:43:57,
7095,10104-2012000529759-010329,10104-2012000529759-010329_a-1,Home,,13:41:47
7096,10104-2012000529759-010329,10104-2012000529759-010329_a-2,Secondary,13:49:23,16:49:10
7097,10104-2012000529759-010329,10104-2012000529759-010329_a-3,Home,16:57:36,
7098,10104-2012000529759-010369,10104-2012000529759-010369_a-1,Home,,12:46:40
7099,10104-2012000529759-010369,10104-2012000529759-010369_a-2,Secondary,12:56:01,16:13:37
7100,10104-2012000529759-010369,10104-2012000529759-010369_a-3,Home,16:25:11,
7101,10104-2012000529759-010409,10104-2012000529759-010409_a-1,Home,,09:49:34
7102,10104-2012000529759-010409,10104-2012000529759-010409_a-2,Secondary,10:25:23,13:15:29
7103,10104-2012000529759-010409,10104-2012000529759-010409_a-3,Home,14:42:48,
7104,10104-2012000529759-010449,10104-2012000529759-010449_a-1,Home,,13:21:48
7105,10104-2012000529759-010449,10104-2012000529759-010449_a-2,Secondary,13:31:15,18:01:53
7106,10104-2012000529759-010449,10104-2012000529759-010449_a-3,Home,18:26:52,
7107,10104-2012000566763-111371,10104-2012000566763-111371_a-1,Home,,09:01:31
7108,10104-2012000566763-111371,10104-2012000566763-111371_a-2,Work,09:30:34,18:25:22
7109,10104-2012000566763-111371,10104-2012000566763-111371_a-3,Home,18:53:07,
7110,10104-2012000566763-111442,10104-2012000566763-111442_a-1,Home,,08:49:57
7111,10104-2012000566763-111442,10104-2012000566763-111442_a-2,Work,09:33:58,18:37:14
7112,10104-2012000566763-111442,10104-2012000566763-111442_a-3,Home,19:39:24,
7113,10104-2012000587835-111792,10104-2012000587835-111792_a-1,Home,,09:16:59
7114,10104-2012000587835-111792,10104-2012000587835-111792_a-2,Secondary,09:57:51,12:02:22
7115,10104-2012000587835-111792,10104-2012000587835-111792_a-3,Home,12:22:48,
7116,10104-2012000606353-111937,10104-2012000606353-111937_a-1,Home,,08:46:31
7117,10104-2012000606353-111937,10104-2012000606353-111937_a-2,Work,08:51:30,18:44:44
7118,10104-2012000606353-111937,10104-2012000606353-111937_a-3,Home,18:59:47,
7119,10104-2012000606353-111985,10104-2012000606353-111985_a-1,Home,,12:34:48
7120,10104-2012000606353-111985,10104-2012000606353-111985_a-2,Secondary,12:54:39,15:16:06
7121,10104-2012000606353-111985,10104-2012000606353-111985_a-3,Home,16:00:11,
7122,10104-2012000611803-012067,10104-2012000611803-012067_a-1,Home,,07:58:07
7123,10104-2012000611803-012067,10104-2012000611803-012067_a-2,Work,08:25:45,17:26:53
7124,10104-2012000611803-012067,10104-2012000611803-012067_a-3,Home,17:49:38,
7125,10104-2012000612699-012111,10104-2012000612699-012111_a-1,Home,,09:33:23
7126,10104-2012000612699-012111,10104-2012000612699-012111_a-2,Work,10:16:06,21:55:24
7127,10104-2012000612699-012111,10104-2012000612699-012111_a-3,Home,22:20:52,
7128,10104-2012000612699-012184,10104-2012000612699-012184_a-1,Home,,07:56:43
7129,10104-2012000612699-012184,10104-2012000612699-012184_a-2,Work,08:06:22,17:46:15
7130,10104-2012000612699-012184,10104-2012000612699-012184_a-3,Home,18:34:30,
7131,10104-2012000612699-012257,10104-2012000612699-012257_a-1,Home,,07:55:00
7132,10104-2012000612699-012257,10104-2012000612699-012257_a-2,Work,08:03:26,17:45:29
7133,10104-2012000612699-012257,10104-2012000612699-012257_a-3,Home,18:33:26,
7134,10104-2012000647073-113026,10104-2012000647073-113026_a-1,Home,,08:03:47
7135,10104-2012000647073-113026,10104-2012000647073-113026_a-2,Work,08:45:38,18:12:33
7136,10104-2012000647073-113026,10104-2012000647073-113026_a-3,Home,18:57:38,
7137,10104-2012000662519-113526,10104-2012000662519-113526_a-1,Home,,08:52:44
7138,10104-2012000662519-113526,10104-2012000662519-113526_a-2,Work,09:13:58,17:58:18
7139,10104-2012000662519-113526,10104-2012000662519-113526_a-3,Home,18:28:07,
7140,10104-2012000662519-113560,10104-2012000662519-113560_a-1,Home,,08:41:10
7141,10104-2012000662519-113560,10104-2012000662519-113560_a-2,Work,09:11:57,18:10:10
7142,10104-2012000662519-113560,10104-2012000662519-113560_a-3,Home,18:57:57,
7143,10104-2012000676634-013717,10104-2012000676634-013717_a-1,Home,,08:45:31
7144,10104-2012000676634-013717,10104-2012000676634-013717_a-2,Work,09:37:48,20:15:27
7145,10104-2012000676634-013717,10104-2012000676634-013717_a-3,Home,20:42:17,
7146,10104-2012000676634-013730,10104-2012000676634-013730_a-1,Home,,07:39:47
7147,10104-2012000676634-013730,10104-2012000676634-013730_a-2,Work,08:03:40,18:11:55
7148,10104-2012000676634-013730,10104-2012000676634-013730_a-3,Home,18:59:13,
7149,10104-2012000676634-013743,10104-2012000676634-013743_a-1,Home,,08:44:58
7150,10104-2012000676634-013743,10104-2012000676634-013743_a-2,Work,09:45:02,20:04:26
7151,10104-2012000676634-013743,10104-2012000676634-013743_a-3,Home,20:43:14,
7152,10104-2012000751336-014823,10104-2012000751336-014823_a-1,Home,,09:12:04
7153,10104-2012000751336-014823,10104-2012000751336-014823_a-2,Work,09:51:48,19:33:02
7154,10104-2012000751336-014823,10104-2012000751336-014823_a-3,Home,19:54:34,
7155,10104-2012000752641-114878,10104-2012000752641-114878_a-1,Home,,07:31:00
7156,10104-2012000752641-114878,10104-2012000752641-114878_a-2,Work,07:49:25,17:44:51
7157,10104-2012000752641-114878,10104-2012000752641-114878_a-3,Home,18:26:52,
7158,10104-2012000752641-414881,10104-2012000752641-414881_a-1,Home,,07:39:47
7159,10104-2012000752641-414881,10104-2012000752641-414881_a-2,Work,08:05:26,18:11:55
7160,10104-2012000752641-414881,10104-2012000752641-414881_a-3,Home,18:44:19,
7161,10104-2012000804271-315376,10104-2012000804271-315376_a-1,Home,,17:32:27
7162,10104-2012000804271-315376,10104-2012000804271-315376_a-2,Secondary,17:45:56,21:35:31
7163,10104-2012000804271-315376,10104-2012000804271-315376_a-3,Home,21:58:58,
7164,10104-2012000804271-315441,10104-2012000804271-315441_a-1,Home,,09:30:49
7165,10104-2012000804271-315441,10104-2012000804271-315441_a-2,Work,10:01:05,21:47:23
7166,10104-2012000804271-315441,10104-2012000804271-315441_a-3,Home,22:09:52,
7167,10104-2012000804271-315506,10104-2012000804271-315506_a-1,Home,,16:06:49
7168,10104-2012000804271-315506,10104-2012000804271-315506_a-2,Secondary,16:21:41,19:50:51
7169,10104-2012000804271-315506,10104-2012000804271-315506_a-3,Home,21:38:39,
7170,10104-2012000826404-016405,10104-2012000826404-016405_a-1,Home,,09:14:58
7171,10104-2012000826404-016405,10104-2012000826404-016405_a-2,Work,10:20:12,20:59:32
7172,10104-2012000826404-016405,10104-2012000826404-016405_a-3,Home,21:22:25,
7173,10104-2012000826404-016448,10104-2012000826404-016448_a-1,Home,,08:06:28
7174,10104-2012000826404-016448,10104-2012000826404-016448_a-2,Work,09:03:17,17:57:00
7175,10104-2012000826404-016448,10104-2012000826404-016448_a-3,Home,18:09:01,
7176,10104-2012000829853-116494,10104-2012000829853-116494_a-1,Home,,08:41:37
7177,10104-2012000829853-116494,10104-2012000829853-116494_a-2,Work,10:13:41,18:35:11
7178,10104-2012000829853-116494,10104-2012000829853-116494_a-3,Home,19:22:14,
7179,10104-2012000829853-116558,10104-2012000829853-116558_a-1,Home,,09:06:40
7180,10104-2012000829853-116558,10104-2012000829853-116558_a-2,Work,10:08:55,19:32:31
7181,10104-2012000829853-116558,10104-2012000829853-116558_a-3,Home,20:12:16,
7182,10104-2012000829853-116622,10104-2012000829853-116622_a-1,Home,,14:23:08
7183,10104-2012000829853-116622,10104-2012000829853-116622_a-2,Secondary,14:59:28,16:10:59
7184,10104-2012000829853-116622,10104-2012000829853-116622_a-3,Home,17:24:10,
7185,10104-2012000836407-016685,10104-2012000836407-016685_a-1,Home,,14:47:01
7186,10104-2012000836407-016685,10104-2012000836407-016685_a-2,Secondary,15:47:39,17:47:51
7187,10104-2012000836407-016685,10104-2012000836407-016685_a-3,Home,18:42:34,
7188,10104-2012000836407-016747,10104-2012000836407-016747_a-1,Home,,08:29:27
7189,10104-2012000836407-016747,10104-2012000836407-016747_a-2,Work,09:19:13,18:50:21
7190,10104-2012000836407-016747,10104-2012000836407-016747_a-3,Home,19:46:55,
7191,10104-2012000836407-016809,10104-2012000836407-016809_a-1,Home,,14:13:59
7192,10104-2012000836407-016809,10104-2012000836407-016809_a-2,Secondary,15:58:40,16:03:48
7193,10104-2012000836407-016809,10104-2012000836407-016809_a-3,Home,17:17:22,
7194,10104-2012000836407-016871,10104-2012000836407-016871_a-1,Home,,12:10:16
7195,10104-2012000836407-016871,10104-2012000836407-016871_a-2,Secondary,12:56:25,15:24:55
7196,10104-2012000836407-016871,10104-2012000836407-016871_a-3,Home,16:11:31,
7197,10104-2012000851507-017302,10104-2012000851507-017302_a-1,Home,,08:12:34
7198,10104-2012000851507-017302,10104-2012000851507-017302_a-2,Work,08:54:25,18:39:37
7199,10104-2012000851507-017302,10104-2012000851507-017302_a-3,Home,19:28:03,
7200,10104-2012000851507-017335,10104-2012000851507-017335_a-1,Home,,08:40:38
7201,10104-2012000851507-017335,10104-2012000851507-017335_a-2,Work,09:04:43,20:01:35
7202,10104-2012000851507-017335,10104-2012000851507-017335_a-3,Home,20:45:50,
7203,10104-2012000851507-017368,10104-2012000851507-017368_a-1,Home,,17:13:24
7204,10104-2012000851507-017368,10104-2012000851507-017368_a-2,Secondary,19:08:27,19:21:39
7205,10104-2012000851507-017368,10104-2012000851507-017368_a-3,Home,20:36:49,
7206,10104-2012000871125-117751,10104-2012000871125-117751_a-1,Home,,17:41:14
7207,10104-2012000871125-117751,10104-2012000871125-117751_a-2,Secondary,17:58:15,21:50:50
7208,10104-2012000871125-117751,10104-2012000871125-117751_a-3,Home,23:09:22,
7209,10104-2012000871125-117791,10104-2012000871125-117791_a-1,Home,,09:11:11
7210,10104-2012000871125-117791,10104-2012000871125-117791_a-2,Work,09:53:08,20:04:21
7211,10104-2012000871125-117791,10104-2012000871125-117791_a-3,Home,20:56:22,
7212,10104-2012000871125-117831,10104-2012000871125-117831_a-1,Home,,08:38:53
7213,10104-2012000871125-117831,10104-2012000871125-117831_a-2,Work,09:20:24,16:45:55
7214,10104-2012000871125-117831,10104-2012000871125-117831_a-3,Home,17:04:33,
7215,10104-2012000873181-017869,10104-2012000873181-017869_a-1,Home,,08:03:47
7216,10104-2012000873181-017869,10104-2012000873181-017869_a-2,Work,08:45:38,18:12:33
7217,10104-2012000873181-017869,10104-2012000873181-017869_a-3,Home,18:57:38,
7218,10104-2012000873181-017903,10104-2012000873181-017903_a-1,Home,,08:45:25
7219,10104-2012000873181-017903,10104-2012000873181-017903_a-2,Work,09:10:35,16:32:49
7220,10104-2012000873181-017903,10104-2012000873181-017903_a-3,Home,17:01:41,
7221,10104-2012000877604-017937,10104-2012000877604-017937_a-1,Home,,08:44:50
7222,10104-2012000877604-017937,10104-2012000877604-017937_a-2,Work,09:13:20,18:43:09
7223,10104-2012000877604-017937,10104-2012000877604-017937_a-3,Home,19:29:52,
7224,10104-2012000888333-018082,10104-2012000888333-018082_a-1,Home,,07:56:24
7225,10104-2012000888333-018082,10104-2012000888333-018082_a-2,Work,08:11:46,17:28:58
7226,10104-2012000888333-018082,10104-2012000888333-018082_a-3,Home,17:46:12,
7227,10104-2012000922808-018374,10104-2012000922808-018374_a-1,Home,,09:47:11
7228,10104-2012000922808-018374,10104-2012000922808-018374_a-2,Work,10:31:18,20:11:53
7229,10104-2012000922808-018374,10104-2012000922808-018374_a-3,Home,20:36:50,
7230,10104-2012000963809-018953,10104-2012000963809-018953_a-1,Home,,12:51:50
7231,10104-2012000963809-018953,10104-2012000963809-018953_a-2,Secondary,13:09:38,15:59:37
7232,10104-2012000963809-018953,10104-2012000963809-018953_a-3,Home,16:15:34,
7233,10104-2012000963809-019139,10104-2012000963809-019139_a-1,Home,,08:42:12
7234,10104-2012000963809-019139,10104-2012000963809-019139_a-2,Work,09:20:24,19:27:37
7235,10104-2012000963809-019139,10104-2012000963809-019139_a-3,Home,20:26:01,
7236,10104-2012000963809-019325,10104-2012000963809-019325_a-1,Home,,17:23:55
7237,10104-2012000963809-019325,10104-2012000963809-019325_a-2,Secondary,18:01:49,19:51:59
7238,10104-2012000963809-019325,10104-2012000963809-019325_a-3,Home,21:28:50,
7239,10104-2012000963809-019511,10104-2012000963809-019511_a-1,Home,,16:53:55
7240,10104-2012000963809-019511,10104-2012000963809-019511_a-2,Secondary,17:30:56,18:44:26
7241,10104-2012000963809-019511,10104-2012000963809-019511_a-3,Home,20:02:12,
7242,10104-2012000963809-418957,10104-2012000963809-418957_a-1,Home,,20:25:55
7243,10104-2012000963809-418957,10104-2012000963809-418957_a-2,Secondary,20:52:50,22:27:58
7244,10104-2012000963809-418957,10104-2012000963809-418957_a-3,Home,22:44:49,
7245,10104-2012000963809-419143,10104-2012000963809-419143_a-1,Home,,08:19:10
7246,10104-2012000963809-419143,10104-2012000963809-419143_a-2,Work,09:24:39,18:54:15
7247,10104-2012000963809-419143,10104-2012000963809-419143_a-3,Home,19:11:08,
7248,10104-2012000963809-419329,10104-2012000963809-419329_a-1,Home,,16:09:13
7249,10104-2012000963809-419329,10104-2012000963809-419329_a-2,Secondary,17:19:28,21:16:40
7250,10104-2012000963809-419329,10104-2012000963809-419329_a-3,Home,22:27:38,
7251,10104-2012000963809-419515,10104-2012000963809-419515_a-1,Home,,15:51:39
7252,10104-2012000963809-419515,10104-2012000963809-419515_a-2,Secondary,17:01:54,20:22:32
7253,10104-2012000963809-419515,10104-2012000963809-419515_a-3,Home,21:33:30,
7254,10104-2012001009640-020555,10104-2012001009640-020555_a-1,Home,,07:31:00
7255,10104-2012001009640-020555,10104-2012001009640-020555_a-2,Work,07:49:25,17:44:51
7256,10104-2012001009640-020555,10104-2012001009640-020555_a-3,Home,18:26:52,
7257,10104-2012001009640-020586,10104-2012001009640-020586_a-1,Home,,09:28:53
7258,10104-2012001009640-020586,10104-2012001009640-020586_a-2,Work,10:19:58,22:19:46
7259,10104-2012001009640-020586,10104-2012001009640-020586_a-3,Home,22:58:31,
7260,10104-2012001017459-120618,10104-2012001017459-120618_a-1,Home,,17:06:06
7261,10104-2012001017459-120618,10104-2012001017459-120618_a-2,Secondary,17:30:11,20:02:34
7262,10104-2012001017459-120618,10104-2012001017459-120618_a-3,Home,21:25:43,
7263,10104-2012001017459-120646,10104-2012001017459-120646_a-1,Home,,08:38:53
7264,10104-2012001017459-120646,10104-2012001017459-120646_a-2,Work,09:06:52,16:45:55
7265,10104-2012001017459-120646,10104-2012001017459-120646_a-3,Home,16:58:26,
7266,10104-2012001060950-021306,10104-2012001060950-021306_a-1,Home,,09:07:31
7267,10104-2012001060950-021306,10104-2012001060950-021306_a-2,Work,09:29:57,19:31:22
7268,10104-2012001060950-021306,10104-2012001060950-021306_a-3,Home,20:13:46,
7269,10104-2012001060950-021334,10104-2012001060950-021334_a-1,Home,,08:38:53
7270,10104-2012001060950-021334,10104-2012001060950-021334_a-2,Work,09:09:56,16:45:55
7271,10104-2012001060950-021334,10104-2012001060950-021334_a-3,Home,16:58:04,
7272,10104-2012001075277-021885,10104-2012001075277-021885_a-1,Home,,07:31:00
7273,10104-2012001075277-021885,10104-2012001075277-021885_a-2,Work,07:49:25,17:44:51
7274,10104-2012001075277-021885,10104-2012001075277-021885_a-3,Home,18:26:52,
7275,10104-2012001097565-221963,10104-2012001097565-221963_a-1,Home,,08:21:21
