route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_type
1349,c_676_b_219_d_32,t_72464_b_219_tn_6,,(loop),,,p_3331,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_5,,(loop),,,p_3331,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_4,,(loop),,,p_3331,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_10,,(loop),,,p_3331,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_11,,(loop),,,p_3331,,,
1349,c_676_b_219_d_32,t_72464_b_219_tn_3,,(loop),,,p_3331,,,
1350,c_676_b_219_d_31,t_75327_b_219_tn_1,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75324_b_219_tn_1,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75324_b_219_tn_2,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75324_b_219_tn_3,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75325_b_219_tn_1,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75325_b_219_tn_2,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75325_b_219_tn_3,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75325_b_219_tn_4,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75325_b_219_tn_5,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_1,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_10,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_2,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_3,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_4,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_5,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_6,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_7,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_8,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75326_b_219_tn_9,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75327_b_219_tn_2,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75327_b_219_tn_3,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75328_b_219_tn_1,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75328_b_219_tn_2,,(loop),,,p_3342,,,
1350,c_676_b_219_d_31,t_75328_b_219_tn_3,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_22,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_16,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_18,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_20,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_2,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_11,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_12,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_13,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_14,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_17,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_15,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_9,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_8,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_7,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_6,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_5,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_4,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_3,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_21,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_19,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_1,,(loop),,,p_3342,,,
1350,c_676_b_219_d_32,t_72465_b_219_tn_10,,(loop),,,p_3342,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_3,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75372_b_219_tn_2,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_29292_b_219_tn_0,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_4,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_5,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_6,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_7,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_8,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_2,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_11,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_10,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_1,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75372_b_219_tn_1,,(loop),,,p_3332,,,
1351,c_676_b_219_d_31,t_75373_b_219_tn_9,,(loop),,,p_3332,,,
