timetable_id,stop_id,stop_sequence,stop_name,connected_routes
8,767583,8,49th/Meadowstone Ct. NE corner,11/Louise Avenue/Empire Mall
8,767584,9,49th/Drexel NE corner,11/Louise Avenue/Empire Mall
8,767585,10,49th/Holbrook NE corner,11/Louise Avenue/Empire Mall
8,767586,11,Essex/Mesa Pass (4200 W) NE corner,11/Louise Avenue/Empire Mall
8,767587,12,Essex/Sertoma NE corner,11/Louise Avenue/Empire Mall
8,767588,13,Sertoma/46th SE corner,11/Louise Avenue/Empire Mall
8,767589,14,Sertoma/41st SE corner,11/Louise Avenue/Empire Mall
8,767590,15,41st/Kuehn Park SW corner,11/Louise Avenue/Empire Mall
8,767591,16,41st/Holbrook SW corner,11/Louise Avenue/Empire Mall
8,767592,17,41st/Fairhall SW corner,11/Louise Avenue/Empire Mall
8,767593,18,41st/Cambridge SW corner,11/Louise Avenue/Empire Mall
8,767594,19,Marion (mid-block)/41st SW corner,11/Louise Avenue/Empire Mall
8,767595,20,Marion/46th SW corner,11/Louise Avenue/Empire Mall
8,767596,21,Cathy (mid-block)/45th SE corner,11/Louise Avenue/Empire Mall
8,767597,22,45th/Downing SW corner,11/Louise Avenue/Empire Mall
8,767598,23,Terry/Gateway SE corner,11/Louise Avenue/Empire Mall
8,767599,24,Terry/41st SE corner,11/Louise Avenue/Empire Mall
8,767600,25,41st/Gateway SW corner,11/Louise Avenue/Empire Mall
8,767601,26,Shirley/ShirleyPlace/SE corner,11/Louise Avenue/Empire Mall
8,767602,27,Shirley/38th NE corner,11/Louise Avenue/Empire Mall
8,767603,28,34th/Louise SW corner (approximately 100 ft west of intersection),11/Louise Avenue/Empire Mall
8,767604,29,Louise at Wal-Mart entrance driveway NW corner,11/Louise Avenue/Empire Mall
8,767346,30,Louise/Empire Mall entrance driveway NW corner,"11/Louise Avenue/Empire Mall, 3/Downtown/Southwest Connector"
8,767347,31,Louise/Hy-Vee entrance driveway SW corner,"11/Louise Avenue/Empire Mall, 3/Downtown/Southwest Connector"
8,767270,32,Southwest Center (SWC) SAM's southwest transit hub,"11/Louise Avenue/Empire Mall, 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector"
9,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
9,771289,2,9th/Phillips – NE Corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767438,3,Phillips/8th SE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767439,4,8th/Railroad,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767440,5,Weber/6th NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767441,6,Weber/4th SE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767442,7,Weber (east side) at Falls Park Entrance,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767443,8,Weber (east side) at John Morrell's,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767444,9,Rice/Cliff SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767445,10,Rice/Wayland SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767446,11,Rice/Jessica SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767447,12,Rice/Lowell SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767448,13,Cleveland/1 blk south of Rice,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767449,14,Cleveland at River Ridge Apts,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767450,15,Cleveland/Bunker Place SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767451,16,Cleveland at Springbrook Estates,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767452,17,6th/Shephard SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767453,18,Bahnson (mid-block)/6th NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767454,19,3rd/Montgomery Court SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767455,20,3rd/Washington High School entrance (west of drive),7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767456,21,6th/Sycamore (mid-block),7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767457,22,6th/Dewberry SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767458,23,Foss at East Ryan Place,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767459,24,West side of Walmart bldg,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767460,25,Highline Place/Tree Blvd (between Target & Kohls),7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767461,26,Highline Place/Trarget Driveway  (south end of Target),7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767462,27,Century Theaters (east side  near driveway),7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767463,28,Arrowhead Parkway/Sycamore NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767464,29,Sycamore/8th NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767465,30,6th/Washington High School driveway (west side of driveway),7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767466,31,6th/Bahnson NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767467,32,6th/Shepard NW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767468,33,6th/Cleveland NW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767469,34,6th/Lowell NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767470,35,6th/St. Paul NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767471,36,Lewis/5th SE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767472,37,3rd/Lewis NW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767473,38,3rd/Wayland NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767474,39,3rd/Cliff NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767475,40,3rd/Indiana NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767476,41,6th/Indiana NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767477,42,6th/Weber NW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767478,43,6th/Kilian College,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767479,44,Phillips/7th NW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
9,767253,45,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
10,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
10,771289,2,9th/Phillips – NE Corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767438,3,Phillips/8th SE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767439,4,8th/Railroad,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767440,5,Weber/6th NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767441,6,Weber/4th SE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767442,7,Weber (east side) at Falls Park Entrance,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767443,8,Weber (east side) at John Morrell's,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767444,9,Rice/Cliff SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767445,10,Rice/Wayland SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767446,11,Rice/Jessica SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767447,12,Rice/Lowell SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767448,13,Cleveland/1 blk south of Rice,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767449,14,Cleveland at River Ridge Apts,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767450,15,Cleveland/Bunker Place SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767451,16,Cleveland at Springbrook Estates,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767452,17,6th/Shephard SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767453,18,Bahnson (mid-block)/6th NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767454,19,3rd/Montgomery Court SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767455,20,3rd/Washington High School entrance (west of drive),7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767456,21,6th/Sycamore (mid-block),7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767457,22,6th/Dewberry SW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767458,23,Foss at East Ryan Place,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767459,24,West side of Walmart bldg,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767460,25,Highline Place/Tree Blvd (between Target & Kohls),7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767461,26,Highline Place/Trarget Driveway  (south end of Target),7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767462,27,Century Theaters (east side  near driveway),7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767463,28,Arrowhead Parkway/Sycamore NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767464,29,Sycamore/8th NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767465,30,6th/Washington High School driveway (west side of driveway),7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767466,31,6th/Bahnson NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767467,32,6th/Shepard NW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767468,33,6th/Cleveland NW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767469,34,6th/Lowell NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767470,35,6th/St. Paul NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767471,36,Lewis/5th SE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767472,37,3rd/Lewis NW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767473,38,3rd/Wayland NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767474,39,3rd/Cliff NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767475,40,3rd/Indiana NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767476,41,6th/Indiana NE corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767477,42,6th/Weber NW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767478,43,6th/Kilian College,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767479,44,Phillips/7th NW corner,7/North Cleveland/East 6th Street/Arrowhead Parkway
10,767253,45,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
11,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
11,767254,2,10th (mid-block)/Dakota NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 6/North Prairie Avenue, 8/North Industrial"
11,767480,3,Minnesota/5th SE corner,8/North Industrial
11,767481,4,Minesota/1st SE corner,8/North Industrial
11,767482,5,Minnesota/Brookings SE corner,8/North Industrial
11,767483,6,Minnesota/Russell SE corner,8/North Industrial
11,767484,7,North Drive/1st Ave SW corner,8/North Industrial
11,767485,8,4th Ave/Amidon SE corner,8/North Industrial
11,767486,9,4th Ave/Presentation NE corner,8/North Industrial
11,767487,10,4th Ave/Wells Fargo crosswalk,8/North Industrial
11,767488,11,4th Ave/Cumberland Apts,8/North Industrial
11,767489,12,4th Ave/48th SE corner,8/North Industrial
11,767490,13,4th Ave/ 50th SE corner,8/North Industrial
11,767491,14,4th Ave/52nd SE corner,8/North Industrial
11,767492,15,4th Ave/54th SE corner,8/North Industrial
11,767493,16,4th Ave/58th SE corner,8/North Industrial
11,767494,17,Citibank Building # 1,8/North Industrial
11,767495,18,Cliff (mid-block)/60th SW corner,8/North Industrial
11,767496,19,Cliff/54th NW corner,8/North Industrial
11,767497,20,Cliff/Benson SW corner,8/North Industrial
11,767498,21,Cliff/Heromsa NW corner,8/North Industrial
11,767499,22,Cliff/34th NW corner,8/North Industrial
11,767500,23,Cliff/Amidon NW corner,8/North Industrial
11,771290,24,Cliff/Chambers,8/North Industrial
11,767501,25,Cliff/Rice SW corner,8/North Industrial
11,767502,26,Cliff/3rd NW corner,8/North Industrial
11,767503,27,Cliff/6th NW corner,8/North Industrial
11,767504,28,Cliff/8th NW corner,8/North Industrial
11,767505,29,Cliff/10th NW corner,8/North Industrial
11,767506,30,10th/Fairfax NE corner,8/North Industrial
11,767253,31,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
12,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
12,767254,2,10th (mid-block)/Dakota NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 6/North Prairie Avenue, 8/North Industrial"
12,767418,3,8th/Dakota NW corner,6/North Prairie Avenue
12,767419,4,8th/Spring NE corner,6/North Prairie Avenue
12,767420,5,8th/Prairie NE corner,6/North Prairie Avenue
12,767421,6,8th/Grange NE corner,6/North Prairie Avenue
12,767422,7,8th/Lake NE corner,6/North Prairie Avenue
12,767423,8,West Ave/7th SE corner,6/North Prairie Avenue
12,767424,9,West Ave at bus pullout (midway between 6th and Madison),6/North Prairie Avenue
12,767425,10,Madison (just south of the stadium),6/North Prairie Avenue
12,767426,11,Western/Sanford PREMIER Center (driveway between Center & Stadium),6/North Prairie Avenue
12,767427,12,Western/Holly (Howard Wood Field)  SE corner of driveway,6/North Prairie Avenue
12,767428,13,Russell between West/Western (mid-block),6/North Prairie Avenue
12,767429,14,Bailey/West SE corner,6/North Prairie Avenue
12,767430,15,Bailey (mid-block)/Lake SE corner,6/North Prairie Avenue
12,767431,16,Bailey (Veterens Park)  SE corner,6/North Prairie Avenue
12,767432,17,Bailey/Walts SW corner,6/North Prairie Avenue
12,767433,18,Brookings/Duluth SW corner,6/North Prairie Avenue
12,767434,19,Brookings/Minnesota SW corner,6/North Prairie Avenue
12,767435,20,Minnesota/2nd NW corner,6/North Prairie Avenue
12,767436,21,Minnesota/5th NW corner,6/North Prairie Avenue
12,767437,22,8th/Main SW corner,6/North Prairie Avenue
12,767253,23,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
13,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
13,767254,2,10th (mid-block)/Dakota NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 6/North Prairie Avenue, 8/North Industrial"
13,767418,3,8th/Dakota NW corner,6/North Prairie Avenue
13,767419,4,8th/Spring NE corner,6/North Prairie Avenue
13,767420,5,8th/Prairie NE corner,6/North Prairie Avenue
13,767421,6,8th/Grange NE corner,6/North Prairie Avenue
13,767422,7,8th/Lake NE corner,6/North Prairie Avenue
13,767423,8,West Ave/7th SE corner,6/North Prairie Avenue
13,767424,9,West Ave at bus pullout (midway between 6th and Madison),6/North Prairie Avenue
13,767425,10,Madison (just south of the stadium),6/North Prairie Avenue
13,767426,11,Western/Sanford PREMIER Center (driveway between Center & Stadium),6/North Prairie Avenue
13,767427,12,Western/Holly (Howard Wood Field)  SE corner of driveway,6/North Prairie Avenue
13,767428,13,Russell between West/Western (mid-block),6/North Prairie Avenue
13,767429,14,Bailey/West SE corner,6/North Prairie Avenue
13,767430,15,Bailey (mid-block)/Lake SE corner,6/North Prairie Avenue
13,767431,16,Bailey (Veterens Park)  SE corner,6/North Prairie Avenue
13,767432,17,Bailey/Walts SW corner,6/North Prairie Avenue
13,767433,18,Brookings/Duluth SW corner,6/North Prairie Avenue
13,767434,19,Brookings/Minnesota SW corner,6/North Prairie Avenue
13,767435,20,Minnesota/2nd NW corner,6/North Prairie Avenue
13,767436,21,Minnesota/5th NW corner,6/North Prairie Avenue
13,767437,22,8th/Main SW corner,6/North Prairie Avenue
13,767253,23,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
14,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
14,767254,2,10th (mid-block)/Dakota NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 6/North Prairie Avenue, 8/North Industrial"
14,767255,3,10th/Spring NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
14,767256,4,10th/Prairie NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
14,767257,5,12th/Grange NW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
14,767258,6,12th/Hawthorne NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
14,767605,7,Western/10th SE corner,19/Southeast Technical Institute (STI)
14,767606,8,Western/Sandy Creek Apts,19/Southeast Technical Institute (STI)
14,767607,9,Western/across for Children's Inn,19/Southeast Technical Institute (STI)
14,767608,10,Western/Legion  SE corner,19/Southeast Technical Institute (STI)
14,767609,11,Madison/Lyndale NE corner,19/Southeast Technical Institute (STI)
14,767610,12,Madison/Lincoln NE corner,19/Southeast Technical Institute (STI)
14,767611,13,Madison/Kiwanis NE corner,19/Southeast Technical Institute (STI)
14,767612,14,Kawanis/Bailey SE corner,19/Southeast Technical Institute (STI)
14,771292,15,Kiwanis/Hotel,19/Southeast Technical Institute (STI)
14,767613,16,Russell/Westport NE corner,19/Southeast Technical Institute (STI)
14,767614,17,Ramkota Hotel,19/Southeast Technical Institute (STI)
14,767615,18,Maple/Career NE corner,19/Southeast Technical Institute (STI)
14,767616,19,Career/Innovation SE corner,19/Southeast Technical Institute (STI)
14,771293,20,Career/Tickman – NE Corner,19/Southeast Technical Institute (STI)
14,767617,21,Career/Cayman NE corner,19/Southeast Technical Institute (STI)
14,767618,22,University Center (parking lot west of Administration bldg.),19/Southeast Technical Institute (STI)
14,771294,23,Walmart,19/Southeast Technical Institute (STI)
14,771295,24,University Center,19/Southeast Technical Institute (STI)
14,767619,25,Career/Benson SW corner,19/Southeast Technical Institute (STI)
14,767620,26,Career/Tickman SW corner,19/Southeast Technical Institute (STI)
14,767621,27,Career/Pat NW corner,19/Southeast Technical Institute (STI)
14,767622,28,Career/Northridge Apts (north side of driveway),19/Southeast Technical Institute (STI)
14,767623,29,STI in front of George S. Mickelson Education Center,19/Southeast Technical Institute (STI)
14,785280,30,Russell and Louise SW Corner,19/Southeast Technical Institute (STI)
14,767624,31,Kiwanis/Brookings NW corner,19/Southeast Technical Institute (STI)
14,767625,32,Madison/Garfield SW corner,19/Southeast Technical Institute (STI)
14,767626,33,Madison/Holly SW corner,19/Southeast Technical Institute (STI)
14,767627,34,Madison/Western SW corner,19/Southeast Technical Institute (STI)
14,767628,35,Western/Children's Inn,19/Southeast Technical Institute (STI)
14,767629,36,Western/Northwestern Apts,19/Southeast Technical Institute (STI)
14,767630,37,Western/11th NW corner,19/Southeast Technical Institute (STI)
14,767285,38,12th/Western SE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
14,767286,39,12th/Glendale SE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
14,767287,40,11th/Menlo SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
14,767288,41,11th/Prairie SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
14,767289,42,11th/Spring SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
14,767290,43,11th/Dakota SW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 3/Downtown/Southwest Connector"
14,767253,44,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
15,767253,1,The Bus Stop (TBS) SAM's downtown terminal,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector, 4/East 10th Street/East 12th Street, 5/South Phillips Avenue/Avera McKennan Hospital, 6/North Prairie Avenue, 7/North Cleveland/East 6th Street/Arrowhead Parkway, 8/North Industrial, 9/South Sycamore/East 26th Street"
15,767254,2,10th (mid-block)/Dakota NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center, 6/North Prairie Avenue, 8/North Industrial"
15,767255,3,10th/Spring NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
15,767256,4,10th/Prairie NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
15,767257,5,12th/Grange NW corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
15,767258,6,12th/Hawthorne NE corner,"10/Hayward/West Side, 19/Southeast Technical Institute (STI), 1/South Kiwanis Avenue/VA Medical Center"
15,771291,7,Western/12th – SW Corner,1/South Kiwanis Avenue/VA Medical Center
15,767259,8,Western/Ashley Circle NW corner,1/South Kiwanis Avenue/VA Medical Center
15,767260,9,Western/18th NW corner,1/South Kiwanis Avenue/VA Medical Center
15,767261,10,Western/22nd NW corner,1/South Kiwanis Avenue/VA Medical Center
15,767634,11,VA Medical Center entrance southbound,1/South Kiwanis Avenue/VA Medical Center
15,767262,12,26th/Williams NE corner,1/South Kiwanis Avenue/VA Medical Center
15,767263,13,Kiwanis/Oak NW corner,1/South Kiwanis Avenue/VA Medical Center
15,767264,14,Kiwanis/33rd NW corner,1/South Kiwanis Avenue/VA Medical Center
15,767265,15,Kiwanis/37th NW corner,1/South Kiwanis Avenue/VA Medical Center
15,767266,16,Kiwanis/39th NW corner,1/South Kiwanis Avenue/VA Medical Center
15,767267,17,Kiwanis/41st SW corner (mid-block ),1/South Kiwanis Avenue/VA Medical Center
15,767268,18,Kiwanis/Kiwanis Circle NW corner,1/South Kiwanis Avenue/VA Medical Center
15,767269,19,49th/Oxbox NE corner,"1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford"
15,767270,20,Southwest Center (SWC) SAM's southwest transit hub,"11/Louise Avenue/Empire Mall, 1/South Kiwanis Avenue/VA Medical Center, 2/S. Western/Sanford, 3/Downtown/Southwest Connector"
15,767271,21,Technology Drive/Technology Circle SE corner,"1/South Kiwanis Avenue/VA Medical Center, 3/Downtown/Southwest Connector"
15,767272,22,Technology Drive/Valhalla SE corner,"1/South Kiwanis Avenue/VA Medical Center, 3/Downtown/Southwest Connector"
15,767273,23,49th/Oxbow SW corner,1/South Kiwanis Avenue/VA Medical Center
15,767274,24,Kiwanis/46th SE corner,1/South Kiwanis Avenue/VA Medical Center
15,767275,25,Kiwanis/Park Place SE corner,1/South Kiwanis Avenue/VA Medical Center
15,767276,26,Kiwanis/39th SE corner,1/South Kiwanis Avenue/VA Medical Center
15,767277,27,Kiwanis/37th SE corner,1/South Kiwanis Avenue/VA Medical Center
15,767278,28,Kiwanis/33rd SE corner,1/South Kiwanis Avenue/VA Medical Center
