taz,parkingType,pricingModel,chargingType,numStalls,feeInCents,reservedFor
100653,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100953,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
101018,Residential,Block,Level2(7.2|AC),2147483647,0,Any
101091,Residential,Block,NoCharger,2147483647,0,Any
100801,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100453,Residential,Block,NoCharger,2147483647,0,Any
100374,Residential,Block,Level2(7.2|AC),2147483647,0,Any
10091B,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
101144,Public,Block,NoCharger,2147483647,0,Any
910973,Workplace,Block,DCFast(50|DC),2147483647,0,Any
100116,Public,FlatFee,NoCharger,2147483647,0,Any
910953,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100851,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100173,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
101042,Residential,Block,Level2(7.2|AC),2147483647,0,Any
101155,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100325,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100482,Public,Block,Level2(7.2|AC),2147483647,0,Any
100965,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100551,Residential,Block,NoCharger,2147483647,0,Any
201341,Workplace,FlatFee,NoCharger,2147483647,0,Any
201402,Residential,Block,UltraFast(250|DC),2147483647,0,Any
201334,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100493,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
101194,Public,Block,Level1(2.3|AC),2147483647,0,Any
100825,Residential,Block,UltraFast(250|DC),2147483647,0,Any
910991,Residential,Block,Level2(7.2|AC),2147483647,0,Any
201372,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
10001V,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100027,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100099,Public,Block,Level2(7.2|AC),2147483647,0,Any
101153,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100573,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
201342,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100426,Public,Block,Level1(2.3|AC),2147483647,0,Any
100199,Public,Block,NoCharger,2147483647,0,Any
100082,Residential,Block,DCFast(50|DC),2147483647,0,Any
101055,Workplace,Block,NoCharger,2147483647,0,Any
101121,Public,Block,DCFast(50|DC),2147483647,0,Any
100781,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
101121,Public,FlatFee,NoCharger,2147483647,0,Any
100018,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
201436,Residential,Block,NoCharger,2147483647,0,Any
100411,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
101125,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
10001H,Public,FlatFee,NoCharger,2147483647,0,Any
100196,Public,Block,NoCharger,2147483647,0,Any
100675,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100992,Public,Block,DCFast(50|DC),2147483647,0,Any
100826,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
101241,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100411,Public,Block,Level2(7.2|AC),2147483647,0,Any
201284,Residential,FlatFee,NoCharger,2147483647,0,Any
100552,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100099,Residential,Block,DCFast(50|DC),2147483647,0,Any
100179,Workplace,Block,NoCharger,2147483647,0,Any
201451,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100201,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100172,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
101184,Public,Block,Level2(7.2|AC),2147483647,0,Any
101211,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
101256,Public,Block,Level1(2.3|AC),2147483647,0,Any
101091,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
407242,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100853,Public,Block,Level1(2.3|AC),2147483647,0,Any
10001F,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100744,Residential,Block,DCFast(50|DC),2147483647,0,Any
100524,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
100291,Residential,Block,Level1(2.3|AC),2147483647,0,Any
10002D,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
407231,Public,Block,Level2(7.2|AC),2147483647,0,Any
201512,Public,Block,NoCharger,2147483647,0,Any
100603,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101267,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100203,Public,Block,Level2(7.2|AC),2147483647,0,Any
101013,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
407081,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100275,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100101,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
101214,Public,Block,DCFast(50|DC),2147483647,0,Any
100241,Residential,Block,NoCharger,2147483647,0,Any
100546,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
201315,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
910974,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
201452,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100392,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100781,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100731,Public,Block,NoCharger,2147483647,0,Any
100099,Public,Block,UltraFast(250|DC),2147483647,0,Any
100274,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
201391,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100983,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100211,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101042,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100097,Workplace,Block,NoCharger,2147483647,0,Any
101225,Public,Block,NoCharger,2147483647,0,Any
100956,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
101201,Residential,Block,DCFast(50|DC),2147483647,0,Any
201402,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100221,Public,Block,NoCharger,2147483647,0,Any
100334,Public,Block,Level2(7.2|AC),2147483647,0,Any
100411,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100707,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
101064,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
101024,Workplace,FlatFee,NoCharger,2147483647,0,Any
101256,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100066,Public,Block,NoCharger,2147483647,0,Any
100771,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101002,Residential,Block,DCFast(50|DC),2147483647,0,Any
101274,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100087,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
201342,Residential,Block,DCFast(50|DC),2147483647,0,Any
101004,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101118,Residential,Block,DCFast(50|DC),2147483647,0,Any
100181,Workplace,Block,NoCharger,2147483647,0,Any
910912,Residential,Block,NoCharger,2147483647,0,Any
100167,Public,Block,Level2(7.2|AC),2147483647,0,Any
201286,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100367,Public,Block,Level2(7.2|AC),2147483647,0,Any
101204,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100081,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100082,Residential,FlatFee,NoCharger,2147483647,0,Any
100864,Residential,Block,DCFast(50|DC),2147483647,0,Any
100221,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100905,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
201501,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100411,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100032,Public,Block,UltraFast(250|DC),2147483647,0,Any
10002Q,Public,Block,UltraFast(250|DC),2147483647,0,Any
100501,Public,Block,Level1(2.3|AC),2147483647,0,Any
100325,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
101033,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
101266,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100599,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100151,Workplace,Block,DCFast(50|DC),2147483647,0,Any
100231,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100985,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100701,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
10062C,Residential,FlatFee,NoCharger,2147483647,0,Any
100482,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
10002B,Public,Block,DCFast(50|DC),2147483647,0,Any
201335,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
101253,Public,Block,UltraFast(250|DC),2147483647,0,Any
201435,Residential,Block,DCFast(50|DC),2147483647,0,Any
100196,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
201382,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
101202,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
201403,Public,Block,UltraFast(250|DC),2147483647,0,Any
100443,Residential,Block,Level1(2.3|AC),2147483647,0,Any
407074,Residential,FlatFee,NoCharger,2147483647,0,Any
101008,Residential,Block,DCFast(50|DC),2147483647,0,Any
100583,Public,Block,Level1(2.3|AC),2147483647,0,Any
201309,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100221,Residential,Block,NoCharger,2147483647,0,Any
100822,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100846,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100698,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
101204,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
101111,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100832,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
201551,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100706,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
101081,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
10001K,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
100303,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100332,Workplace,FlatFee,NoCharger,2147483647,0,Any
100418,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100431,Residential,Block,DCFast(50|DC),2147483647,0,Any
201553,Public,FlatFee,NoCharger,2147483647,0,Any
10002F,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100168,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100061,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101031,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
101133,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100232,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
407064,Public,Block,DCFast(50|DC),2147483647,0,Any
100055,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
101133,Public,Block,NoCharger,2147483647,0,Any
100605,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100255,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100112,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
101194,Residential,Block,Level2(7.2|AC),2147483647,0,Any
101216,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100754,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
101141,Residential,Block,NoCharger,2147483647,0,Any
100061,Residential,Block,UltraFast(250|DC),2147483647,0,Any
101162,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100393,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100731,Residential,FlatFee,NoCharger,2147483647,0,Any
100813,Residential,Block,NoCharger,2147483647,0,Any
201445,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
201292,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100997,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100524,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100421,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100362,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100596,Public,Block,DCFast(50|DC),2147483647,0,Any
100762,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100201,Residential,Block,NoCharger,2147483647,0,Any
101176,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100368,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
101104,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100431,Workplace,Block,DCFast(50|DC),2147483647,0,Any
100282,Residential,Block,Level2(7.2|AC),2147483647,0,Any
10001G,Workplace,Block,NoCharger,2147483647,0,Any
100771,Public,Block,UltraFast(250|DC),2147483647,0,Any
100752,Workplace,FlatFee,NoCharger,2147483647,0,Any
10001G,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
201445,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100964,Public,Block,DCFast(50|DC),2147483647,0,Any
101185,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
101271,Residential,Block,Level1(2.3|AC),2147483647,0,Any
201344,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
10002H,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
201352,Workplace,Block,NoCharger,2147483647,0,Any
101142,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
101192,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100895,Residential,Block,DCFast(50|DC),2147483647,0,Any
101223,Public,Block,UltraFast(250|DC),2147483647,0,Any
100451,Residential,FlatFee,NoCharger,2147483647,0,Any
100934,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100176,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100811,Public,FlatFee,NoCharger,2147483647,0,Any
100831,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
201492,Residential,Block,DCFast(50|DC),2147483647,0,Any
101196,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100702,Public,Block,Level1(2.3|AC),2147483647,0,Any
100855,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
101052,Residential,Block,Level1(2.3|AC),2147483647,0,Any
407354,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
101055,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100744,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100813,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
201352,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100678,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100203,Residential,Block,NoCharger,2147483647,0,Any
100541,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
201342,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
101173,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
101084,Public,Block,UltraFast(250|DC),2147483647,0,Any
100562,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100331,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
201283,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
910971,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
101046,Workplace,Block,NoCharger,2147483647,0,Any
10001P,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100021,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100743,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100584,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100942,Residential,Block,NoCharger,2147483647,0,Any
100212,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
101257,Residential,Block,Level2(7.2|AC),2147483647,0,Any
101092,Public,Block,UltraFast(250|DC),2147483647,0,Any
100471,Public,FlatFee,NoCharger,2147483647,0,Any
100362,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
201336,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
101227,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100126,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100372,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
201411,Residential,FlatFee,NoCharger,2147483647,0,Any
201552,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100075,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100103,Public,Block,UltraFast(250|DC),2147483647,0,Any
101113,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100254,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100542,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100858,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100843,Workplace,Block,DCFast(50|DC),2147483647,0,Any
100153,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100283,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
201295,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
201524,Residential,Block,NoCharger,2147483647,0,Any
101105,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
407051,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
101196,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100323,Residential,FlatFee,NoCharger,2147483647,0,Any
100752,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100199,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100022,Public,Block,NoCharger,2147483647,0,Any
10001F,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100421,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
100494,Public,Block,Level2(7.2|AC),2147483647,0,Any
101081,Public,Block,Level1(2.3|AC),2147483647,0,Any
100445,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100151,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100373,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100371,Workplace,Block,DCFast(50|DC),2147483647,0,Any
100252,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100324,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100323,Public,Block,UltraFast(250|DC),2147483647,0,Any
100697,Residential,Block,NoCharger,2147483647,0,Any
100433,Public,Block,Level2(7.2|AC),2147483647,0,Any
100666,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100686,Workplace,Block,NoCharger,2147483647,0,Any
201315,Workplace,FlatFee,NoCharger,2147483647,0,Any
100096,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100622,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101122,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100744,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100087,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
201503,Residential,FlatFee,NoCharger,2147483647,0,Any
101215,Public,Block,NoCharger,2147483647,0,Any
201474,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100813,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100025,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100941,Workplace,Block,NoCharger,2147483647,0,Any
100251,Public,FlatFee,NoCharger,2147483647,0,Any
101002,Workplace,Block,DCFast(50|DC),2147483647,0,Any
10001L,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100034,Public,FlatFee,NoCharger,2147483647,0,Any
101272,Residential,Block,DCFast(50|DC),2147483647,0,Any
101191,Residential,Block,NoCharger,2147483647,0,Any
100564,Workplace,Block,NoCharger,2147483647,0,Any
101204,Public,Block,Level1(2.3|AC),2147483647,0,Any
101144,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100192,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100482,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100812,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100192,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100941,Residential,Block,NoCharger,2147483647,0,Any
101034,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
201351,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100762,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100114,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100066,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100764,Residential,Block,NoCharger,2147483647,0,Any
407354,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,RideHailManager
100472,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
101113,Residential,Block,UltraFast(250|DC),2147483647,0,Any
100722,Public,Block,Level2(7.2|AC),2147483647,0,Any
100102,Workplace,FlatFee,NoCharger,2147483647,0,Any
100132,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100332,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100125,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
100674,Residential,FlatFee,NoCharger,2147483647,0,Any
100861,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100751,Public,Block,Level2(7.2|AC),2147483647,0,Any
100222,Residential,FlatFee,NoCharger,2147483647,0,Any
100325,Residential,Block,DCFast(50|DC),2147483647,0,Any
101223,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
101142,Public,Block,Level2(7.2|AC),2147483647,0,Any
407081,Public,Block,Level1(2.3|AC),2147483647,0,Any
101066,Residential,Block,Level2(7.2|AC),2147483647,0,Any
910991,Residential,Block,DCFast(50|DC),2147483647,0,Any
201421,Workplace,FlatFee,NoCharger,2147483647,0,Any
100801,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
101053,Residential,Block,DCFast(50|DC),2147483647,0,Any
101122,Residential,Block,UltraFast(250|DC),2147483647,0,Any
10062B,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100141,Workplace,Block,DCFast(50|DC),2147483647,0,Any
201551,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
100275,Workplace,Block,DCFast(50|DC),2147483647,0,Any
101233,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
100545,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
101004,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
100204,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
101017,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
100451,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
407066,Public,Block,Level1(2.3|AC),2147483647,0,Any
101257,Public,Block,NoCharger,2147483647,0,Any
201331,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
100445,Public,FlatFee,NoCharger,2147483647,0,Any
101176,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
201522,Residential,Block,NoCharger,2147483647,0,Any
101073,Workplace,FlatFee,NoCharger,2147483647,0,Any
101011,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100542,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
101061,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
101276,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100521,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100906,Residential,Block,NoCharger,2147483647,0,Any
100841,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
101041,Public,FlatFee,NoCharger,2147483647,0,Any
201552,Residential,FlatFee,NoCharger,2147483647,0,Any
407074,Workplace,FlatFee,NoCharger,2147483647,0,Any
407073,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100964,Workplace,Block,DCFast(50|DC),2147483647,0,Any
10009B,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
101103,Public,Block,UltraFast(250|DC),2147483647,0,Any
100572,Public,Block,NoCharger,2147483647,0,Any
100422,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100284,Workplace,FlatFee,NoCharger,2147483647,0,Any
100021,Public,Block,Level2(7.2|AC),2147483647,0,Any
10001P,Public,Block,Level2(7.2|AC),2147483647,0,Any
100096,Residential,Block,NoCharger,2147483647,0,Any
100679,Public,FlatFee,NoCharger,2147483647,0,Any
201444,Residential,FlatFee,NoCharger,2147483647,0,Any
201394,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100034,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
100333,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,RideHailManager
201352,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
100831,Public,Block,UltraFast(250|DC),2147483647,0,Any
101255,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
10001H,Public,Block,NoCharger,2147483647,0,Any
201352,Residential,Block,NoCharger,2147483647,0,Any
100864,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
10001A,Public,Block,DCFast(50|DC),2147483647,0,Any
10002D,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100132,Residential,Block,DCFast(50|DC),2147483647,0,Any
100662,Residential,FlatFee,NoCharger,2147483647,0,Any
100511,Residential,Block,DCFast(50|DC),2147483647,0,Any
100573,Residential,Block,NoCharger,2147483647,0,Any
100564,Public,Block,NoCharger,2147483647,0,Any
101047,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100087,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
201414,Workplace,Block,NoCharger,2147483647,0,Any
100712,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100586,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
201335,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
101165,Residential,Block,NoCharger,2147483647,0,Any
100087,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100416,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
201391,Workplace,FlatFee,NoCharger,2147483647,0,Any
100931,Residential,Block,Level2(7.2|AC),2147483647,0,Any
101181,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
100994,Public,Block,Level1(2.3|AC),2147483647,0,Any
100994,Public,FlatFee,NoCharger,2147483647,0,Any
100455,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
100131,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
100601,Residential,Block,NoCharger,2147483647,0,Any
100191,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
201382,Residential,Block,Level2(7.2|AC),2147483647,0,Any
201553,Residential,FlatFee,NoCharger,2147483647,0,Any
100493,Residential,FlatFee,NoCharger,2147483647,0,Any
100643,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100292,Residential,Block,Level2(7.2|AC),2147483647,0,Any
10069A,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
100333,Workplace,Block,DCFast(50|DC),2147483647,0,Any
201371,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
100043,Residential,Block,Level2(7.2|AC),2147483647,0,Any
100125,Public,Block,Level2(7.2|AC),2147483647,0,Any
100076,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
100663,Residential,Block,Level1(2.3|AC),2147483647,0,Any
100627,Public,Block,NoCharger,2147483647,0,Any
10001L,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
100081,Workplace,FlatFee,DCFast(50|DC),2147483647,0,RideHailManager
100542,Public,Block,UltraFast(250|DC),2147483647,0,Any
101017,Workplace,FlatFee,NoCharger,2147483647,0,Any
100304,Public,Block,UltraFast(250|DC),2147483647,0,Any
100126,Workplace,Block,NoCharger,2147483647,0,Any
