id, rideHailManagerId, vehicleType, initialLocationX, initialLocationY, shifts, geofenceX, geofenceY, geofenceRadius
rideHailVehicle-017102-2015000610535-0-1066427, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022802-2012001386215-0-6282251, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2015000355182-0-2223332, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015700-2014001212701-1-1324703, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021500-2013001033977-0-4753733, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042601-2013000611431-0-181600, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012301-2015000488247-0-177342, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026303-2016000613976-0-7696442, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026302-2012000031464-0-3110560, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2016000410053-0-7952898, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021800-2013000077130-0-7568754, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012000-2012001332565-0-4117871, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2015000185832-2-6296705, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030102-2016000915765-0-7316426, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032602-2016001358668-0-7062545, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061100-2016001405141-2-1959581, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031400-2014000788156-0-569467, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015900-2014000226919-0-2977043, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026200-2012000899249-0-6805559, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022903-2015001470545-0-6410690, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023103-2014000408809-0-2346458, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061100-2013000363105-0-2086040, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035202-2015000355565-0-1206634, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010200-2014000909482-0-1831504, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030301-2016000012842-0-7188528, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010500-2015000121225-0-4882855, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042601-2012001405189-0-3232414, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033100-2012001472832-0-4002901, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031201-2016001275552-0-63284, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061000-2013000498813-0-8076981, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032700-2012000996623-1-6679645, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-060502-2016001173133-0-3874250, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010400-2013000141206-0-6030422, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016000-2014000088156-0-3232866, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021800-2012001178100-1-6422123, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032602-2015001118156-0-6041751, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020700-2015001260178-0-6668093, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033100-2012001472832-0-4002899, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2016000185194-0-317233, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033000-2013001140814-1-4636709, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020100-2012000028777-1-2084081, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047701-2015000283136-1-2977530, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025702-2015000866130-0-7312968, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020300-2015000105861-0-5775240, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010800-2016000432298-0-1196342, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-060700-2014000005294-0-5007050, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016400-2016000237898-0-5395521, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010900-2013000465563-0-4744561, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030202-2014000751651-1-6807834, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013102-2013000091344-1-5264971, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012501-2016000706115-0-5135689, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012301-2015000488247-0-177343, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033000-2014000885580-0-2095585, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022903-2014000691728-0-7301945, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033204-2015000312571-0-6550920, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-060700-2016001337690-1-2592204, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2015000074476-0-3233213, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017601-2016000823983-0-1956252, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016900-2015001293998-0-7176369, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032902-2013000836936-0-4765659, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033204-2012000973077-0-822598, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030301-2016001476215-0-7316562, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016900-2015001293998-0-7176370, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025402-2013000712809-0-6411568, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030301-2016001389672-0-5531812, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-600900-2013000179752-0-8087176, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-600900-2013000179752-0-8087175, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030800-2016000227368-1-2604011, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035202-2015000355565-0-1206636, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010800-2016000432298-0-1196341, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061500-2014000470961-6-1064420, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2016000410053-0-7952900, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2015000777810-0-2097385, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017601-2016000010048-2-5644697, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030101-2015001362468-1-1969863, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042601-2013000611431-0-181602, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2016000410053-0-7952897, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012800-2014001355299-0-3994709, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016400-2015001364898-0-434884, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030202-2016000076919-0-7444062, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017102-2015000610535-0-1066426, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035300-2016000883913-0-5149467, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016801-2015000213706-0-5009188, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010900-2012001140018-0-5010100, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2016000410053-0-7952894, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022801-2016000262460-0-1065031, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016500-2016000168884-0-2089037, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030101-2016001472918-0-4387278, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035300-2012001378514-0-4131714, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047902-2013001019908-0-941952, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047802-2015000658288-0-4757823, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025402-2013001153428-0-7813268, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2014000315414-0-2478042, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016400-2016000237898-0-5395522, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026303-2016000613976-0-7696445, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033100-2016000792194-0-5020245, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016100-2012000437445-0-4122773, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016500-2013000194064-0-1960066, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042800-2016001351601-0-563357, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033203-2012000297907-0-4129918, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035300-2015000232684-0-4132395, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020900-2015000488247-1-3100974, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2016000410053-0-7952893, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061100-2013000008150-1-5392386, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2016000391945-0-7435413, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021600-2013000573783-0-6667244, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023003-2013000382737-0-1583444, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016000-2012000503933-0-4756531, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030202-2014000639823-0-6552181, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2016000202136-0-1070357, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025401-2012001153799-0-3736387, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030800-2013000290904-0-5656085, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033000-2012001101876-1-1076126, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2013000560401-0-3485057, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042602-2012000478352-0-7815930, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023300-2015001029325-0-3238751, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016000-2016001255287-0-2978180, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016400-2015001364898-0-434883, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020100-2013001461505-0-4626545, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012202-2014001317122-0-4372663, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033000-2014000265406-3-6294822, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026401-2014000056046-0-4001548, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-600200-2015000249377-0-6945636, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021800-2015000742202-0-4510986, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021800-2015000742202-0-4510983, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025402-2013000712809-0-6411570, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042601-2012001371043-0-1069019, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-011100-2015001111372-0-2339532, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030700-2013000784517-0-6678215, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021800-2013000371919-0-5656103, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016400-2016001345781-0-3869012, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023103-2014000917864-0-5400451, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020100-2016000413711-0-52879, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-045100-2015001319835-0-7053555, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033100-2016000792194-0-5020244, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020900-2016000007292-0-6154398, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026303-2013000882280-0-1456533, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031400-2014000403670-0-441060, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017802-2014000839166-0-303344, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015700-2014001212701-1-1324702, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012202-2013000609715-0-5899894, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013400-2012000349614-2-7176881, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012800-2012000307582-0-1322049, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012301-2013000721346-0-1955284, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015500-2014000174901-0-3612083, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-600200-2015000249377-0-6945635, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025100-2012000275249-0-7557902, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2013000560401-0-3485055, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016400-2015001093698-0-2723664, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022903-2014000691728-0-7301946, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023003-2012000121328-0-7057840, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015500-2012001093907-0-6286883, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026401-2014000622970-0-4128923, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025403-2014000405130-0-7686787, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016200-2013000629950-0-2722574, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032601-2013001351602-0-3114468, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2014000315414-0-2478045, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031302-2014001135852-0-7569352, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030102-2014000737619-0-7570835, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035300-2016000883913-0-5149468, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026200-2012000899249-0-6805562, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035300-2016000883913-0-5149469, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022600-2015001087739-1-7174709, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032700-2013000255010-0-2477702, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017601-2012000405878-0-5516643, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020200-2013000318971-0-5008558, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010400-2013000141206-0-6030423, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030800-2015000705172-0-5529689, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032902-2013000836936-0-4765660, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042601-2013000953782-0-3358391, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016500-2013000373520-0-55086, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020700-2014001294560-0-3608967, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025701-2012000622524-0-438814, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020600-2015000596876-0-178965, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047902-2013001019908-0-941951, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030800-2016001364106-0-950541, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013101-2014001499292-0-2467745, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2014000688612-0-7952302, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013101-2014001499292-0-2467744, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030700-2014001382787-0-4257715, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030202-2013001137202-0-4004833, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030302-2012001160042-0-6679680, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031400-2013001106601-0-2221290, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061400-2015001282334-1-1828608, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033100-2012001472832-0-4002900, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030202-2016000076919-0-7444063, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025500-2015001456857-0-5529857, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026004-2013001289447-0-4762612, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033204-2013001005226-0-2603181, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023003-2013000382737-0-1583441, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021300-2012000618474-0-938383, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010500-2016000806879-0-2965552, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-061400-2013001270771-1-557155, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010600-2014001477120-0-1565719, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016000-2012000503933-0-4756530, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047701-2012000506200-0-6286721, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010400-2012001111568-1-1195213, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030800-2016000227368-1-2604009, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-600200-2015000929834-0-962364, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030301-2016000012842-0-7188527, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-060700-2014000470961-5-4879478, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2016000410053-0-7952896, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2012000390561-0-7061062, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030600-2015000935210-0-1713068, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020900-2015000488247-1-3100975, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035202-2015000355565-0-1206633, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026402-2016000321066-0-2094432, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031400-2016000027951-1-62993, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023003-2016000498183-0-314089, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012501-2016000706115-0-5135690, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010200-2013001407490-0-7050876, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026401-2014000622970-0-4128924, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013500-2015000443201-0-5647719, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-060700-2016000674094-2-7939145, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
