,vehicleId,vehicleTypeId
5270,1617-4,Car
5271,1618-0,Car
5272,1618-1,Car
5273,1618-2,Car
5274,1618-3,Car
5275,1618-4,Car
5276,1619-0,Car
5277,1619-1,Car
5278,1619-2,Car
5279,1620-0,Car
5280,1620-1,Car
5281,1620-2,Car
5282,1621-0,Car
5283,1621-1,Car
5284,1621-2,Car
5285,1621-3,Car
5286,1622-0,Car
5287,1622-1,Car
5288,1622-2,Car
5289,1623-0,Car
5290,1623-1,Car
5291,1623-2,Car
5292,1624-0,Car
5293,1624-1,Car
5294,1624-2,Car
5295,1624-3,Car
5296,1624-4,Car
5297,1625-0,Car
5298,1625-1,Car
5299,1626-0,Car
5300,1626-1,Car
5301,1626-2,Car
5302,1627-0,Car
5303,1627-1,Car
5304,1627-2,Car
5305,1627-3,Car
5306,1627-4,Car
5307,1628-0,Car
5308,1628-1,Car
5309,1628-2,Car
5310,1628-3,Car
5311,1629-0,Car
5312,1629-1,Car
5313,1629-2,Car
5314,1629-3,Car
5315,1629-4,Car
5316,1630-0,Car
5317,1630-1,Car
5318,1630-2,Car
5319,1631-0,Car
5320,1631-1,Car
5321,1632-0,Car
5322,1632-1,Car
5323,1633-0,Car
5324,1633-1,Car
5325,1633-2,Car
5326,1634-0,Car
5327,1634-1,Car
5328,1634-2,Car
5329,1635-0,Car
5330,1635-1,Car
5331,1635-2,Car
5332,1635-3,Car
5333,1635-4,Car
5334,1636-0,Car
5335,1636-1,Car
5336,1637-0,Car
5337,1637-1,Car
5338,1637-2,Car
5339,1637-3,Car
5340,1637-4,Car
5341,1638-0,Car
5342,1638-1,Car
5343,1638-2,Car
5344,1639-0,Car
5345,1639-1,Car
5346,1639-2,Car
5347,1640-0,Car
5348,1640-1,Car
5349,1640-2,Car
5350,1640-3,Car
5351,1640-4,Car
5352,1641-0,Car
5353,1641-1,Car
5354,1641-2,Car
5355,1641-3,Car
5356,1641-4,Car
5357,1642-0,Car
5358,1642-1,Car
5359,1643-0,Car
5360,1643-1,Car
5361,1643-2,Car
5362,1644-0,Car
5363,1644-1,Car
5364,1644-2,Car
5365,1644-3,Car
5366,1644-4,Car
5367,1645-0,Car
5368,1645-1,Car
5369,1646-0,Car
5370,1646-1,Car
5371,1646-2,Car
5372,1647-0,Car
5373,1647-1,Car
5374,1648-0,Car
5375,1648-1,Car
5376,1648-2,Car
5377,1649-0,Car
5378,1649-1,Car
5379,1649-2,Car
5380,1649-3,Car
5381,1649-4,Car
5382,1650-0,Car
5383,1650-1,Car
5384,1650-2,Car
5385,1650-3,Car
5386,1651-0,Car
5387,1651-1,Car
5388,1651-2,Car
5389,1651-3,Car
5390,1652-0,Car
5391,1652-1,Car
5392,1652-2,Car
5393,1652-3,Car
5394,1653-0,Car
5395,1653-1,Car
5396,1654-0,Car
5397,1654-1,Car
5398,1654-2,Car
5399,1654-3,Car
5400,1655-0,Car
5401,1655-1,Car
5402,1656-0,Car
5403,1656-1,Car
5404,1656-2,Car
5405,1657-0,Car
5406,1657-1,Car
5407,1657-2,Car
5408,1658-0,Car
5409,1658-1,Car
5410,1658-2,Car
5411,1658-3,Car
5412,1658-4,Car
5413,1659-0,Car
5414,1659-1,Car
5415,1659-2,Car
5416,1660-0,Car
5417,1660-1,Car
5418,1660-2,Car
5419,1661-0,Car
5420,1661-1,Car
5421,1661-2,Car
5422,1661-3,Car
5423,1661-4,Car
5424,1662-0,Car
5425,1662-1,Car
5426,1663-0,Car
5427,1663-1,Car
5428,1663-2,Car
5429,1663-3,Car
5430,1663-4,Car
5431,1664-0,Car
5432,1664-1,Car
5433,1664-2,Car
5434,1664-3,Car
5435,1664-4,Car
5436,1665-0,Car
5437,1665-1,Car
5438,1665-2,Car
5439,1665-3,Car
5440,1666-0,Car
5441,1666-1,Car
5442,1666-2,Car
5443,1666-3,Car
5444,1666-4,Car
5445,1667-0,Car
5446,1667-1,Car
5447,1667-2,Car
5448,1667-3,Car
5449,1668-0,Car
5450,1668-1,Car
5451,1669-0,Car
5452,1669-1,Car
5453,1669-2,Car
5454,1669-3,Car
5455,1669-4,Car
5456,1670-0,Car
5457,1670-1,Car
5458,1670-2,Car
5459,1671-0,Car
5460,1671-1,Car
5461,1672-0,Car
5462,1672-1,Car
5463,1673-0,Car
5464,1673-1,Car
5465,1673-2,Car
5466,1673-3,Car
5467,1673-4,Car
5468,1674-0,Car
5469,1674-1,Car
5470,1675-0,Car
5471,1675-1,Car
5472,1675-2,Car
5473,1676-0,Car
5474,1676-1,Car
5475,1676-2,Car
5476,1676-3,Car
5477,1677-0,Car
5478,1677-1,Car
5479,1677-2,Car
5480,1678-0,Car
5481,1678-1,Car
5482,1678-2,Car
5483,1678-3,Car
5484,1678-4,Car
5485,1679-0,Car
5486,1679-1,Car
5487,1679-2,Car
5488,1680-0,Car
5489,1680-1,Car
5490,1680-2,Car
5491,1681-0,Car
5492,1681-1,Car
5493,1681-2,Car
5494,1682-0,Car
5495,1682-1,Car
5496,1682-2,Car
5497,1683-0,Car
5498,1683-1,Car
5499,1683-2,Car
5500,1684-0,Car
5501,1684-1,Car
5502,1684-2,Car
5503,1685-0,Car
5504,1685-1,Car
5505,1686-0,Car
5506,1686-1,Car
5507,1686-2,Car
5508,1687-0,Car
5509,1687-1,Car
5510,1687-2,Car
5511,1688-0,Car
5512,1688-1,Car
5513,1688-2,Car
5514,1688-3,Car
5515,1688-4,Car
5516,1689-0,Car
5517,1689-1,Car
5518,1690-0,Car
5519,1690-1,Car
5520,1690-2,Car
5521,1690-3,Car
5522,1690-4,Car
5523,1691-0,Car
5524,1691-1,Car
5525,1691-2,Car
5526,1691-3,Car
5527,1691-4,Car
5528,1692-0,Car
5529,1692-1,Car
5530,1692-2,Car
5531,1693-0,Car
5532,1693-1,Car
5533,1693-2,Car
5534,1694-0,Car
5535,1694-1,Car
5536,1694-2,Car
5537,1694-3,Car
5538,1694-4,Car
5539,1695-0,Car
5540,1695-1,Car
5541,1695-2,Car
5542,1696-0,Car
5543,1696-1,Car
5544,1697-0,Car
5545,1697-1,Car
5546,1697-2,Car
5547,1698-0,Car
5548,1698-1,Car
5549,1698-2,Car
5550,1699-0,Car
5551,1699-1,Car
5552,1699-2,Car
5553,1700-0,Car
5554,1700-1,Car
5555,1700-2,Car
5556,1700-3,Car
5557,1700-4,Car
5558,1701-0,Car
5559,1701-1,Car
5560,1701-2,Car
5561,1701-3,Car
5562,1701-4,Car
5563,1702-0,Car
5564,1702-1,Car
5565,1702-2,Car
5566,1702-3,Car
5567,1703-0,Car
5568,1703-1,Car
5569,1703-2,Car
5570,1703-3,Car
5571,1703-4,Car
5572,1704-0,Car
5573,1704-1,Car
5574,1705-0,Car
5575,1705-1,Car
5576,1705-2,Car
5577,1705-3,Car
5578,1705-4,Car
5579,1706-0,Car
5580,1706-1,Car
5581,1707-0,Car
5582,1707-1,Car
5583,1707-2,Car
5584,1708-0,Car
5585,1708-1,Car
5586,1708-2,Car
5587,1709-0,Car
5588,1709-1,Car
5589,1709-2,Car
5590,1710-0,Car
5591,1710-1,Car
5592,1710-2,Car
5593,1711-0,Car
5594,1711-1,Car
5595,1712-0,Car
5596,1712-1,Car
5597,1712-2,Car
5598,1712-3,Car
5599,1712-4,Car
5600,1713-0,Car
5601,1713-1,Car
5602,1713-2,Car
5603,1714-0,Car
5604,1714-1,Car
5605,1715-0,Car
5606,1715-1,Car
5607,1716-0,Car
5608,1716-1,Car
5609,1717-0,Car
5610,1717-1,Car
5611,1717-2,Car
5612,1718-0,Car
5613,1718-1,Car
5614,1719-0,Car
5615,1719-1,Car
5616,1720-0,Car
5617,1720-1,Car
5618,1720-2,Car
5619,1721-0,Car
5620,1721-1,Car
5621,1721-2,Car
5622,1722-0,Car
5623,1722-1,Car
5624,1722-2,Car
5625,1722-3,Car
5626,1722-4,Car
5627,1723-0,Car
5628,1723-1,Car
5629,1723-2,Car
5630,1723-3,Car
5631,1723-4,Car
5632,1724-0,Car
5633,1724-1,Car
5634,1724-2,Car
5635,1724-3,Car
5636,1724-4,Car
5637,1725-0,Car
5638,1725-1,Car
5639,1725-2,Car
5640,1725-3,Car
5641,1726-0,Car
5642,1726-1,Car
5643,1727-0,Car
5644,1727-1,Car
5645,1727-2,Car
5646,1728-0,Car
5647,1728-1,Car
5648,1728-2,Car
5649,1728-3,Car
5650,1728-4,Car
5651,1729-0,Car
5652,1729-1,Car
5653,1729-2,Car
5654,1730-0,Car
5655,1730-1,Car
5656,1730-2,Car
5657,1731-0,Car
5658,1731-1,Car
5659,1731-2,Car
5660,1731-3,Car
5661,1731-4,Car
5662,1732-0,Car
5663,1732-1,Car
5664,1733-0,Car
5665,1733-1,Car
5666,1733-2,Car
5667,1733-3,Car
5668,1733-4,Car
5669,1734-0,Car
5670,1734-1,Car
5671,1735-0,Car
5672,1735-1,Car
5673,1735-2,Car
5674,1735-3,Car
5675,1736-0,Car
5676,1736-1,Car
5677,1736-2,Car
5678,1737-0,Car
5679,1737-1,Car
5680,1737-2,Car
5681,1738-0,Car
5682,1738-1,Car
5683,1738-2,Car
5684,1738-3,Car
5685,1739-0,Car
5686,1739-1,Car
5687,1739-2,Car
5688,1739-3,Car
5689,1740-0,Car
5690,1740-1,Car
5691,1741-0,Car
5692,1741-1,Car
5693,1742-0,Car
5694,1742-1,Car
5695,1742-2,Car
5696,1742-3,Car
5697,1743-0,Car
5698,1743-1,Car
5699,1743-2,Car
5700,1743-3,Car
5701,1743-4,Car
5702,1744-0,Car
5703,1744-1,Car
5704,1744-2,Car
5705,1744-3,Car
5706,1745-0,Car
5707,1745-1,Car
5708,1745-2,Car
5709,1746-0,Car
5710,1746-1,Car
5711,1746-2,Car
5712,1746-3,Car
5713,1746-4,Car
5714,1747-0,Car
5715,1747-1,Car
5716,1747-2,Car
5717,1747-3,Car
5718,1747-4,Car
5719,1748-0,Car
5720,1748-1,Car
5721,1748-2,Car
5722,1748-3,Car
5723,1749-0,Car
5724,1749-1,Car
5725,1750-0,Car
5726,1750-1,Car
5727,1751-0,Car
5728,1751-1,Car
5729,1751-2,Car
5730,1752-0,Car
5731,1752-1,Car
5732,1752-2,Car
5733,1752-3,Car
5734,1752-4,Car
5735,1753-0,Car
5736,1753-1,Car
5737,1754-0,Car
5738,1754-1,Car
5739,1754-2,Car
5740,1754-3,Car
5741,1755-0,Car
5742,1755-1,Car
5743,1755-2,Car
5744,1756-0,Car
5745,1756-1,Car
5746,1757-0,Car
5747,1757-1,Car
5748,1758-0,Car
5749,1758-1,Car
5750,1758-2,Car
5751,1759-0,Car
5752,1759-1,Car
5753,1759-2,Car
5754,1760-0,Car
5755,1760-1,Car
5756,1761-0,Car
5757,1761-1,Car
5758,1761-2,Car
5759,1762-0,Car
5760,1762-1,Car
5761,1762-2,Car
5762,1763-0,Car
5763,1763-1,Car
5764,1763-2,Car
5765,1764-0,Car
5766,1764-1,Car
5767,1764-2,Car
5768,1764-3,Car
5769,1764-4,Car
5770,1765-0,Car
5771,1765-1,Car
5772,1765-2,Car
5773,1765-3,Car
5774,1766-0,Car
5775,1766-1,Car
5776,1767-0,Car
5777,1767-1,Car
5778,1767-2,Car
5779,1767-3,Car
5780,1767-4,Car
5781,1768-0,Car
5782,1768-1,Car
5783,1769-0,Car
5784,1769-1,Car
5785,1769-2,Car
5786,1770-0,Car
5787,1770-1,Car
5788,1771-0,Car
5789,1771-1,Car
5790,1771-2,Car
5791,1771-3,Car
5792,1771-4,Car
5793,1772-0,Car
5794,1772-1,Car
5795,1772-2,Car
5796,1772-3,Car
5797,1773-0,Car
5798,1773-1,Car
5799,1773-2,Car
5800,1773-3,Car
5801,1774-0,Car
5802,1774-1,Car
5803,1774-2,Car
5804,1775-0,Car
5805,1775-1,Car
5806,1775-2,Car
5807,1776-0,Car
5808,1776-1,Car
5809,1776-2,Car
5810,1776-3,Car
5811,1776-4,Car
5812,1777-0,Car
5813,1777-1,Car
5814,1777-2,Car
5815,1777-3,Car
5816,1777-4,Car
5817,1778-0,Car
5818,1778-1,Car
5819,1779-0,Car
5820,1779-1,Car
5821,1779-2,Car
5822,1780-0,Car
5823,1780-1,Car
5824,1780-2,Car
5825,1781-0,Car
5826,1781-1,Car
5827,1781-2,Car
5828,1781-3,Car
5829,1782-0,Car
5830,1782-1,Car
5831,1782-2,Car
5832,1783-0,Car
5833,1783-1,Car
5834,1783-2,Car
5835,1784-0,Car
5836,1784-1,Car
5837,1784-2,Car
5838,1785-0,Car
5839,1785-1,Car
5840,1785-2,Car
5841,1786-0,Car
5842,1786-1,Car
5843,1787-0,Car
5844,1787-1,Car
5845,1787-2,Car
5846,1787-3,Car
5847,1788-0,Car
5848,1788-1,Car
5849,1788-2,Car
5850,1788-3,Car
5851,1788-4,Car
5852,1789-0,Car
5853,1789-1,Car
5854,1789-2,Car
5855,1790-0,Car
5856,1790-1,Car
5857,1790-2,Car
5858,1791-0,Car
5859,1791-1,Car
5860,1791-2,Car
5861,1792-0,Car
5862,1792-1,Car
5863,1793-0,Car
5864,1793-1,Car
5865,1794-0,Car
5866,1794-1,Car
5867,1794-2,Car
5868,1794-3,Car
5869,1795-0,Car
5870,1795-1,Car
5871,1796-0,Car
5872,1796-1,Car
5873,1796-2,Car
5874,1796-3,Car
5875,1796-4,Car
5876,1797-0,Car
5877,1797-1,Car
5878,1797-2,Car
5879,1798-0,Car
5880,1798-1,Car
5881,1799-0,Car
5882,1799-1,Car
5883,1800-0,Car
5884,1800-1,Car
5885,1801-0,Car
5886,1801-1,Car
5887,1802-0,Car
5888,1802-1,Car
5889,1803-0,Car
5890,1803-1,Car
5891,1803-2,Car
5892,1803-3,Car
5893,1803-4,Car
5894,1804-0,Car
5895,1804-1,Car
5896,1804-2,Car
5897,1804-3,Car
5898,1804-4,Car
5899,1805-0,Car
5900,1805-1,Car
5901,1805-2,Car
5902,1806-0,Car
5903,1806-1,Car
5904,1806-2,Car
5905,1807-0,Car
5906,1807-1,Car
5907,1808-0,Car
5908,1808-1,Car
5909,1809-0,Car
5910,1809-1,Car
5911,1809-2,Car
5912,1809-3,Car
5913,1809-4,Car
5914,1810-0,Car
5915,1810-1,Car
5916,1811-0,Car
5917,1811-1,Car
5918,1811-2,Car
5919,1811-3,Car
5920,1811-4,Car
5921,1812-0,Car
5922,1812-1,Car
5923,1812-2,Car
5924,1812-3,Car
5925,1812-4,Car
5926,1813-0,Car
5927,1813-1,Car
5928,1813-2,Car
5929,1814-0,Car
5930,1814-1,Car
5931,1814-2,Car
5932,1815-0,Car
5933,1815-1,Car
5934,1815-2,Car
5935,1816-0,Car
5936,1816-1,Car
5937,1817-0,Car
5938,1817-1,Car
5939,1817-2,Car
5940,1817-3,Car
5941,1817-4,Car
5942,1818-0,Car
5943,1818-1,Car
5944,1818-2,Car
5945,1818-3,Car
5946,1818-4,Car
5947,1819-0,Car
5948,1819-1,Car
5949,1820-0,Car
5950,1820-1,Car
5951,1820-2,Car
5952,1820-3,Car
5953,1820-4,Car
5954,1821-0,Car
5955,1821-1,Car
5956,1821-2,Car
5957,1821-3,Car
5958,1822-0,Car
5959,1822-1,Car
5960,1822-2,Car
5961,1822-3,Car
5962,1822-4,Car
5963,1823-0,Car
5964,1823-1,Car
5965,1823-2,Car
5966,1823-3,Car
5967,1824-0,Car
5968,1824-1,Car
5969,1824-2,Car
5970,1825-0,Car
5971,1825-1,Car
5972,1825-2,Car
5973,1825-3,Car
5974,1825-4,Car
5975,1826-0,Car
5976,1826-1,Car
5977,1826-2,Car
5978,1826-3,Car
5979,1826-4,Car
5980,1827-0,Car
5981,1827-1,Car
5982,1827-2,Car
5983,1827-3,Car
5984,1827-4,Car
5985,1828-0,Car
5986,1828-1,Car
5987,1828-2,Car
5988,1828-3,Car
5989,1828-4,Car
5990,1829-0,Car
5991,1829-1,Car
5992,1829-2,Car
5993,1829-3,Car
5994,1829-4,Car
5995,1830-0,Car
5996,1830-1,Car
5997,1831-0,Car
5998,1831-1,Car
5999,1831-2,Car
6000,1832-0,Car
6001,1832-1,Car
6002,1833-0,Car
6003,1833-1,Car
6004,1834-0,Car
6005,1834-1,Car
6006,1834-2,Car
6007,1835-0,Car
6008,1835-1,Car
6009,1836-0,Car
6010,1836-1,Car
6011,1837-0,Car
6012,1837-1,Car
6013,1837-2,Car
6014,1838-0,Car
6015,1838-1,Car
6016,1839-0,Car
6017,1839-1,Car
6018,1839-2,Car
6019,1839-3,Car
6020,1839-4,Car
6021,1840-0,Car
6022,1840-1,Car
6023,1840-2,Car
6024,1841-0,Car
6025,1841-1,Car
6026,1841-2,Car
6027,1841-3,Car
6028,1842-0,Car
6029,1842-1,Car
6030,1842-2,Car
6031,1843-0,Car
6032,1843-1,Car
6033,1844-0,Car
6034,1844-1,Car
6035,1844-2,Car
6036,1844-3,Car
6037,1845-0,Car
6038,1845-1,Car
6039,1845-2,Car
6040,1845-3,Car
6041,1846-0,Car
6042,1846-1,Car
6043,1847-0,Car
6044,1847-1,Car
6045,1847-2,Car
6046,1848-0,Car
6047,1848-1,Car
6048,1849-0,Car
6049,1849-1,Car
6050,1850-0,Car
6051,1850-1,Car
6052,1851-0,Car
6053,1851-1,Car
6054,1851-2,Car
6055,1852-0,Car
6056,1852-1,Car
6057,1852-2,Car
6058,1852-3,Car
6059,1852-4,Car
6060,1853-0,Car
6061,1853-1,Car
6062,1854-0,Car
6063,1854-1,Car
6064,1854-2,Car
6065,1854-3,Car
6066,1855-0,Car
6067,1855-1,Car
6068,1856-0,Car
6069,1856-1,Car
6070,1856-2,Car
6071,1857-0,Car
6072,1857-1,Car
6073,1857-2,Car
6074,1857-3,Car
6075,1858-0,Car
6076,1858-1,Car
6077,1859-0,Car
6078,1859-1,Car
6079,1860-0,Car
6080,1860-1,Car
6081,1861-0,Car
6082,1861-1,Car
6083,1861-2,Car
6084,1861-3,Car
6085,1862-0,Car
6086,1862-1,Car
6087,1862-2,Car
6088,1862-3,Car
6089,1863-0,Car
6090,1863-1,Car
6091,1864-0,Car
6092,1864-1,Car
6093,1864-2,Car
6094,1865-0,Car
6095,1865-1,Car
6096,1865-2,Car
6097,1865-3,Car
6098,1866-0,Car
6099,1866-1,Car
6100,1866-2,Car
6101,1866-3,Car
6102,1867-0,Car
6103,1867-1,Car
6104,1868-0,Car
6105,1868-1,Car
6106,1868-2,Car
6107,1868-3,Car
6108,1869-0,Car
6109,1869-1,Car
6110,1869-2,Car
6111,1870-0,Car
6112,1870-1,Car
6113,1870-2,Car
6114,1871-0,Car
6115,1871-1,Car
6116,1872-0,Car
6117,1872-1,Car
6118,1872-2,Car
6119,1873-0,Car
6120,1873-1,Car
6121,1874-0,Car
6122,1874-1,Car
6123,1874-2,Car
6124,1875-0,Car
6125,1875-1,Car
6126,1875-2,Car
6127,1876-0,Car
6128,1876-1,Car
6129,1876-2,Car
6130,1876-3,Car
6131,1877-0,Car
6132,1877-1,Car
6133,1877-2,Car
6134,1877-3,Car
6135,1878-0,Car
6136,1878-1,Car
6137,1879-0,Car
6138,1879-1,Car
6139,1879-2,Car
6140,1879-3,Car
6141,1879-4,Car
6142,1880-0,Car
6143,1880-1,Car
6144,1880-2,Car
6145,1880-3,Car
6146,1881-0,Car
6147,1881-1,Car
6148,1882-0,Car
6149,1882-1,Car
6150,1882-2,Car
6151,1882-3,Car
6152,1882-4,Car
6153,1883-0,Car
6154,1883-1,Car
6155,1883-2,Car
6156,1884-0,Car
6157,1884-1,Car
6158,1885-0,Car
6159,1885-1,Car
6160,1885-2,Car
6161,1885-3,Car
6162,1886-0,Car
6163,1886-1,Car
6164,1886-2,Car
6165,1886-3,Car
6166,1887-0,Car
6167,1887-1,Car
6168,1887-2,Car
6169,1888-0,Car
6170,1888-1,Car
6171,1888-2,Car
6172,1888-3,Car
6173,1888-4,Car
6174,1889-0,Car
6175,1889-1,Car
6176,1889-2,Car
6177,1889-3,Car
6178,1889-4,Car
6179,1890-0,Car
6180,1890-1,Car
6181,1890-2,Car
6182,1891-0,Car
6183,1891-1,Car
6184,1892-0,Car
6185,1892-1,Car
6186,1892-2,Car
6187,1893-0,Car
6188,1893-1,Car
6189,1894-0,Car
6190,1894-1,Car
6191,1894-2,Car
6192,1895-0,Car
6193,1895-1,Car
6194,1895-2,Car
6195,1896-0,Car
6196,1896-1,Car
6197,1896-2,Car
6198,1897-0,Car
6199,1897-1,Car
6200,1897-2,Car
6201,1898-0,Car
6202,1898-1,Car
6203,1898-2,Car
6204,1898-3,Car
6205,1899-0,Car
6206,1899-1,Car
6207,1900-0,Car
6208,1900-1,Car
6209,1900-2,Car
6210,1900-3,Car
6211,1900-4,Car
6212,1901-0,Car
6213,1901-1,Car
6214,1901-2,Car
6215,1902-0,Car
6216,1902-1,Car
6217,1902-2,Car
6218,1902-3,Car
6219,1902-4,Car
6220,1903-0,Car
6221,1903-1,Car
6222,1903-2,Car
6223,1904-0,Car
6224,1904-1,Car
6225,1904-2,Car
6226,1904-3,Car
6227,1904-4,Car
6228,1905-0,Car
6229,1905-1,Car
6230,1905-2,Car
6231,1905-3,Car
6232,1905-4,Car
6233,1906-0,Car
6234,1906-1,Car
6235,1906-2,Car
6236,1907-0,Car
6237,1907-1,Car
6238,1907-2,Car
6239,1908-0,Car
6240,1908-1,Car
6241,1908-2,Car
6242,1909-0,Car
6243,1909-1,Car
6244,1909-2,Car
6245,1909-3,Car
6246,1909-4,Car
6247,1910-0,Car
6248,1910-1,Car
6249,1910-2,Car
6250,1910-3,Car
6251,1911-0,Car
6252,1911-1,Car
6253,1911-2,Car
6254,1912-0,Car
6255,1912-1,Car
6256,1913-0,Car
6257,1913-1,Car
6258,1913-2,Car
6259,1914-0,Car
6260,1914-1,Car
6261,1914-2,Car
6262,1914-3,Car
6263,1914-4,Car
6264,1915-0,Car
6265,1915-1,Car
6266,1916-0,Car
6267,1916-1,Car
6268,1917-0,Car
6269,1917-1,Car
6270,1917-2,Car
6271,1918-0,Car
6272,1918-1,Car
6273,1919-0,Car
6274,1919-1,Car
6275,1920-0,Car
6276,1920-1,Car
6277,1921-0,Car
6278,1921-1,Car
6279,1921-2,Car
6280,1921-3,Car
6281,1921-4,Car
6282,1922-0,Car
6283,1922-1,Car
6284,1922-2,Car
6285,1923-0,Car
6286,1923-1,Car
6287,1923-2,Car
6288,1923-3,Car
6289,1923-4,Car
6290,1924-0,Car
6291,1924-1,Car
6292,1924-2,Car
6293,1924-3,Car
6294,1924-4,Car
6295,1925-0,Car
6296,1925-1,Car
6297,1925-2,Car
6298,1926-0,Car
6299,1926-1,Car
6300,1926-2,Car
6301,1927-0,Car
6302,1927-1,Car
6303,1928-0,Car
6304,1928-1,Car
6305,1928-2,Car
6306,1928-3,Car
6307,1928-4,Car
6308,1929-0,Car
6309,1929-1,Car
6310,1929-2,Car
6311,1930-0,Car
6312,1930-1,Car
6313,1930-2,Car
6314,1930-3,Car
6315,1931-0,Car
6316,1931-1,Car
6317,1931-2,Car
6318,1932-0,Car
6319,1932-1,Car
6320,1932-2,Car
6321,1932-3,Car
6322,1932-4,Car
6323,1933-0,Car
6324,1933-1,Car
6325,1934-0,Car
6326,1934-1,Car
6327,1935-0,Car
6328,1935-1,Car
6329,1935-2,Car
6330,1935-3,Car
6331,1935-4,Car
6332,1936-0,Car
6333,1936-1,Car
6334,1936-2,Car
6335,1937-0,Car
6336,1937-1,Car
6337,1938-0,Car
6338,1938-1,Car
6339,1938-2,Car
6340,1938-3,Car
6341,1939-0,Car
6342,1939-1,Car
6343,1939-2,Car
6344,1939-3,Car
6345,1940-0,Car
6346,1940-1,Car
6347,1940-2,Car
6348,1941-0,Car
6349,1941-1,Car
6350,1941-2,Car
6351,1942-0,Car
6352,1942-1,Car
6353,1942-2,Car
6354,1942-3,Car
6355,1942-4,Car
6356,1943-0,Car
6357,1943-1,Car
6358,1943-2,Car
6359,1944-0,Car
6360,1944-1,Car
6361,1944-2,Car
6362,1944-3,Car
6363,1945-0,Car
6364,1945-1,Car
6365,1945-2,Car
6366,1946-0,Car
6367,1946-1,Car
6368,1946-2,Car
6369,1946-3,Car
6370,1946-4,Car
6371,1947-0,Car
6372,1947-1,Car
6373,1947-2,Car
6374,1947-3,Car
6375,1947-4,Car
6376,1948-0,Car
6377,1948-1,Car
6378,1948-2,Car
6379,1948-3,Car
6380,1949-0,Car
6381,1949-1,Car
6382,1949-2,Car
6383,1950-0,Car
6384,1950-1,Car
6385,1950-2,Car
6386,1951-0,Car
6387,1951-1,Car
6388,1951-2,Car
6389,1951-3,Car
6390,1952-0,Car
6391,1952-1,Car
6392,1952-2,Car
6393,1953-0,Car
6394,1953-1,Car
6395,1953-2,Car
6396,1953-3,Car
6397,1953-4,Car
6398,1954-0,Car
6399,1954-1,Car
6400,1955-0,Car
6401,1955-1,Car
6402,1955-2,Car
6403,1956-0,Car
6404,1956-1,Car
6405,1956-2,Car
6406,1957-0,Car
6407,1957-1,Car
6408,1958-0,Car
6409,1958-1,Car
6410,1958-2,Car
6411,1959-0,Car
6412,1959-1,Car
6413,1960-0,Car
6414,1960-1,Car
6415,1961-0,Car
6416,1961-1,Car
6417,1961-2,Car
6418,1961-3,Car
6419,1962-0,Car
6420,1962-1,Car
6421,1962-2,Car
6422,1962-3,Car
6423,1963-0,Car
6424,1963-1,Car
6425,1964-0,Car
6426,1964-1,Car
6427,1964-2,Car
6428,1964-3,Car
6429,1964-4,Car
6430,1965-0,Car
6431,1965-1,Car
6432,1966-0,Car
6433,1966-1,Car
6434,1966-2,Car
6435,1967-0,Car
6436,1967-1,Car
6437,1968-0,Car
6438,1968-1,Car
6439,1968-2,Car
6440,1969-0,Car
6441,1969-1,Car
6442,1970-0,Car
6443,1970-1,Car
6444,1970-2,Car
6445,1971-0,Car
6446,1971-1,Car
6447,1971-2,Car
6448,1972-0,Car
6449,1972-1,Car
6450,1972-2,Car
6451,1972-3,Car
6452,1972-4,Car
6453,1973-0,Car
6454,1973-1,Car
6455,1973-2,Car
6456,1973-3,Car
6457,1973-4,Car
6458,1974-0,Car
6459,1974-1,Car
6460,1974-2,Car
6461,1975-0,Car
6462,1975-1,Car
6463,1976-0,Car
6464,1976-1,Car
6465,1976-2,Car
6466,1976-3,Car
6467,1976-4,Car
6468,1977-0,Car
6469,1977-1,Car
6470,1977-2,Car
6471,1977-3,Car
6472,1978-0,Car
6473,1978-1,Car
6474,1979-0,Car
6475,1979-1,Car
6476,1979-2,Car
6477,1979-3,Car
6478,1979-4,Car
6479,1980-0,Car
6480,1980-1,Car
6481,1980-2,Car
6482,1981-0,Car
6483,1981-1,Car
6484,1981-2,Car
6485,1982-0,Car
6486,1982-1,Car
6487,1982-2,Car
6488,1983-0,Car
6489,1983-1,Car
6490,1983-2,Car
6491,1984-0,Car
6492,1984-1,Car
6493,1984-2,Car
6494,1984-3,Car
6495,1984-4,Car
6496,1985-0,Car
6497,1985-1,Car
6498,1985-2,Car
6499,1986-0,Car
6500,1986-1,Car
6501,1986-2,Car
6502,1986-3,Car
6503,1987-0,Car
6504,1987-1,Car
6505,1987-2,Car
6506,1987-3,Car
6507,1988-0,Car
6508,1988-1,Car
6509,1988-2,Car
6510,1989-0,Car
6511,1989-1,Car
6512,1989-2,Car
6513,1989-3,Car
6514,1989-4,Car
6515,1990-0,Car
6516,1990-1,Car
6517,1990-2,Car
6518,1990-3,Car
6519,1991-0,Car
6520,1991-1,Car
6521,1991-2,Car
6522,1991-3,Car
6523,1992-0,Car
6524,1992-1,Car
6525,1993-0,Car
6526,1993-1,Car
6527,1994-0,Car
6528,1994-1,Car
6529,1994-2,Car
6530,1995-0,Car
6531,1995-1,Car
6532,1996-0,Car
6533,1996-1,Car
6534,1996-2,Car
6535,1997-0,Car
6536,1997-1,Car
6537,1998-0,Car
6538,1998-1,Car
6539,1998-2,Car
6540,1999-0,Car
