taz,parkingType,pricingModel,chargingType,numStalls,feeInCents,reservedFor
148,Public,Block,NoCharger,2147483647,0,Any
328,Workplace,Block,DCFast(50|DC),2147483647,0,Any
291,Workplace,Block,DCFast(50|DC),2147483647,0,Any
393,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
350,Workplace,FlatFee,NoCharger,2147483647,0,Any
104,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
396,Public,Block,Level2(7.2|AC),2147483647,0,Any
543,Workplace,FlatFee,NoCharger,2147483647,0,Any
345,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
580,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
373,Public,Block,DCFast(50|DC),2147483647,0,Any
378,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
245,Residential,FlatFee,NoCharger,2147483647,0,Any
44,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
341,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
97,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
552,Residential,Block,DCFast(50|DC),2147483647,0,Any
124,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
295,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
109,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
415,Public,Block,Level2(7.2|AC),2147483647,0,Any
261,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
127,Workplace,FlatFee,NoCharger,2147483647,0,Any
301,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
499,Residential,Block,UltraFast(250|DC),2147483647,0,Any
176,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
206,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
91,Residential,Block,Level1(2.3|AC),2147483647,0,Any
441,Residential,Block,DCFast(50|DC),2147483647,0,Any
403,Public,Block,NoCharger,2147483647,0,Any
51,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
288,Residential,Block,UltraFast(250|DC),2147483647,0,Any
372,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
467,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
167,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
101,Residential,Block,UltraFast(250|DC),2147483647,0,Any
110,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
281,Public,Block,Level1(2.3|AC),2147483647,0,Any
241,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
483,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
541,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
167,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
166,Public,FlatFee,NoCharger,2147483647,0,Any
495,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
266,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
366,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
539,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
83,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
141,Residential,Block,UltraFast(250|DC),2147483647,0,Any
450,Public,FlatFee,NoCharger,2147483647,0,Any
403,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
363,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
342,Public,Block,UltraFast(250|DC),2147483647,0,Any
111,Workplace,FlatFee,NoCharger,2147483647,0,Any
382,Public,Block,UltraFast(250|DC),2147483647,0,Any
156,Residential,Block,UltraFast(250|DC),2147483647,0,Any
221,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
394,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
106,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
109,Workplace,Block,NoCharger,2147483647,0,Any
263,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
245,Residential,Block,Level1(2.3|AC),2147483647,0,Any
309,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
445,Residential,Block,UltraFast(250|DC),2147483647,0,Any
289,Residential,Block,NoCharger,2147483647,0,Any
184,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
439,Public,Block,DCFast(50|DC),2147483647,0,Any
373,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
255,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
333,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
296,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
278,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
20,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
57,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
280,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
30,Residential,FlatFee,NoCharger,2147483647,0,Any
92,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
156,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
76,Public,Block,Level2(7.2|AC),2147483647,0,Any
573,Public,Block,Level2(7.2|AC),2147483647,0,Any
4,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
8,Residential,Block,Level1(2.3|AC),2147483647,0,Any
35,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
241,Residential,FlatFee,NoCharger,2147483647,0,Any
398,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
117,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
297,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
363,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
23,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
73,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
298,Public,Block,NoCharger,2147483647,0,Any
216,Residential,Block,UltraFast(250|DC),2147483647,0,Any
312,Public,Block,Level2(7.2|AC),2147483647,0,Any
72,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
287,Residential,Block,NoCharger,2147483647,0,Any
295,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
523,Public,Block,DCFast(50|DC),2147483647,0,Any
9,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
399,Residential,Block,DCFast(50|DC),2147483647,0,Any
410,Public,Block,UltraFast(250|DC),2147483647,0,Any
126,Workplace,FlatFee,NoCharger,2147483647,0,Any
176,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
471,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
255,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
533,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
101,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
179,Public,Block,Level2(7.2|AC),2147483647,0,Any
80,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
272,Public,Block,UltraFast(250|DC),2147483647,0,Any
416,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
352,Public,Block,UltraFast(250|DC),2147483647,0,Any
114,Residential,Block,NoCharger,2147483647,0,Any
513,Public,Block,Level2(7.2|AC),2147483647,0,Any
314,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
16,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
313,Workplace,FlatFee,NoCharger,2147483647,0,Any
69,Public,Block,UltraFast(250|DC),2147483647,0,Any
427,Public,Block,DCFast(50|DC),2147483647,0,Any
36,Public,Block,NoCharger,2147483647,0,Any
1,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
450,Workplace,FlatFee,NoCharger,2147483647,0,Any
13,Residential,FlatFee,NoCharger,2147483647,0,Any
129,Public,Block,DCFast(50|DC),2147483647,0,Any
106,Residential,Block,DCFast(50|DC),2147483647,0,Any
525,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
407,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
70,Workplace,FlatFee,NoCharger,2147483647,0,Any
477,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
332,Residential,Block,Level2(7.2|AC),2147483647,0,Any
1,Public,Block,DCFast(50|DC),2147483647,0,Any
390,Residential,Block,UltraFast(250|DC),2147483647,0,Any
254,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
424,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
302,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
221,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
1,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
250,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
342,Residential,Block,Level1(2.3|AC),2147483647,0,Any
56,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
167,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
40,Residential,Block,Level1(2.3|AC),2147483647,0,Any
290,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
557,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
231,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
472,Residential,Block,Level1(2.3|AC),2147483647,0,Any
254,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
418,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
233,Public,Block,Level1(2.3|AC),2147483647,0,Any
441,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
248,Residential,Block,UltraFast(250|DC),2147483647,0,Any
367,Workplace,Block,NoCharger,2147483647,0,Any
279,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
452,Public,Block,Level1(2.3|AC),2147483647,0,Any
94,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
479,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
455,Workplace,Block,DCFast(50|DC),2147483647,0,Any
451,Residential,FlatFee,NoCharger,2147483647,0,Any
575,Public,Block,Level2(7.2|AC),2147483647,0,Any
229,Public,Block,NoCharger,2147483647,0,Any
240,Workplace,FlatFee,NoCharger,2147483647,0,Any
109,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
241,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
105,Public,Block,UltraFast(250|DC),2147483647,0,Any
431,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
36,Public,Block,UltraFast(250|DC),2147483647,0,Any
133,Residential,Block,UltraFast(250|DC),2147483647,0,Any
423,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
217,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
421,Workplace,Block,DCFast(50|DC),2147483647,0,Any
503,Public,Block,NoCharger,2147483647,0,Any
461,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
277,Residential,FlatFee,NoCharger,2147483647,0,Any
330,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
499,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
112,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
118,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
569,Residential,FlatFee,NoCharger,2147483647,0,Any
536,Residential,Block,Level2(7.2|AC),2147483647,0,Any
523,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
200,Workplace,FlatFee,NoCharger,2147483647,0,Any
272,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
491,Workplace,Block,NoCharger,2147483647,0,Any
38,Residential,Block,Level1(2.3|AC),2147483647,0,Any
542,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
47,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
352,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
414,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
565,Public,Block,UltraFast(250|DC),2147483647,0,Any
419,Residential,Block,Level1(2.3|AC),2147483647,0,Any
195,Residential,Block,Level1(2.3|AC),2147483647,0,Any
561,Residential,Block,NoCharger,2147483647,0,Any
411,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
158,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
536,Residential,Block,NoCharger,2147483647,0,Any
17,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
367,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
206,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
457,Residential,FlatFee,NoCharger,2147483647,0,Any
186,Residential,FlatFee,NoCharger,2147483647,0,Any
74,Public,Block,Level1(2.3|AC),2147483647,0,Any
435,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
354,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
352,Workplace,Block,DCFast(50|DC),2147483647,0,Any
380,Public,FlatFee,NoCharger,2147483647,0,Any
92,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
21,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
170,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
496,Residential,FlatFee,NoCharger,2147483647,0,Any
514,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
134,Workplace,FlatFee,NoCharger,2147483647,0,Any
421,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
194,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
193,Residential,Block,Level1(2.3|AC),2147483647,0,Any
346,Workplace,FlatFee,NoCharger,2147483647,0,Any
281,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
431,Residential,Block,DCFast(50|DC),2147483647,0,Any
363,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
137,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
81,Workplace,Block,DCFast(50|DC),2147483647,0,Any
458,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
31,Residential,Block,Level1(2.3|AC),2147483647,0,Any
460,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
68,Residential,Block,DCFast(50|DC),2147483647,0,Any
306,Public,Block,Level2(7.2|AC),2147483647,0,Any
180,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
328,Public,Block,Level2(7.2|AC),2147483647,0,Any
274,Public,Block,NoCharger,2147483647,0,Any
341,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
370,Residential,Block,Level2(7.2|AC),2147483647,0,Any
539,Residential,Block,DCFast(50|DC),2147483647,0,Any
261,Workplace,Block,NoCharger,2147483647,0,Any
274,Residential,Block,NoCharger,2147483647,0,Any
251,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
93,Residential,Block,Level1(2.3|AC),2147483647,0,Any
513,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
173,Workplace,Block,DCFast(50|DC),2147483647,0,Any
192,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
118,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
377,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
217,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
152,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
515,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
246,Residential,Block,DCFast(50|DC),2147483647,0,Any
563,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
395,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
380,Workplace,Block,NoCharger,2147483647,0,Any
289,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
198,Residential,Block,Level1(2.3|AC),2147483647,0,Any
466,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
496,Workplace,Block,NoCharger,2147483647,0,Any
332,Public,Block,UltraFast(250|DC),2147483647,0,Any
317,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
331,Residential,Block,Level2(7.2|AC),2147483647,0,Any
543,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
315,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
514,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
527,Public,Block,UltraFast(250|DC),2147483647,0,Any
1,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
371,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
362,Residential,Block,Level2(7.2|AC),2147483647,0,Any
56,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
48,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
159,Public,FlatFee,NoCharger,2147483647,0,Any
477,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
29,Residential,Block,UltraFast(250|DC),2147483647,0,Any
233,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
442,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
286,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
542,Residential,Block,Level2(7.2|AC),2147483647,0,Any
87,Residential,Block,NoCharger,2147483647,0,Any
575,Workplace,Block,NoCharger,2147483647,0,Any
503,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
296,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
16,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
549,Residential,Block,Level2(7.2|AC),2147483647,0,Any
83,Residential,FlatFee,NoCharger,2147483647,0,Any
504,Residential,Block,Level2(7.2|AC),2147483647,0,Any
461,Workplace,Block,DCFast(50|DC),2147483647,0,Any
144,Workplace,Block,DCFast(50|DC),2147483647,0,Any
417,Public,FlatFee,NoCharger,2147483647,0,Any
184,Public,Block,NoCharger,2147483647,0,Any
518,Workplace,Block,DCFast(50|DC),2147483647,0,Any
343,Public,FlatFee,NoCharger,2147483647,0,Any
166,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
226,Residential,Block,NoCharger,2147483647,0,Any
114,Public,Block,Level2(7.2|AC),2147483647,0,Any
567,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
81,Workplace,Block,NoCharger,2147483647,0,Any
506,Public,Block,Level2(7.2|AC),2147483647,0,Any
461,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
17,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
549,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
327,Residential,Block,Level1(2.3|AC),2147483647,0,Any
265,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
294,Public,Block,DCFast(50|DC),2147483647,0,Any
207,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
72,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
466,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
59,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
451,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
39,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
255,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
359,Residential,Block,DCFast(50|DC),2147483647,0,Any
166,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
111,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
153,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
472,Workplace,Block,NoCharger,2147483647,0,Any
161,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
156,Public,FlatFee,NoCharger,2147483647,0,Any
313,Residential,Block,DCFast(50|DC),2147483647,0,Any
337,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
36,Workplace,Block,DCFast(50|DC),2147483647,0,Any
310,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
63,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
162,Public,Block,Level1(2.3|AC),2147483647,0,Any
181,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
303,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
14,Public,Block,UltraFast(250|DC),2147483647,0,Any
208,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
330,Public,FlatFee,NoCharger,2147483647,0,Any
7,Residential,FlatFee,NoCharger,2147483647,0,Any
430,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
349,Residential,Block,NoCharger,2147483647,0,Any
534,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
242,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
484,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
366,Residential,Block,Level2(7.2|AC),2147483647,0,Any
210,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
578,Workplace,Block,NoCharger,2147483647,0,Any
9,Public,Block,Level2(7.2|AC),2147483647,0,Any
447,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
571,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
551,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
475,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
444,Residential,Block,NoCharger,2147483647,0,Any
489,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
28,Public,Block,NoCharger,2147483647,0,Any
359,Residential,Block,Level2(7.2|AC),2147483647,0,Any
22,Workplace,Block,NoCharger,2147483647,0,Any
389,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
62,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
187,Public,Block,DCFast(50|DC),2147483647,0,Any
412,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
565,Public,Block,DCFast(50|DC),2147483647,0,Any
380,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
95,Residential,Block,UltraFast(250|DC),2147483647,0,Any
204,Public,Block,UltraFast(250|DC),2147483647,0,Any
429,Workplace,Block,NoCharger,2147483647,0,Any
383,Public,Block,DCFast(50|DC),2147483647,0,Any
487,Workplace,FlatFee,NoCharger,2147483647,0,Any
403,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
32,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
204,Workplace,Block,DCFast(50|DC),2147483647,0,Any
189,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
168,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
157,Residential,Block,NoCharger,2147483647,0,Any
473,Residential,Block,Level2(7.2|AC),2147483647,0,Any
573,Public,Block,DCFast(50|DC),2147483647,0,Any
124,Public,Block,DCFast(50|DC),2147483647,0,Any
429,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
185,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
151,Workplace,Block,DCFast(50|DC),2147483647,0,Any
232,Public,Block,Level1(2.3|AC),2147483647,0,Any
337,Residential,FlatFee,NoCharger,2147483647,0,Any
433,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
174,Residential,Block,DCFast(50|DC),2147483647,0,Any
94,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
160,Residential,Block,DCFast(50|DC),2147483647,0,Any
458,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
10,Residential,Block,NoCharger,2147483647,0,Any
147,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
425,Residential,Block,NoCharger,2147483647,0,Any
239,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
29,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
438,Workplace,FlatFee,DCFast(50|DC),2147483647,0,Any
229,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
151,Residential,Block,UltraFast(250|DC),2147483647,0,Any
207,Public,Block,Level2(7.2|AC),2147483647,0,Any
124,Public,Block,Level1(2.3|AC),2147483647,0,Any
459,Residential,Block,UltraFast(250|DC),2147483647,0,Any
204,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
44,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
539,Public,Block,Level1(2.3|AC),2147483647,0,Any
158,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
563,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
122,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
49,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
510,Workplace,Block,DCFast(50|DC),2147483647,0,Any
504,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
83,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
336,Residential,Block,UltraFast(250|DC),2147483647,0,Any
276,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
208,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
384,Public,Block,Level2(7.2|AC),2147483647,0,Any
211,Residential,Block,Level2(7.2|AC),2147483647,0,Any
129,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
120,Public,Block,UltraFast(250|DC),2147483647,0,Any
48,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
341,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
246,Public,Block,UltraFast(250|DC),2147483647,0,Any
330,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
297,Residential,FlatFee,UltraFast(250|DC),2147483647,0,Any
565,Residential,FlatFee,NoCharger,2147483647,0,Any
327,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
348,Workplace,Block,Level1(2.3|AC),2147483647,0,Any
116,Workplace,Block,Level2(7.2|AC),2147483647,0,Any
282,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
105,Public,Block,Level1(2.3|AC),2147483647,0,Any
219,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
171,Residential,Block,UltraFast(250|DC),2147483647,0,Any
329,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
548,Workplace,FlatFee,Level2(7.2|AC),0,0,RideHailManager
40,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
377,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
252,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
119,Workplace,Block,UltraFast(250|DC),2147483647,0,Any
378,Residential,Block,DCFast(50|DC),2147483647,0,Any
239,Residential,Block,Level2(7.2|AC),2147483647,0,Any
265,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
268,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
76,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
230,Residential,Block,Level1(2.3|AC),2147483647,0,Any
424,Workplace,FlatFee,UltraFast(250|DC),2147483647,0,Any
284,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
51,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
42,Residential,FlatFee,DCFast(50|DC),2147483647,0,Any
142,Public,FlatFee,DCFast(50|DC),2147483647,0,Any
56,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
203,Residential,FlatFee,NoCharger,2147483647,0,Any
69,Public,Block,Level1(2.3|AC),2147483647,0,Any
527,Public,FlatFee,Level2(7.2|AC),2147483647,0,Any
54,Workplace,Block,DCFast(50|DC),2147483647,0,Any
325,Public,Block,UltraFast(250|DC),2147483647,0,Any
37,Residential,Block,NoCharger,2147483647,0,Any
23,Public,Block,UltraFast(250|DC),2147483647,0,Any
133,Workplace,Block,DCFast(50|DC),2147483647,0,Any
54,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
94,Workplace,FlatFee,DCFast(50|DC),0,0,RideHailManager
561,Public,Block,Level2(7.2|AC),2147483647,0,Any
162,Residential,Block,DCFast(50|DC),2147483647,0,Any
395,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
344,Public,FlatFee,UltraFast(250|DC),2147483647,0,Any
409,Public,Block,UltraFast(250|DC),2147483647,0,Any
75,Workplace,FlatFee,UltraFast(250|DC),0,0,RideHailManager
227,Workplace,FlatFee,Level1(2.3|AC),2147483647,0,Any
44,Residential,Block,DCFast(50|DC),2147483647,0,Any
401,Residential,FlatFee,NoCharger,2147483647,0,Any
49,Residential,FlatFee,Level2(7.2|AC),2147483647,0,Any
239,Residential,Block,DCFast(50|DC),2147483647,0,Any
440,Workplace,FlatFee,Level2(7.2|AC),2147483647,0,Any
209,Workplace,FlatFee,NoCharger,2147483647,0,Any
98,Public,FlatFee,Level1(2.3|AC),2147483647,0,Any
473,Residential,FlatFee,Level1(2.3|AC),2147483647,0,Any
